,Background,Back,Skin,Clothes,Helmet,Hair,Nose,Mouth,Ears,Eyes,Hat,Legendary,Charity,Rarity score,Token Id
3715,grey,none,nude,sailor,orange,none,yellow,confident,small,big_eyes,none,None,None,4.316135373133948,3716
3716,pink,guitar,black,chef,orange,none,pink,tongue_out,pointy,vegas_glasses,none,None,None,30.37768671228569,3717
3717,pink,none,nude,policeman,turquoise,none,green,party_horn,none,regular,cook,None,None,8.279817004595348,3718
3718,pink,none,black,plaid_shirt,black,black_short,heart,smile,zombie,vr,none,None,None,35.19234576848239,3719
3719,pink,tennis,nude,ninja,blue,none,white,big_smile,round,rogue,none,None,None,19.155369452862647,3720
3720,orange,none,nude,grey_hoodie,silver,none,heart,rabbit,round,vampire,none,None,None,9.086559186483072,3721
3721,cream,none,artist,dollar_sign,trippy,blond_short,pink,sad,small,3d_glasses,none,None,None,37.62027274337048,3722
3722,orange,angel_wings,black,chef,light_blue,none,pink,chewing_gum,small,wink,none,None,None,30.182989359309364,3723
3723,grey,none,black,ufo,silver,black_short,turquoise,malicious,earrings,monster,none,None,None,36.55159833522209,3724
3724,grey,guitar,nude,doctor,purple,none,blue,tongue_out,pointy,80s_glasses,none,None,None,19.35565497563127,3725
3725,green,none,nude,bling_bling,light_blue,none,yellow,wow,regular,retro_glasses,none,None,None,2.3922858932434057,3726
3726,orange,none,nude,cardigan,black,none,white,party_horn,round,80s_glasses,none,None,None,5.255644609772001,3727
3727,grey,skater,black,ballet,pink,none,pink,big_smile,small,professor,none,None,None,30.06728864745525,3728
3728,cream,none,nude,drawing_my_life,orange,none,red,malicious,none,regular,sailor,None,None,6.982134501124415,3729
3729,cream,black_cape,nude,pilot,red,none,pink,smile,regular,manga,none,None,None,16.01026525119977,3730
3730,yellow,none,nude,martian,orange,none,pink,big_smile,none,regular,rainbow,None,None,8.330757594113017,3731
3731,yellow,tennis,artist,sailor,gold,none,pink,small_beard,small_wings,monster,none,None,None,39.05621777977286,3732
3732,cream,black_cape,nude,bling_bling,pink,none,black,malicious,none,regular,sailor,None,None,22.445359960070252,3733
3733,grey,none,nude,mechanic,white,none,blue,smoking_pipe,none,regular,martian,None,None,9.41144859842152,3734
3734,red,jetpack,black,worker,black,none,white,wow,pointy,pirate,none,None,None,30.66270903000461,3735
3735,grey,none,nude,pilot,light_green,none,white,malicious,regular,manga,none,None,None,3.5657945316632267,3736
3736,purple,black_cape,black,martian,dark_green,none,heart,tongue_out,regular,big_eyes,none,None,None,30.433929540240918,3737
3737,cream,none,nude,read_or_die,light_green,none,blue,smile,none,regular,captain,None,None,6.663204846340595,3738
3738,rainbow,artist,white,robot,png,none,blue,small_beard,zombie,manga,none,None,None,41.151762970489266,3739
3739,purple,none,nude,read_or_die,light_blue,none,black,malicious,none,regular,crazy,None,None,7.868120487139635,3740
3740,purple,none,nude,drawing_my_life,purple,none,green,smile,none,regular,cook,None,None,6.118547830013335,3741
3741,yellow,none,nude,ghost,yellow,none,white,party_horn,regular,wink,none,None,None,3.0804899129913825,3742
3742,red,none,nude,gentleman,purple,none,black,smile,none,regular,rainbow,None,None,7.032756480097641,3743
3743,orange,none,nude,cardigan,light_green,none,yellow,smile,none,regular,cook,None,None,7.602709768183456,3744
3744,pink,none,nude,chef,red,none,pink,confident,none,suspicious,gentleman,None,None,13.970515506678957,3745
3745,yellow,none,nude,ghost,turquoise,none,yellow,wow,small,hopeful,none,None,None,1.6616612021835786,3746
3746,red,none,nude,read_or_die,red,none,red,wow,none,regular,sherlock,None,None,6.567181748332404,3747
3747,pink,none,nude,drawing_my_life,turquoise,none,green,wow,none,regular,police,None,None,6.431669813507527,3748
3748,yellow,none,nude,ufo,red,none,yellow,rabbit,round,yellow_glasses,none,None,None,5.2105164182364225,3749
3749,cream,none,nude,bling_bling,red,none,turquoise,malicious,pointy,retro_glasses,none,None,None,4.855138166579577,3750
3750,purple,red_cape,black,worker,light_green,none,red,confident,none,regular,worker,None,None,32.952101710122434,3751
3751,purple,none,nude,tie_and_dye,black,none,green,smoking_pipe,none,regular,cowboy,None,None,9.557986210000843,3752
3752,turquoise,guitar,black,thriller,blue,none,turquoise,moustache,round,big_eyes,none,None,None,31.313938368533336,3753
3753,green,none,nude,cyclist,black,none,white,malicious,regular,angry,none,None,None,2.6601903940429823,3754
3754,grey,none,white,ballet,png,dreadlocks,heart,smile,none,zombie,none,None,None,34.386254378451284,3755
3755,purple,none,nude,cyclist,purple,none,red,wow,none,regular,police,None,None,6.666046247751069,3756
3756,red,tennis,nude,bling_bling,blue,none,black,big_smile,none,regular,spikes,None,None,23.26912418600503,3757
3757,yellow,tennis,nude,cardigan,white,none,blue,wow,none,suspicious,rainbow,None,None,26.656993707271504,3758
3758,orange,none,invisible,jersey,rainbow,white_long,black,chewing_gum,bunny,wink,none,None,None,42.39530322600552,3759
3759,grey,guitar,black,martian,light_green,none,pink,confident,round,3d_glasses,none,None,None,30.924768204661863,3760
3760,turquoise,none,nude,ghost,turquoise,none,white,wow,none,regular,doctor,None,None,6.578514437549031,3761
3761,orange,none,nude,grey_hoodie,light_green,none,red,tongue_out,small,big_eyes,none,None,None,4.245631055523188,3762
3762,purple,none,nude,worker,turquoise,none,yellow,sad,none,suspicious,cook,None,None,13.671542947445506,3763
3763,red,none,artist,thriller,silver,blond_short,heart,bubbles,pointy,3d_glasses,none,None,None,40.98779446436856,3764
3764,grey,none,black,worker,blue,none,red,party_horn,small,professor,none,None,None,14.507349427284161,3765
3765,cream,tennis,nude,martian,turquoise,none,blue,wow,regular,pirate,none,None,None,15.857988530507072,3766
3766,green,red_cape,black,bling_bling,blue,none,pink,smoking_pipe,zombie,insect,none,None,None,32.851282396532504,3767
3767,yellow,none,nude,pilot,dark_green,black_short,pink,tongue_out,pointy,pirate,none,None,None,24.077528938433776,3768
3768,green,skater,nude,dollar_sign,orange,none,turquoise,big_smile,pointy,80s_glasses,none,None,None,19.77038159012189,3769
3769,grey,none,alien,ballet,purple,white_long,yellow,music,small,pirate,none,None,None,38.40168377510181,3770
3770,turquoise,tennis,nude,ghost,dark_green,none,black,party_horn,round,hopeful,none,None,None,19.34147834957036,3771
3771,green,tennis,black,tattoo,blue,none,blue,big_smile,small,retro_glasses,none,None,None,28.31023571786666,3772
3772,pink,black_cape,nude,cardigan,orange,none,black,confident,none,regular,captain,None,None,22.312786675256763,3773
3773,orange,none,nude,mechanic,red,none,red,wow,small,wink,none,None,None,0.9704096326308547,3774
3774,red,none,nude,cyclist,purple,none,blue,wow,none,regular,sailor,None,None,6.668806026688537,3775
3775,purple,red_cape,nude,doctor,white,none,pink,big_smile,small,wink,none,None,None,16.6135862310409,3776
3776,purple,none,white,tattoo,turquoise,curly,blue,smile,none,cyborg,beanie,None,None,44.75483788235066,3777
3777,grey,angel_wings,artist,read_or_die,orange,none,whiskers,small_beard,zombie,wink,none,None,None,37.62070949393325,3778
3778,red,skater,black,chef,light_blue,none,whiskers,confident,small,hopeful,none,None,None,30.97271569502856,3779
3779,orange,none,nude,ninja,light_green,none,red,wow,none,suspicious,gentleman,None,None,12.46958996276209,3780
3780,orange,skater,nude,tattoo,pink,none,whiskers,smile,round,vegas_glasses,none,None,None,19.72244754276322,3781
3781,grey,none,radioactive,mechanic,purple,dreadlocks,turquoise,bubbles,pointy,insect,none,None,None,39.93885981174019,3782
3782,turquoise,red_cape,black,doctor,light_blue,none,blue,malicious,regular,professor,none,None,None,26.507963538562723,3783
3783,cream,none,white,ninja,red,black_short,red,malicious,small,professor,none,None,None,33.82707373935769,3784
3784,pink,none,nude,ghost,purple,none,red,wow,none,regular,police,None,None,6.595442136225498,3785
3785,turquoise,none,nude,pilot,light_green,none,heart,beard,small,manga,none,None,None,5.605334216980202,3786
3786,turquoise,none,nude,ufo,light_blue,none,turquoise,big_smile,small,angry,none,None,None,2.829430730165112,3787
3787,yellow,red_cape,black,chef,blue,none,pink,big_smile,pointy,hopeful,none,None,None,29.999622091523094,3788
3788,turquoise,skater,nude,read_or_die,white,none,blue,wow,regular,pirate,none,None,None,16.60266212907684,3789
3789,yellow,none,black,worker,white,ginger_short,whiskers,walrus,pointy,vegas_glasses,none,None,None,35.45721335003055,3790
3790,yellow,black_cape,black,bling_bling,dark_green,none,yellow,big_smile,round,retro_glasses,none,None,None,30.08700586684574,3791
3791,yellow,black_cape,black,doctor,purple,none,green,smoking_pipe,round,retro_glasses,none,None,None,28.674081264890976,3792
3792,turquoise,none,nude,mechanic,red,none,red,malicious,none,regular,doctor,None,None,7.047019109748234,3793
3793,None,None,None,None,None,None,None,None,None,None,None,Item 3794,None,99.86167706447841,3794
3794,green,tennis,black,policeman,turquoise,none,green,walrus,small,retro_glasses,none,None,None,27.994423617896715,3795
3795,green,black_cape,nude,pilot,light_green,none,turquoise,confident,regular,retro_glasses,none,None,None,17.798382176842345,3796
3796,green,tennis,nude,ghost,light_blue,none,green,tongue_out,round,hopeful,none,None,None,18.34298506019269,3797
3797,pink,none,nude,bling_bling,turquoise,none,yellow,malicious,none,regular,sailor,None,None,7.980875298780325,3798
3798,red,none,nude,policeman,turquoise,none,green,wow,none,regular,police,None,None,6.606602798616164,3799
3799,dark_blue,none,nude,ninja,silver,brown_long,blue,sad,pointy,big_eyes,none,None,None,25.682450971909482,3800
3800,cream,none,nude,gentleman,red,none,pink,smile,none,regular,cap,None,None,7.543440141475568,3801
3801,None,None,None,None,None,None,None,None,None,None,None,Item 3802,None,99.86167706447841,3802
3802,red,red_cape,nude,worker,purple,none,green,tongue_out,small,hopeful,none,None,None,17.008657306895987,3803
3803,yellow,tennis,black,drawing_my_life,red,none,turquoise,confident,round,rogue,none,None,None,29.77970495029294,3804
3804,yellow,devil,black,martian,yellow,none,red,smoking_pipe,regular,insect,none,None,None,29.853129432430475,3805
3805,grey,none,nude,ufo,pink,none,green,sad,regular,manga,none,None,None,3.8873928640882065,3806
3806,purple,red_cape,nude,martian,dark_green,none,pink,big_smile,small,vegas_glasses,none,None,None,17.093201459753136,3807
3807,grey,none,white,sailor,turquoise,black_long,pink,moustache,zombie,vampire,none,None,None,40.062890693132935,3808
3808,turquoise,none,nude,drawing_my_life,red,none,red,wow,none,regular,captain,None,None,6.335889513211228,3809
3809,grey,none,black,pilot,blue,black_short,green,walrus,pointy,insect,none,None,None,34.5096573205446,3810
3810,green,tennis,nude,gentleman,black,none,yellow,malicious,pointy,retro_glasses,none,None,None,19.062272013767533,3811
3811,grey,none,nude,doctor,yellow,none,green,smoking_pipe,regular,wink,none,None,None,2.9845818842261713,3812
3812,grey,black_cape,nude,bling_bling,turquoise,none,turquoise,sad,regular,hopeful,none,None,None,17.507858777080145,3813
3813,red,none,nude,jersey,dark_green,black_short,white,sad,regular,wink,none,None,None,21.338486680181017,3814
3814,turquoise,none,nude,ghost,red,none,turquoise,wow,none,regular,spikes,None,None,7.165434610425517,3815
3815,green,none,nude,policeman,light_green,none,green,sad,regular,wink,none,None,None,2.338616735290325,3816
3816,pink,none,zombie,grey_hoodie,pink,none,whiskers,party_horn,small_wings,vegas_glasses,none,None,None,24.526323868610735,3817
3817,yellow,none,nude,ninja,orange,none,green,malicious,regular,vegas_glasses,none,None,None,1.5967323124644672,3818
3818,green,red_cape,black,policeman,purple,none,red,big_smile,round,yellow_glasses,none,None,None,27.791308647142188,3819
3819,purple,none,white,plaid_shirt,purple,none,black,sad,small,vegas_glasses,none,None,None,17.53384364231078,3820
3820,turquoise,none,nude,cyclist,purple,none,yellow,moustache,round,yellow_glasses,none,None,None,4.488338692550095,3821
3821,yellow,none,artist,cyclist,light_green,blond_short,blue,wow,small,monster,none,None,None,32.823110201254316,3822
3822,turquoise,none,nude,martian,red,none,red,smile,none,regular,cowboy,None,None,5.765877071438379,3823
3823,grey,red_cape,nude,ufo,yellow,none,pink,big_smile,small,wink,none,None,None,17.047920140741923,3824
3824,green,tennis,black,chef,light_green,none,red,big_smile,regular,hopeful,none,None,None,27.86456732175806,3825
3825,turquoise,none,nude,martian,red,none,turquoise,smile,none,regular,gentleman,None,None,6.646235762758186,3826
3826,pink,none,nude,doctor,light_green,none,pink,malicious,regular,wink,none,None,None,2.2116214369315363,3827
3827,grey,none,black,mechanic,dark_green,black_long,white,big_smile,none,regular,worker,None,None,37.85096832067189,3828
3828,green,none,cyborg,drawing_my_life,white,black_long,green,confident,round,wink,none,None,None,35.89165719912926,3829
3829,yellow,none,nude,chef,blue,none,blue,malicious,none,regular,sherlock,None,None,7.628273856599178,3830
3830,cream,none,nude,leather_jacket,light_green,black_short,white,party_horn,small,rogue,none,None,None,22.00980801763801,3831
3831,orange,none,nude,worker,yellow,none,white,malicious,none,regular,cook,None,None,8.652387148320761,3832
3832,red,none,nude,martian,orange,none,blue,smile,none,regular,cowboy,None,None,5.765838237221706,3833
3833,grey,guitar,black,thriller,silver,none,black,smoking_pipe,round,professor,none,None,None,32.43364036120434,3834
3834,yellow,none,nude,drawing_my_life,light_green,none,red,wow,small,wink,none,None,None,0.6742091856694691,3835
3835,dark_blue,black_cape,artist,artist_in_me,black,none,whiskers,smoking_pipe,none,suspicious,police,None,None,47.02863260903627,3836
3836,purple,none,nude,sailor,orange,none,white,confident,regular,retro_glasses,none,None,None,3.537608915976277,3837
3837,purple,red_cape,nude,policeman,turquoise,none,turquoise,smile,round,yellow_glasses,none,None,None,15.485611449516515,3838
3838,dark_blue,none,artist,black_suit,black,none,carrot,beard,none,cyclop,doctor,None,None,34.86246517905576,3839
3839,purple,none,nude,gentleman,purple,none,white,beard,small,vegas_glasses,none,None,None,3.371018765272555,3840
3840,cream,artist,black,doctor,light_blue,none,black,small_beard,regular,wink,none,None,None,29.514475708254285,3841
3841,turquoise,none,nude,policeman,orange,none,black,big_smile,small,wink,none,None,None,1.734919116525141,3842
3842,red,none,black,ufo,turquoise,curly,pink,tongue_out,regular,pirate,none,None,None,32.60311034491235,3843
3843,orange,none,nude,cyclist,red,none,black,wow,none,regular,doctor,None,None,7.2555273319594065,3844
3844,pink,none,nude,policeman,purple,none,white,smile,none,regular,spikes,None,None,7.004511343646383,3845
3845,red,none,nude,cardigan,light_green,none,yellow,sad,small,wink,none,None,None,3.198871301034066,3846
3846,cream,none,nude,gentleman,yellow,none,black,wow,small,angry,none,None,None,2.1214017044272038,3847
3847,cream,tennis,nude,martian,light_blue,none,pink,party_horn,small,retro_glasses,none,None,None,18.05505599010342,3848
3848,turquoise,none,nude,mechanic,orange,none,turquoise,malicious,none,regular,cowboy,None,None,7.509781776758278,3849
3849,purple,jetpack,black,plaid_shirt,purple,none,turquoise,smile,regular,angry,none,None,None,27.148382998317246,3850
3850,green,none,artist,tattoo,pink,none,green,beard,bunny,big_eyes,none,None,None,22.506846481707125,3851
3851,green,black_cape,nude,plaid_shirt,dark_green,none,heart,tongue_out,pointy,angry,none,None,None,21.073378973843145,3852
3852,cream,red_cape,black,cyclist,dark_green,none,red,party_horn,round,professor,none,None,None,30.0616565862442,3853
3853,red,none,nude,pilot,purple,brown_long,red,tongue_out,regular,80s_glasses,none,None,None,20.531862771446686,3854
3854,orange,none,nude,ufo,pink,none,yellow,malicious,none,regular,beanie,None,None,9.295586015520804,3855
3855,cream,red_cape,nude,cardigan,white,none,green,smoking_pipe,small,hopeful,none,None,None,17.722211354232805,3856
3856,cream,none,nude,ufo,dark_green,none,white,confident,regular,vegas_glasses,none,None,None,4.572765986203564,3857
3857,green,none,nude,chef,purple,none,yellow,malicious,regular,yellow_glasses,none,None,None,2.4147193457662626,3858
3858,green,none,black,ninja,blue,ginger_short,yellow,chewing_gum,zombie,vampire,none,None,None,36.681330553752986,3859
3859,orange,tennis,nude,thriller,pink,none,white,smoking_pipe,none,regular,cook,None,None,24.55251502623502,3860
3860,purple,none,nude,read_or_die,orange,none,red,smile,none,regular,cowboy,None,None,5.478096369652922,3861
3861,dark_blue,none,zombie,chef,purple,brown_long,red,screaming,round,professor,none,None,None,39.30427702067652,3862
3862,purple,none,artist,grey_hoodie,black,black_short,pig,tongue_out,small_wings,retro_glasses,none,None,None,41.314991465215456,3863
3863,purple,skater,black,mechanic,turquoise,none,blue,big_smile,regular,retro_glasses,none,None,None,27.760318252788363,3864
3864,yellow,none,nude,cardigan,red,none,white,sad,none,regular,cap,None,None,9.092562123349751,3865
3865,purple,none,nude,ufo,purple,none,white,smile,none,regular,martian,None,None,7.052564788065252,3866
3866,grey,none,nude,mechanic,light_green,none,white,malicious,none,regular,crazy,None,None,8.748367739901052,3867
3867,red,none,black,drawing_my_life,light_green,none,white,confident,regular,vampire,none,None,None,14.843027144891503,3868
3868,cream,none,artist,dollar_sign,purple,brown_long,red,moustache,pointy,vr,none,None,None,38.18458881481016,3869
3869,pink,none,nude,cardigan,black,blond_long,red,smile,small,retro_glasses,none,None,None,18.43897832443734,3870
3870,cream,black_cape,nude,martian,white,none,black,party_horn,round,big_eyes,none,None,None,19.327252381426604,3871
3871,green,none,nude,drawing_my_life,red,none,green,wow,none,regular,sherlock,None,None,6.524738215188965,3872
3872,purple,skater,nude,ballet,turquoise,none,yellow,chewing_gum,pointy,80s_glasses,none,None,None,20.7547552192361,3873
3873,pink,none,nude,plaid_shirt,orange,none,blue,malicious,none,regular,cook,None,None,7.35452646613884,3874
3874,orange,black_cape,nude,worker,turquoise,none,pink,smile,regular,retro_glasses,none,None,None,15.149918134058742,3875
3875,pink,none,nude,gentleman,purple,none,green,wow,none,regular,police,None,None,6.931108984416191,3876
3876,red,none,nude,mechanic,trippy,blond_long,pig,chewing_gum,demon_horns,rogue,none,None,None,29.32369900494815,3877
3877,grey,none,artist,ghost,silver,ginger_short,blue,tongue_out,none,cyclop,captain,None,None,47.08178451914745,3878
3878,grey,none,nude,bling_bling,light_green,none,white,party_horn,regular,wink,none,None,None,3.746200239985279,3879
3879,red,none,nude,plaid_shirt,light_green,none,turquoise,moustache,regular,professor,none,None,None,4.282280693771596,3880
3880,grey,red_cape,nude,mechanic,yellow,none,blue,moustache,none,suspicious,captain,None,None,27.988470597179788,3881
3881,turquoise,none,nude,drawing_my_life,red,none,green,smile,none,regular,doctor,None,None,5.6782450671592235,3882
3882,turquoise,none,nude,ninja,pink,none,yellow,malicious,none,regular,spikes,None,None,8.914815296925793,3883
3883,yellow,none,nude,gentleman,purple,none,pink,tongue_out,small,professor,none,None,None,3.8083599251295097,3884
3884,purple,none,nude,ghost,red,none,green,wow,none,regular,police,None,None,6.417578799694137,3885
3885,yellow,none,nude,mechanic,light_green,none,blue,smile,small,angry,none,None,None,0.6883887384306422,3886
3886,cream,none,nude,drawing_my_life,purple,none,black,confident,small,wink,none,None,None,2.9111642963805435,3887
3887,grey,none,nude,ballet,red,none,green,rabbit,small,professor,none,None,None,4.361355378467479,3888
3888,cream,tennis,nude,worker,white,none,pink,sad,small,retro_glasses,none,None,None,18.44140577723046,3889
3889,dark_blue,none,black,bling_bling,turquoise,blond_long,red,big_smile,round,vampire,none,None,None,34.157208643872195,3890
3890,turquoise,none,black,policeman,black,black_short,yellow,wow,pointy,big_eyes,none,None,None,32.02500362407454,3891
3891,rainbow,none,black,martian,light_blue,black_short,white,walrus,demon_horns,vegas_glasses,none,None,None,36.94084433641812,3892
3892,yellow,guitar,nude,thriller,white,none,pink,smoking_pipe,regular,pirate,none,None,None,19.696781152065,3893
3893,turquoise,none,nude,martian,orange,none,green,smile,none,regular,doctor,None,None,5.610570930628982,3894
3894,turquoise,black_cape,nude,martian,black,none,red,party_horn,small,wink,none,None,None,16.280815968917587,3895
3895,orange,none,nude,drawing_my_life,orange,none,black,wow,none,regular,sherlock,None,None,6.956513769168517,3896
3896,red,skater,nude,martian,white,none,heart,sad,small,angry,none,None,None,19.344156136951245,3897
3897,turquoise,none,nude,ghost,orange,none,red,wow,none,regular,worker,None,None,5.938071336155572,3898
3898,pink,none,nude,ghost,orange,none,blue,wow,none,regular,martian,None,None,6.293538883438312,3899
3899,cream,none,nude,bling_bling,orange,none,turquoise,confident,regular,retro_glasses,none,None,None,3.7603968338840064,3900
3900,pink,none,nude,worker,white,none,red,confident,none,regular,crazy,None,None,9.112362103883395,3901
3901,green,angel_wings,nude,bling_bling,orange,none,yellow,wow,round,yellow_glasses,none,None,None,17.91151361120526,3902
3902,purple,none,nude,gentleman,orange,none,black,smile,none,regular,worker,None,None,6.239886778092767,3903
3903,purple,none,nude,bling_bling,purple,none,pink,wow,regular,hopeful,none,None,None,2.287947229519775,3904
3904,pink,none,nude,gentleman,yellow,none,red,beard,regular,yellow_glasses,none,None,None,3.3089792066112316,3905
3905,green,none,nude,mechanic,yellow,none,pink,wow,none,regular,martian,None,None,7.99214664089355,3906
3906,yellow,none,nude,gentleman,orange,none,green,malicious,none,regular,punk,None,None,7.38269284961886,3907
3907,rainbow,none,black,black_suit,cyborg,none,heart,tongue_out,none,suspicious,sailor,None,None,30.868999163159476,3908
3908,cream,none,nude,doctor,pink,none,black,smile,none,regular,police,None,None,7.565975569329657,3909
3909,purple,none,black,chef,blue,dreadlocks,pig,sad,demon_horns,professor,none,None,None,37.55008909033943,3910
3910,pink,none,nude,doctor,red,none,red,smile,none,regular,doctor,None,None,5.96891692119332,3911
3911,red,none,nude,black_suit,light_green,none,red,malicious,bunny,wink,none,None,None,6.152640650350649,3912
3912,red,none,nude,plaid_shirt,purple,none,turquoise,malicious,none,regular,police,None,None,8.333589218859206,3913
3913,grey,tennis,nude,cardigan,purple,none,heart,smoking_pipe,regular,big_eyes,none,None,None,19.38651620489149,3914
3914,red,none,nude,policeman,black,none,green,big_smile,small,angry,none,None,None,2.552990704337717,3915
3915,grey,black_cape,nude,ghost,purple,none,white,sad,small,rogue,none,None,None,17.378165026142902,3916
3916,orange,none,nude,martian,blue,none,red,sad,small,yellow_glasses,none,None,None,2.7165942835593566,3917
3917,turquoise,skater,black,cyclist,dark_green,none,pink,small_beard,round,manga,none,None,None,31.739848171853343,3918
3918,orange,artist,black,pilot,light_green,none,red,party_horn,pointy,rogue,none,None,None,31.66098029452679,3919
3919,pink,black_cape,nude,read_or_die,light_blue,none,blue,small_beard,round,vegas_glasses,none,None,None,17.74207443795057,3920
3920,green,black_cape,black,dollar_sign,dark_green,none,yellow,sad,none,suspicious,electric,None,None,40.65772599361051,3921
3921,yellow,red_cape,nude,plaid_shirt,blue,none,yellow,party_horn,regular,retro_glasses,none,None,None,17.764524244926257,3922
3922,cream,none,nude,ghost,white,none,white,smoking_pipe,small_wings,pirate,none,None,None,8.242970684776022,3923
3923,red,red_cape,nude,gentleman,red,none,yellow,sad,small,vegas_glasses,none,None,None,16.70956065956902,3924
3924,grey,none,white,ufo,light_green,blond_short,white,confident,bunny,professor,none,None,None,39.12930559670597,3925
3925,grey,none,nude,plaid_shirt,pink,none,white,big_smile,none,regular,crazy,None,None,9.591902204668628,3926
3926,orange,none,nude,pilot,white,none,red,malicious,round,wink,none,None,None,3.7576969435073604,3927
3927,grey,none,nude,ghost,turquoise,none,blue,malicious,pointy,vegas_glasses,none,None,None,3.1286812638035384,3928
3928,pink,none,nude,martian,orange,none,red,smile,none,regular,sherlock,None,None,5.858969805077532,3929
3929,orange,black_cape,black,drawing_my_life,pink,none,red,tongue_out,regular,vegas_glasses,none,None,None,27.760178587815943,3930
3930,red,none,nude,doctor,pink,none,yellow,smile,none,regular,doctor,None,None,7.314835812644136,3931
3931,red,none,artist,cyclist,turquoise,blond_short,red,smile,demon_horns,vampire,none,None,None,35.553285716115596,3932
3932,turquoise,artist,nude,chef,white,none,blue,big_smile,small,yellow_glasses,none,None,None,17.197647532853864,3933
3933,red,none,nude,read_or_die,turquoise,none,pink,smoking_pipe,small,wink,none,None,None,2.657303975982042,3934
3934,cream,none,black,worker,white,black_short,pink,party_horn,none,regular,sheriff,None,None,37.887737688950665,3935
3935,artnotes,none,zombie,astronaut,silver,ginger_long,green,screaming,none,lazer,punk,None,None,52.3412613200453,3936
3936,red,none,black,grey_hoodie,light_green,none,yellow,wow,round,vampire,none,None,None,15.472201751187797,3937
3937,red,none,nude,worker,yellow,none,blue,malicious,small,wink,none,None,None,1.7038448926920986,3938
3938,yellow,none,nude,policeman,pink,none,white,wow,none,regular,sailor,None,None,7.574426515771089,3939
3939,grey,tennis,cyborg,artist_in_me,yellow,none,black,vampire,demon_horns,zombie,none,None,None,39.58366836357717,3940
3940,turquoise,none,black,thriller,blue,none,black,big_smile,regular,80s_glasses,none,None,None,14.456573950616084,3941
3941,orange,shuriken,nude,ninja,light_green,none,blue,malicious,regular,wink,none,None,None,17.18637038208441,3942
3942,turquoise,none,nude,plaid_shirt,turquoise,none,pink,walrus,small,big_eyes,none,None,None,3.8676600376864427,3943
3943,purple,none,nude,mechanic,white,none,white,smoking_pipe,regular,angry,none,None,None,3.712392386047895,3944
3944,dark_blue,none,black,ninja,pink,black_long,booger,music,pointy,hopeful,none,None,None,39.61730429244209,3945
3945,yellow,none,nude,chef,light_blue,none,blue,smile,regular,vegas_glasses,none,None,None,0.5670711951544087,3946
3946,yellow,none,nude,chef,purple,none,white,smile,small,vegas_glasses,none,None,None,1.0579200317079551,3947
3947,orange,none,black,dollar_sign,dark_green,blond_long,white,chewing_gum,small,vr,none,None,None,34.977806025074074,3948
3948,pink,black_wings,black,doctor,orange,none,red,smoking_pipe,regular,rogue,none,None,None,29.01551402148592,3949
3949,grey,none,nude,plaid_shirt,light_blue,none,green,big_smile,none,regular,police,None,None,8.548033235691562,3950
3950,green,skater,nude,worker,dark_green,none,green,confident,round,yellow_glasses,none,None,None,19.347137974624175,3951
3951,cream,none,nude,ballet,light_green,ginger_short,pink,screaming,regular,zombie,none,None,None,23.33553495680164,3952
3952,grey,none,nude,ninja,turquoise,none,red,wow,none,regular,gentleman,None,None,7.21061325587508,3953
3953,red,none,nude,ghost,purple,none,green,smoking_pipe,small,angry,none,None,None,2.4006657415069474,3954
3954,pink,none,black,jersey,light_green,blond_short,yellow,bubbles,regular,80s_glasses,none,None,None,33.175511000594625,3955
3955,red,none,nude,drawing_my_life,turquoise,none,black,wow,none,regular,doctor,None,None,6.747757325231088,3956
3956,green,none,nude,mechanic,black,none,turquoise,malicious,small,yellow_glasses,none,None,None,2.843500671880487,3957
3957,orange,none,nude,doctor,light_green,none,yellow,wow,none,regular,police,None,None,7.898917461674973,3958
3958,cream,none,nude,plaid_shirt,orange,none,green,smile,regular,angry,none,None,None,0.7476202686726058,3959
3959,grey,none,nude,tattoo,light_blue,black_short,heart,smoking_pipe,small,wink,none,None,None,21.832076789897286,3960
3960,pink,black_cape,black,doctor,blue,none,pink,smoking_pipe,round,retro_glasses,none,None,None,29.517325458827337,3961
3961,yellow,none,radioactive,ghost,orange,black_short,blue,rabbit,small_wings,zombie,none,None,None,39.15488850141875,3962
3962,purple,none,nude,cyclist,light_blue,none,green,big_smile,regular,yellow_glasses,none,None,None,2.0932382231554345,3963
3963,pink,red_cape,nude,thriller,light_green,none,white,moustache,round,big_eyes,none,None,None,19.623507602207557,3964
3964,purple,black_cape,nude,gentleman,black,none,pink,smile,round,manga,none,None,None,16.774706518796425,3965
3965,yellow,none,artist,read_or_die,purple,brown_long,carrot,big_smile,none,cyborg,spikes,None,None,47.74729496467261,3966
3966,None,None,None,None,None,None,None,None,None,None,None,Item 3967,None,99.86167706444056,3967
3967,pink,none,cyborg,plaid_shirt,gold,curly,green,sad,none,cyclop,unicorn,None,None,48.88102700385007,3968
3968,cream,none,white,skull,purple,none,whiskers,beard,bunny,hopeful,none,None,None,25.169387744042094,3969
3969,turquoise,tennis,black,doctor,red,none,turquoise,small_beard,none,regular,cowboy,None,None,34.21266433538779,3970
3970,pink,guitar,nude,cardigan,orange,none,white,chewing_gum,small,pirate,none,None,None,18.735092798849927,3971
3971,turquoise,none,nude,policeman,light_blue,none,black,malicious,none,regular,rainbow,None,None,7.853991393251415,3972
