,Foreground,Mouth,Eyes,Outfit,Decoration,Creature,Background,Overlay,Rarity score,Token Id
5326,None,Happy,Gold,Swulu,Olive Arneum,Tulip,Creature Friends,None,18.506358000674044,5326
5327,Pile Skyline,Happy,Clementine,Frux,Blood Orange Arneum,Blood Orange,Pile Skyline,None,8.828618740352399,5327
5328,None,Sacred,Violet,Oxoto,Blood Orange Arneum,Sand,Moss,Void,90.41649286450992,5328
5329,Crush,Happy,Ocean,Vines,Violet Tranteum,Sand,Clementine,Distance,55.4012855059661,5329
5330,Blush,Happy,Closed,None,None,Tulip,Uuary,None,13.239382259123216,5330
5331,None,Smirking,Closed,Cloud Suit,Ocean Polkadots,Ocean,Field,None,56.656207759213295,5331
5332,None,Singing,Aqua Third Eye,None,Terracotta Stripes,Tulip,Tulip,Mint Flower,88.04069143581185,5332
5333,Rain,Happy,Aqua,Arcith,Clementine Arneum,Scarlet,Violet,Distance,53.57235093376676,5333
5334,None,Happy,Mint,Frux,Mint Balseum,Gold,SS Creature,None,17.65891708398739,5334
5335,Pile Skyline,Happy,Aqua,Oxoto,Aqua Arneum,Cream,Pile Skyline,None,8.533574281061448,5335
5336,Blush,Happy,Mint,Frux,Clementine Tranteum,Mint,Field,None,20.694776416181334,5336
5337,Telescope,Happy,Closed,Oxoto,Tulip Arneum,Cream,Terracotta,Bullseye,55.13846825218942,5337
5338,Crush,Singing,Earth,Vines,Ocean Polkadots,Blood Orange,Aura,Cosmic Punch,87.75646537045769,5338
5339,Telescope,Happy,Closed,Raincoat,Violet Stripes,Moss,Rainbow,None,25.253878585549216,5339
5340,None,Smirking,Third Eye,None,Mint Stripes,Meadow,Mint,Aqua Flower Stripe,86.33523420180734,5340
5341,Blush,Singing,Third Eye,Cloud Suit,Gold Tranteum,Rainbow,Fungisland,None,60.99518209082282,5341
5342,Blush,Happy,Gold,Swulu,Sand Balseum,Scarlet,Ocean,Stripes,54.79519778514415,5342
5343,None,Happy,Black,Swulu,Aqua Balseum,Violet,Scarlet,Width,54.09264248728755,5343
5344,Blush,Happy,Earth,Swulu,Ocean Stripes,Blood Orange,Moss,Stripes,54.907856201317664,5344
5345,None,Smirking,Meadow,Vines,Mint Arneum,Gold,Uuary,None,49.31377938912785,5345
5346,Telescope,Happy,Aqua,Vines,Ocean Stripes,Gold,Fungisland,None,15.802981850590061,5346
5347,Pile Skyline,Happy,Ocean,None,None,Violet,Pile Skyline,None,4.462738692738401,5347
5348,Rain,Sacred,Tulip,Frux,Tulip Balseum,Cream,Greenery,None,56.13064458998639,5348
5349,Rain,Happy,Sand,Swirl,Blood Orange Tranteum,Sand,Gold,Curved Stripe,61.68706971911805,5349
5350,Pile Skyline,Happy,Aqua,None,Olive Stripes,Tulip,Pile Skyline,None,6.119915189307715,5350
5351,None,Happy,Meadow,Frux,Tulip Polkadots,Aqua,Inciu,None,18.619026612153544,5351
5352,Blush,Happy,Ocean,Oxoto,Ocean Polkadots,Gold,Marius,None,17.809111324925432,5352
5353,Clouds,Screaming,Ocean,None,Blood Orange Arneum,Gold,Blood Orange,Clouds,91.83768648640945,5353
5354,Telescope,Happy,Olive,Arcith,Aqua Tranteum,Aqua,Creature Friends,None,18.157709719944297,5354
5355,Pile Skyline,Happy,Aqua,None,Moss Balseum,Blood Orange,Pile Skyline,None,6.264787944189047,5355
5356,Telescope,Happy,Gold Third Eye,None,Terracotta Balseum,Clementine,Stripe Room,None,15.658219075534403,5356
5357,None,Happy,Clementine,Oxoto,Gold Polkadots,Moss,Moss,Liquify,53.014557883595714,5357
5358,Telescope,Happy,Third Eye,Swulu,Clementine Balseum,Meadow,Meadow,Aqua Flower,56.92984393703552,5358
5359,Pile Skyline,Happy,Closed,Vines,Olive Polkadots,Meadow,Pile Skyline,None,8.57654155837228,5359
5360,Telescope,Happy,Black,Cloud Suit,Blood Orange Arneum,Ocean,Ercon,None,25.532789595094503,5360
5361,Telescope,Happy,Dilated,Raincoat,Tulip Polkadots,Cream,Creature Friends,None,25.682933411877855,5361
5362,Blush,Singing,Mint,Vines,Mint Tranteum,Terracotta,Clementine,Width,89.69788403961435,5362
5363,Pile Skyline,Happy,Closed,None,Gold Polkadots,Clementine,Pile Skyline,None,2.92306359415661,5363
5364,Rain,Happy,Scarlet,Frux,Aqua Polkadots,Sand,Gold,None,20.41061472320064,5364
5365,Rain,Happy,Aqua,Swulu,Violet Arneum,Sand,Sand,Void,54.51093578325046,5365
5366,Telescope,Happy,Moss,Oxoto,Aqua Stripes,Sand,Inciu,None,20.16373781014608,5366
5367,Blush,Happy,Gold,Vines,Tulip Polkadots,Mint,Ercon,None,18.876475707798146,5367
5368,Pile Skyline,Thermal Singing,Gold Third Eye,Raincoat,None,Thermal,Pile Skyline,None,50.2775470410192,5368
5369,Telescope,Happy,Meadow,Vines,Tulip Arneum,Rainbow,Meadow,Cream Flower with Stripes,58.495932293206685,5369
5370,Pile Skyline,Happy,Blood Orange,Frux,Clementine Balseum,Gold,Pile Skyline,None,7.235575321266892,5370
5371,Telescope,Happy,Meadow,Arcith,Gold Stripes,Mint,Aqua,Void,54.73618235046742,5371
5372,Blush,Sacred,Gold,Frux,Terracotta Stripes,Tulip,Ascension,None,53.92631319841882,5372
5373,Blush,Happy,Earth,Cape,Terracotta Tranteum,Meadow,Creature Friends,None,24.814096559588716,5373
5374,Blush,Happy,Gold,Swulu,Scarlet Polkadots,Gold,Clementine,Width,51.319747395335966,5374
5375,Crush,Happy,Ocean,Oxoto,Violet Balseum,Sand,Ocean,Void,56.275455113528736,5375
5376,Pile Skyline,Happy,Sacred,Vines,Olive Tranteum,Rainbow,Pile Skyline,None,11.510550155298237,5376
5377,Pile Skyline,Happy,Violet,Oxoto,Terracotta Tranteum,Moss,Pile Skyline,None,9.761915359411741,5377
5378,Crush,Happy,Meadow,Oxoto,Mint Polkadots,Mint,Aura,Gold Flower,56.53291869047769,5378
5379,Pile Skyline,Happy,Earth,Vines,Gold Stripes,Meadow,Pile Skyline,None,7.959670841947393,5379
5380,None,Happy,Blood Orange,Arcith,Violet Tranteum,Blood Orange,Greenery,None,19.348516044821288,5380
5381,Crush,Sacred,Blood Orange,Vines,Ocean Tranteum,Violet,Fungisland,None,54.950739265755914,5381
5382,Blush,Happy,Black,Vines,Gold Tranteum,Rainbow,Cream,Gold Flower with Stripes,56.023451421387904,5382
5383,None,Smirking,Earth,Arcith,Violet Arneum,Clementine,Inciu,None,47.12018592427389,5383
5384,Pile Skyline,Happy,Clementine,Arcith,Aqua Polkadots,Aqua,Pile Skyline,None,5.76051610065018,5384
5385,Rain,Happy,Dilated,Raincoat,Scarlet Stripes,Clementine,Earth,None,22.53984390170677,5385
5386,Pile Skyline,Happy,Earth,Frux,Gold Balseum,Tulip,Pile Skyline,None,8.367332419772456,5386
5387,Crush,Happy,Sacred,Arcith,Clementine Polkadots,Tulip,Cream,Terracotta Flower,56.75821031312882,5387
5388,Pile Skyline,Happy,Closed,None,Aqua Polkadots,Aqua,Pile Skyline,None,4.076304603218612,5388
5389,None,Smirking,Blood Orange,Swulu,Blood Orange Tranteum,Moss,Sand,Width,87.96562033139466,5389
5390,Blush,Happy,Aqua,Wet,Sand Stripes,Feather,Field,None,24.787257368065923,5390
5391,None,Happy,Clementine,Frux,Mint Tranteum,Terracotta,Fungisland,None,18.366896862007444,5391
5392,Blush,Singing,Sacred,Oxoto,Terracotta Tranteum,Mint,Rainbow,None,54.47873700928357,5392
5393,Telescope,Happy,Blood Orange,None,Blood Orange Arneum,Sand,Aura,Void,53.186263380819575,5393
5394,Crush,Happy,Earth,Vines,Terracotta Polkadots,Feather,Rainbow,None,18.613658449377652,5394
5395,Pile Skyline,Happy,Blood Orange,Oxoto,Sand Tranteum,Sand,Pile Skyline,None,10.09447364776404,5395
5396,Clouds,Sacred,Aqua,Arcith,Ocean Balseum,Blood Orange,Pile Skyline,None,49.903440275012414,5396
5397,Blush,Happy,Gold Third Eye,Cloud Suit,Clementine Tranteum,Tulip,Rainbow,None,26.841539349957067,5397
5398,Crush,Happy,Third Eye,None,Terracotta Tranteum,Mint,Clementine,Tulip Flower,53.62601321970028,5398
5399,Rain,Happy,Mint,Arcith,Tulip Polkadots,Gold,Inciu,None,17.84127737277338,5399
5400,None,Happy,Gold,Vines,Aqua Stripes,Cream,Creature Friends,None,18.136279988241437,5400
5401,None,Happy,Terracotta,Frux,Terracotta Balseum,Tulip,Ercon,None,20.533862484056648,5401
5402,None,Happy,Sacred,Swulu,Terracotta Polkadots,Tulip,Creature Friends,None,20.238879716946446,5402
5403,Crush,Smirking,Clementine,None,Olive Polkadots,Terracotta,Mint,Emanating,84.41528012638688,5403
5404,Blush,Singing,Olive,Swulu,Mint Balseum,Gold,Stripe Room,None,52.1081176258913,5404
5405,Crush,Happy,Black,Swulu,Gold Polkadots,Feather,Greenery,None,18.54926037407377,5405
5406,None,Happy,Clementine,Cloud Suit,Terracotta Polkadots,White,Stripe Room,None,25.999478400611014,5406
5407,Telescope,Happy,Blood Orange,Arcith,Aqua Balseum,Moss,Fungisland,None,19.530776560518497,5407
5408,Pile Skyline,Smirking,Sacred,Oxoto,Clementine Tranteum,Clementine,Pile Skyline,None,39.59918087058607,5408
5409,Blush,Happy,Mint,None,Gold Arneum,Cream,Gold,Curved Stripe,53.068329593883824,5409
5410,Clouds,Singing,Closed,Vines,Blood Orange Stripes,Sand,Pile Skyline,None,49.87126081703225,5410
5411,Telescope,Happy,Gold Third Eye,Oxoto,Gold Polkadots,Gold,Gold,Cream Flower,53.078914125435986,5411
5412,None,Happy,Aqua Third Eye,Swulu,Tulip Polkadots,Tulip,Clementine,Olive Flower,56.280934840622045,5412
5413,None,Screaming,Closed,Vines,Sand Arneum,Gold,Ascension,None,50.16120850255958,5413
5414,Telescope,Happy,Sand,Vines,Violet Stripes,Feather,Aqua,Curved Stripe,55.32615432315161,5414
5415,Blush,Happy,Earth,None,Tulip Stripes,Cream,Terracotta,Emanating,52.778681193687284,5415
5416,None,Happy,Dilated,None,Sand Balseum,Gold,Clementine,None,13.217932154192912,5416
5417,Crush,Happy,Closed,Swulu,Gold Stripes,Gold,Field,None,15.668978463198624,5417
5418,Rain,Happy,Mint,Vines,Clementine Tranteum,Gold,Fungisland,None,17.669606732343702,5418
5419,Blush,Happy,Tulip,Frux,Mint Balseum,Mint,Ascension,None,21.198947935089702,5419
5420,Crush,Happy,Meadow,None,Tulip Stripes,Olive,Aqua,Mint Flower with Stripes,54.54317048780326,5420
5421,None,Screaming,Violet,Arcith,Scarlet Polkadots,Scarlet,Moss,Cosmic Punch,89.92312899983494,5421
5422,Pile Skyline,Happy,Black,Vines,Ocean Balseum,Sand,Pile Skyline,None,8.694522008810214,5422
5423,None,Happy,Gold,Frux,Gold Polkadots,Aura,Field,None,19.825845157499703,5423
5424,Pile Skyline,Thermal,Terracotta,Vines,None,Thermal,Pile Skyline,None,42.65580797331591,5424
5425,Rain,Sacred,Aqua Third Eye,Swulu,Aqua Arneum,Aqua,Uuary,None,53.508002739649015,5425
5426,None,Happy,Black,Frux,Gold Arneum,Moss,Aqua,Emanating,52.80006104110812,5426
5427,None,Thermal,Tulip,None,None,Thermal,Uuary,None,49.81192882407621,5427
5428,Pile Skyline,Thermal,Mint,Oxoto,None,Thermal,Pile Skyline,None,42.59684189328874,5428
5429,Pile Skyline,Happy,Clementine,Oxoto,Scarlet Arneum,Scarlet,Pile Skyline,None,8.27613537310222,5429
5430,Telescope,Happy,Earth,None,Terracotta Tranteum,Olive,SS Creature,None,16.543261791116254,5430
5431,Blush,Smirking,Third Eye,Vines,Aqua Stripes,Meadow,Tulip,Terracotta with Stripes,88.60916502366051,5431
5432,Crush,Happy,Blue Sacred,Arcith,Sand Tranteum,Gold,Inciu,None,17.21372612974458,5432
5433,None,Happy,Violet,Vines,Blood Orange Arneum,Scarlet,Aura,Stripes,54.90253041568837,5433
5434,None,Happy,Sacred,Frux,Tulip Balseum,Aqua,Olive,Cream Flower,54.99906557897013,5434
5435,Crush,Happy,Earth,None,Aqua Stripes,Meadow,Field,None,16.21071155179627,5435
5436,Pile Skyline,Happy,Clementine,Vines,Tulip Arneum,Cream,Pile Skyline,None,8.737409894237548,5436
5437,Rain,Happy,Aqua,None,Gold Arneum,Terracotta,Earth,None,16.092724133023932,5437
5438,Blush,Happy,Closed,Frux,Gold Stripes,Mint,Clementine,None,18.554807701107503,5438
5439,Clouds,Happy,Sand,Vines,Blood Orange Tranteum,Scarlet,Ocean,Clouds,62.05171251620855,5439
5440,Crush,Happy,Closed,Vines,Moss Stripes,Ocean,Rainbow,None,19.284161951040776,5440
5441,Telescope,Happy,Moss,Frux,None,Scarlet,Aqua,Void,52.02791168204367,5441
5442,Crush,Happy,Closed,None,None,Rainbow,Clementine,Emanating,49.383766611473945,5442
5443,Rain,Smirking,Violet,Arcith,Ocean Arneum,Ocean,Feather,Cubes,88.33031248122954,5443
5444,Pile Skyline,Happy,Earth,Arcith,Clementine Tranteum,Tulip,Pile Skyline,None,8.093776160013118,5444
5445,Crush,Happy,Blood Orange,Swulu,Gold Tranteum,Aqua,Aqua,Emanating,52.88049387376681,5445
5446,Blush,Sacred,Closed,Frux,Sand Polkadots,Clementine,Blood Orange,Curved Stripe,86.66775064538417,5446
5447,None,Happy,Blood Orange,Swirl,Blood Orange Polkadots,Scarlet,Gomba,None,25.83857519949746,5447
5448,Blush,Happy,Meadow,Arcith,Aqua Balseum,Aqua,Tulip,Liquify,53.706486278945306,5448
5449,None,Happy,Violet,Swulu,Scarlet Arneum,Scarlet,Aura,Distance,54.623607071350534,5449
5450,Clouds,Happy,Meadow,Swulu,Tulip Arneum,Cream,Terracotta,Clouds,62.86162136747338,5450
5451,Pile Skyline,Happy,Sacred,Frux,Terracotta Tranteum,Aqua,Pile Skyline,None,8.501442566805096,5451
5452,Blush,Happy,Gold,None,Aqua Tranteum,Gold,Mint,Width,49.33001421276691,5452
5453,None,Happy,Clementine,Frux,Aqua Balseum,Clementine,Mint,Width,51.137405343624884,5453
5454,Pile Skyline,Happy,Clementine,Oxoto,Gold Arneum,Aqua,Pile Skyline,None,5.9696876891651725,5454
5455,Pile Skyline,Sacred,Tulip,None,Aqua Balseum,Aqua,Pile Skyline,None,40.63971518285488,5455
5456,Telescope,Happy,Third Eye,Oxoto,None,Mint,Field,None,17.170996493450748,5456
5457,Crush,Happy,Sand,Arcith,Gold Stripes,Sand,SS Creature,None,19.343128037497845,5457
5458,Blush,Happy,Clementine,Oxoto,Scarlet Balseum,Blood Orange,Fungisland,None,18.629766686569692,5458
5459,Pile Skyline,Happy,Closed,Oxoto,Gold Tranteum,Mint,Pile Skyline,None,8.045528698928795,5459
5460,None,Happy,Closed,Swulu,Sand Arneum,Clementine,Marius,None,15.711856156296774,5460
5461,None,Happy,Meadow,Frux,Olive Tranteum,Cream,Earth,None,20.41586648209479,5461
5462,Rain,Singing,Violet,Oxoto,None,Clementine,Aqua,Width,83.2032521936968,5462
5463,Clouds,Happy,Sacred,Swulu,Gold Stripes,Tulip,Stripe Room,None,26.23003090569477,5463
5464,Rain,Happy,Violet,Frux,None,Aqua,Scarlet,Width,51.218024289109856,5464
5465,Telescope,Sacred,Blood Orange,Wet,None,Ocean,Uuary,None,57.79871029311584,5465
5466,None,Happy,Black,Frux,Scarlet Arneum,Blood Orange,Scarlet,None,19.42905347417742,5466
5467,Rain,Happy,Blue Sacred,Frux,Olive Polkadots,Moss,Blood Orange,Distance,56.071670460450605,5467
5468,Blush,Happy,Earth,Swulu,Scarlet Balseum,Blood Orange,Rainbow,None,19.085688062533993,5468
5469,Pile Skyline,Happy,Blue Sacred,Frux,Violet Polkadots,Scarlet,Pile Skyline,None,10.083712110611206,5469
5470,Pile Skyline,Happy,Dilated,Arcith,Ocean Balseum,Violet,Pile Skyline,None,8.238608146173082,5470
5471,Clouds,Sacred,Scarlet,Arcith,Sand Polkadots,Moss,Aqua,Clouds,95.20556449529506,5471
5472,Telescope,Happy,Olive,None,Terracotta Stripes,Aqua,Hill Huts,None,16.32870648532464,5472
5473,Telescope,Smirking,Dilated,Cloud Suit,Sand Arneum,Feather,Ocean,Striped Rocks,93.01219576642951,5473
5474,Rain,Happy,Clementine,Cape,Scarlet Tranteum,Moss,Violet,Width,60.592976111688436,5474
5475,None,Smirking,Dilated,Vines,Sand Arneum,Clementine,SS Creature,None,47.64578556395937,5475
5476,Pile Skyline,Happy,Aqua,None,Sand Arneum,Clementine,Pile Skyline,None,3.3038983120364787,5476
5477,Telescope,Happy,Clementine,Arcith,Violet Polkadots,Blood Orange,Scarlet,Polkadot,54.0496773625612,5477
5478,Crush,Happy,Moss,Vines,Terracotta Balseum,Sand,Inciu,None,20.31398192810274,5478
5479,None,Happy,Gold,Oxoto,Moss Arneum,Gold,Feather,None,16.602332476652208,5479
5480,Clouds,Happy,Earth,Arcith,Clementine Balseum,Olive,Pile Skyline,None,15.250247996949392,5480
5481,Pile Skyline,Happy,Scarlet,Vines,Ocean Balseum,Ocean,Pile Skyline,None,10.23929489374433,5481
5482,None,Happy,Sand,Swulu,Gold Stripes,Violet,SS Creature,None,19.359219109620625,5482
5483,Pile Skyline,Singing,Gold,Oxoto,Clementine Arneum,Ocean,Pile Skyline,None,42.3935647101579,5483
5484,Crush,Happy,Tulip,Frux,Terracotta Polkadots,Terracotta,Fungisland,None,20.88250057400515,5484
5485,Rain,Happy,Violet,Wet,Scarlet Tranteum,Scarlet,SS Creature,None,26.503613984051523,5485
5486,Crush,Happy,Sacred,Frux,Olive Polkadots,Olive,Rainbow,None,21.166743263127046,5486
5487,Rain,Happy,Black,Arcith,Mint Stripes,Clementine,Marius,None,16.076556885510886,5487
5488,Pile Skyline,Happy,Gold,Arcith,Gold Tranteum,Terracotta,Pile Skyline,None,7.7344232135603415,5488
5489,Telescope,Smirking,Clementine,Oxoto,Gold Stripes,Clementine,Earth,None,47.506315308541396,5489
5490,Rain,Happy,Aqua,Oxoto,Aqua Arneum,Sand,Clementine,Stripes,53.72783609020384,5490
5491,Pile Skyline,Smirking,Earth,None,Mint Polkadots,Meadow,Pile Skyline,None,38.52642472473843,5491
5492,Blush,Happy,Aqua,Swirl,Olive Arneum,Aura,Clementine,Meadow Flower with Stripes,62.23954985761058,5492
5493,Clouds,Smirking,Closed,Raincoat,Mint Stripes,Cream,Clementine,Clouds,98.44477883753942,5493
5494,Pile Skyline,Happy,Clementine,Frux,Scarlet Arneum,Feather,Pile Skyline,None,8.624750935928995,5494
5495,Crush,Smirking,Mint,Swulu,Terracotta Tranteum,Terracotta,Olive,Olive Flower with Stripes,89.47800884797529,5495
5496,Crush,Happy,Violet,Frux,Moss Polkadots,Violet,Blood Orange,Striped Rocks,56.60800373954154,5496
5497,None,Sacred,Closed,Vines,Sand Polkadots,Violet,Greenery,None,52.84293606127694,5497
5498,Blush,Happy,Moss,None,Sand Polkadots,Scarlet,Gomba,None,17.948622884769918,5498
5499,Pile Skyline,Happy,Aqua,Swulu,Aqua Balseum,Meadow,Pile Skyline,None,8.372659280503274,5499
5500,Blush,Happy,Dilated,Vines,Scarlet Arneum,Moss,Fungisland,None,18.61365362219682,5500
5501,Pile Skyline,Happy,Mint,Swirl,Gold Tranteum,Rainbow,Pile Skyline,None,17.056662760588374,5501
5502,Blush,Happy,Third Eye,Oxoto,Terracotta Stripes,Tulip,Aura,Void,55.46563691526728,5502
5503,Rain,Happy,Sacred,None,Olive Stripes,Rainbow,Hill Huts,None,19.568443808198495,5503
5504,Pile Skyline,Happy,Olive,Cape,Terracotta Tranteum,Meadow,Pile Skyline,None,16.493434491622143,5504
5505,Crush,Sacred,Dilated,None,Ocean Tranteum,Scarlet,Uuary,None,51.05691083081173,5505
5506,None,Happy,Clementine,Vines,Sand Balseum,Ocean,Rainbow,None,18.216775038903037,5506
5507,None,Thermal,Dilated,Frux,None,Thermal,Creature Friends,None,50.627279333909826,5507
5508,Clouds,Singing,Sand,Oxoto,Violet Arneum,Violet,Field,None,59.82058485120909,5508
5509,Rain,Happy,Mint,Swulu,Gold Arneum,Terracotta,Aura,None,20.603755857624655,5509
5510,Clouds,Happy,Aqua,Oxoto,Violet Polkadots,Clementine,Greenery,None,21.606480769120374,5510
5511,Telescope,Singing,Gold,Frux,Tulip Tranteum,Gold,Uuary,None,50.23626619517757,5511
5512,None,Screaming,Sacred,Swulu,Gold Arneum,Mint,Creature Friends,None,54.36610648907136,5512
5513,None,Happy,Sand,Oxoto,Violet Arneum,Ocean,Violet,Stripes,55.72305436179962,5513
5514,Crush,Happy,Aqua,None,Tulip Stripes,White,Meadow,Gold Flower with Stripes,55.04199799067546,5514
5515,Pile Skyline,Smirking,Earth,Oxoto,Gold Arneum,Ocean,Pile Skyline,None,40.24280333499835,5515
5516,Crush,Happy,Clementine,Swulu,Moss Tranteum,Feather,Feather,Void,54.90784011015921,5516
5517,Pile Skyline,Smirking,Closed,Vines,Terracotta Balseum,Olive,Pile Skyline,None,40.848825085738085,5517
5518,Rain,Screaming,Gold Third Eye,Frux,Terracotta Polkadots,Tulip,Olive,Olive Flower with Stripes,92.11659803035008,5518
5519,None,Screaming,Dilated,Arcith,Aqua Stripes,Violet,Gomba,None,52.15109080072161,5519
5520,Pile Skyline,Thermal,Earth,Wet,None,Thermal,Pile Skyline,None,46.74279955946304,5520
5521,Crush,Happy,Blue Sacred,Swulu,Gold Balseum,Aqua,SS Creature,None,17.959273917346565,5521
5522,Rain,Sacred,Third Eye,Swulu,Gold Balseum,Meadow,Marius,None,54.91318413536392,5522
5523,Clouds,Singing,Moss,Frux,Violet Tranteum,Gold,Ascension,None,57.55722943832219,5523
5524,Pile Skyline,Screaming,Aqua,Frux,Clementine Tranteum,Tulip,Pile Skyline,None,43.21944662385813,5524
5525,None,Happy,Tulip,None,Aqua Polkadots,Rainbow,Stripe Room,None,18.838977975610707,5525
5526,None,Happy,Closed,Swulu,Gold Polkadots,Clementine,Sand,None,15.85678362145024,5526
5527,Crush,Sacred,Black,None,Terracotta Polkadots,Aqua,Tulip,Clementine Flower,85.61660928670591,5527
5528,Clouds,Smirking,Sand,None,Gold Tranteum,Violet,Feather,Clouds,91.14047091823343,5528
5529,Blush,Happy,Mint,Arcith,Clementine Arneum,Aura,Earth,None,22.030338012312576,5529
5530,None,Screaming,Moss,Vines,Ocean Tranteum,Blood Orange,Aqua,None,54.33409598242039,5530
5531,Telescope,Happy,Gold Third Eye,None,Aqua Arneum,Aqua,Fungisland,None,16.199946798983703,5531
5532,Pile Skyline,Happy,Third Eye,Oxoto,Tulip Balseum,Clementine,Pile Skyline,None,7.584224138059002,5532
5533,Clouds,Singing,Blood Orange,Frux,Ocean Arneum,Moss,Inciu,None,60.185253400130534,5533
5534,Rain,Happy,Aqua,Cape,Mint Stripes,Aura,SS Creature,None,27.09360741375695,5534
5535,Clouds,Happy,Moss,Oxoto,Sand Balseum,Moss,Hill Huts,None,25.886740589219983,5535
5536,Rain,Happy,Earth,Vines,Olive Balseum,Mint,Aqua,Gold Flower,54.54316351839721,5536
5537,Crush,Happy,Black,Arcith,Ocean Polkadots,Feather,Ocean,Bullseye,54.38224315435769,5537
5538,Pile Skyline,Happy,Earth,Oxoto,Mint Tranteum,Cream,Pile Skyline,None,8.82325808625987,5538
5539,None,Happy,Earth,Frux,Gold Balseum,Terracotta,Hill Huts,None,17.948573535478612,5539
5540,Rain,Happy,Blue Sacred,Arcith,Sand Polkadots,Blood Orange,Night,Stripes,55.95367874722578,5540
5541,Rain,Happy,Earth,Wet,None,Terracotta,Clementine,Clementine Flower,57.50390237449709,5541
5542,Blush,Sacred,Scarlet,Oxoto,None,Violet,Fungisland,None,51.475308721209714,5542
5543,Pile Skyline,Screaming,Terracotta,Vines,Gold Stripes,Clementine,Pile Skyline,None,41.819612997687564,5543
5544,Clouds,Happy,Dilated,Oxoto,Gold Stripes,Feather,Pile Skyline,None,15.319891391611979,5544
5545,Clouds,Happy,Black,Swulu,Ocean Tranteum,Scarlet,Creature Friends,None,24.744268632900354,5545
5546,Blush,Smirking,Sacred,Vines,Terracotta Stripes,Gold,Rainbow,None,49.919834386093235,5546
5547,None,Happy,Blue Sacred,None,Ocean Stripes,Gold,Ocean,Cosmic Punch,50.563619383613165,5547
5548,Blush,Happy,Violet,None,Aqua Arneum,Blood Orange,Sand,Striped Rocks,53.63682731477891,5548
5549,Pile Skyline,Happy,Dilated,Arcith,Tulip Arneum,Clementine,Pile Skyline,None,5.5620255774210445,5549
5550,Telescope,Thermal,Third Eye,Swulu,None,Thermal,Ascension,None,52.93886075633715,5550
5551,Pile Skyline,Happy,Clementine,Oxoto,Terracotta Tranteum,Olive,Pile Skyline,None,8.410225667371336,5551
5552,Pile Skyline,Happy,Moss,Swulu,Violet Stripes,Clementine,Pile Skyline,None,7.6593016817735045,5552
5553,Rain,Happy,Terracotta,None,Olive Balseum,Cream,Tulip,Terracotta Flower,55.30484688737266,5553
5554,Telescope,Happy,Earth,Vines,Terracotta Stripes,Olive,Creature Friends,None,18.88183904220248,5554
5555,Blush,Smirking,Scarlet,Oxoto,Gold Balseum,Clementine,Rainbow,None,49.227992344888875,5555
5556,None,Smirking,Blue Sacred,Oxoto,Terracotta Arneum,Gold,Fungisland,None,48.72381116911833,5556
5557,Crush,Happy,Aqua,Oxoto,Sand Tranteum,Ocean,Aura,Cosmic Punch,53.9692150326603,5557
5558,Clouds,Happy,Dilated,Wet,Scarlet Arneum,Aqua,Ercon,None,28.68655051487999,5558
5559,Crush,Screaming,Clementine,Arcith,Clementine Balseum,Cream,Earth,None,52.821469854590774,5559
5560,Crush,Smirking,Tulip,Oxoto,Clementine Balseum,Cream,Earth,None,52.821477364107636,5560
5561,Crush,Happy,Clementine,Oxoto,Gold Arneum,Tulip,Meadow,Liquify,54.081868621176696,5561
5562,Clouds,Smirking,Ocean,Cloud Suit,Gold Arneum,Scarlet,Marius,None,63.75181500911938,5562
5563,Crush,Singing,Violet,Swulu,Gold Arneum,Ocean,Field,None,54.00138107765052,5563
5564,Crush,Happy,Mint,Raincoat,Olive Polkadots,Meadow,Uuary,None,26.91126964923496,5564
5565,Pile Skyline,Happy,Scarlet,Swulu,Gold Arneum,Scarlet,Pile Skyline,None,9.552704611791329,5565
5566,None,Happy,Clementine,Oxoto,Mint Arneum,Gold,Fungisland,None,15.239813130507713,5566
5567,None,Screaming,Black,Arcith,Aqua Tranteum,Aqua,Hill Huts,None,50.40260407283221,5567
5568,Telescope,Screaming,Aqua,Arcith,Ocean Stripes,Moss,Night,Emanating,88.49118618438646,5568
5569,Pile Skyline,Happy,Aqua,Oxoto,Scarlet Stripes,Blood Orange,Pile Skyline,None,8.329769241538877,5569
5570,Pile Skyline,Happy,Gold Third Eye,Vines,Terracotta Arneum,Gold,Pile Skyline,None,7.342893476222215,5570
5571,Blush,Happy,Blood Orange,Swulu,Ocean Tranteum,Violet,Night,Liquify,56.28084794505621,5571
5572,Crush,Happy,Aqua Third Eye,Arcith,Olive Arneum,Terracotta,Aqua,Cosmic Pinch,56.13070681239497,5572
5573,Crush,Happy,Black,None,Ocean Stripes,Blood Orange,Fungisland,None,16.60230351082855,5573
5574,Crush,Happy,Sacred,None,Olive Stripes,Rainbow,Ascension,None,19.62205942860562,5574
5575,Pile Skyline,Happy,Aqua,Oxoto,Tulip Arneum,Terracotta,Pile Skyline,None,8.710589474542225,5575
5576,Crush,Happy,Earth,Oxoto,Clementine Balseum,Moss,Feather,Liquify,54.11404808296717,5576
5577,Rain,Screaming,Blue Sacred,Swulu,None,Violet,Earth,None,51.70048984750063,5577
5578,Pile Skyline,Screaming,Blood Orange,Swulu,Sand Arneum,Feather,Pile Skyline,None,44.903605016823214,5578
