,Identity,Type,Hat,Face,Suit,Base,Back,Origin,Accessory,Mask,Rarity score,Token Id
3201,female,Villain,fox,â�±ï¸�,beam,human,shotgun,jupiter,glass earring,None,48.55518488675367,3202
3202,male,Villain,classy,âš”ï¸�,strobe,bones,cape,jupiter,None,None,21.27248023708371,3203
3203,male,Villain,slick blonde,ğŸ�š,spectre,human,None,jupiter,None,None,8.431078035025397,3204
3204,female,Hero,headband red,âš¡,prodigy,graffiti,blades,saturn,ice earring,None,74.0313974604062,3205
3205,female,Villain,western,âš¡,prodigy,human,DAO broadsword,jupiter,None,None,24.93568925320967,3206
3206,female,Villain,pompadour,ğŸ�€,noxious,bubblegum,None,neptune,None,None,28.745901779727944,3207
3207,female,Villain,None,â›½,DAO,graffiti,blades,jupiter,None,None,19.421743522265405,3208
3208,male,Villain,dreadlocks,ğŸ�š,charm,graffiti,None,saturn,None,None,16.55563397144087,3209
3209,male,Villain,slick blonde,ğŸ‘»,lone,ruby,blades,jupiter,None,None,22.304770086356353,3210
3210,female,Hero,leprechaun,ğŸ‘»,sheath,bubblegum,shotgun,saturn,None,None,45.47966055378275,3211
3211,female,Hero,None,ğŸ”«,shimmer,graffiti,None,jupiter,None,None,31.103781450420538,3212
3212,female,Villain,red waves,âš”ï¸�,sheath,magma,shotgun,saturn,None,None,27.230990435049048,3213
3213,male,Villain,pompadour,â˜€ï¸�,shimmer,bones,None,uranus,None,None,22.47682059512199,3214
3214,female,Villain,None,ğŸ’ª,surge,chrome,None,jupiter,None,None,12.824809767397442,3215
3215,female,Villain,None,â›½,kendo,human,cape,saturn,void earring,None,40.079235773274284,3216
3216,female,Villain,fox,â�„ï¸�,spectre,human,bionic vertebrae,saturn,None,None,25.648993167632746,3217
3217,female,Villain,None,ğŸ—¡ï¸�,spectre,gold,blades,saturn,None,None,21.540875620241863,3218
3218,female,Villain,leprechaun,ğŸ‘»,karat,symbols,acid launcher,saturn,None,None,33.70184542479627,3219
3219,male,Villain,tribal,ğŸ’�,kendo,graffiti,angel wings,jupiter,None,None,23.207016688752226,3220
3220,male,Villain,None,ğŸ—¡ï¸�,haste,sherbet,shotgun,venus,None,None,23.966711823445824,3221
3221,female,Villain,None,â�„ï¸�,spectre,jelly,cape,uranus,None,None,26.47166779326892,3222
3222,female,Villain,None,ğŸ‘½,cove,leopard,blades,saturn,None,synapse,54.609569465386585,3223
3223,male,Villain,None,None,sly,alien,bionic vertebrae,jupiter,None,alien,47.32517702846757,3224
3224,male,Villain,None,ğŸ‘»,rime,alien,demon wings,jupiter,None,None,14.784854411100026,3225
3225,male,Villain,pompadour,ğŸŒ�,cove,leopard,DAO broadsword,saturn,None,None,25.200300622652215,3226
3226,male,Villain,tribal,ğŸ‘�ï¸�,warp,ruby,None,jupiter,None,None,14.226561079922783,3227
3227,female,Villain,hazel,ğŸ’�,noxious,ruby,None,saturn,None,None,21.452682403465175,3228
3228,female,Hero,headband red,ğŸ¦„,sheath,chrome,cat tail,uranus,void earring,None,78.97793852745949,3229
3229,female,Villain,None,â�±ï¸�,zone,human,shotgun,neptune,None,None,20.15596109514017,3230
3230,female,Villain,long blonde,â˜€ï¸�,beam,bubblegum,blades,neptune,None,None,37.935728821088944,3231
3231,male,Villain,None,â�±ï¸�,DAO,jelly,shotgun,jupiter,None,None,12.6404151656693,3232
3232,male,Villain,pompadour,ğŸ¤ ,spectre,chrome,None,jupiter,gold earring,None,39.131010034861205,3233
3233,male,Villain,None,â�„ï¸�,haste,human,None,jupiter,feather earring,None,28.376262004835638,3234
3234,female,Villain,pompadour,â˜€ï¸�,spectre,chrome,None,jupiter,silver earring,None,44.451471364784105,3235
3235,female,Villain,pompadour,ğŸ§ ,sheath,sherbet,None,venus,glass earring,None,57.79041073759175,3236
3236,male,Villain,None,None,charm,human,None,earth,None,smog,43.947647109590235,3237
3237,male,Villain,None,ğŸ’�,charm,chrome,None,neptune,glass earring,None,39.67662998638657,3238
3238,male,Villain,dreadlocks,ğŸ‘»,spectre,human,None,jupiter,None,None,8.12050810557459,3239
3239,male,Villain,fortune,â˜€ï¸�,None,magma,None,earth,None,None,27.34050256640945,3240
3240,male,Hero,None,â›½,zone,emerald,bionic vertebrae,saturn,None,None,32.471895066897574,3241
3241,male,Villain,long blonde,â˜€ï¸�,noxious,bones,demon wings,uranus,None,None,30.62612590575557,3242
3242,female,Villain,None,None,prodigy,alien,None,uranus,None,alien,52.03276578083058,3243
3243,female,Villain,acid washed,ğŸ”«,warp,human,shotgun,jupiter,None,None,22.51858090871685,3244
3244,female,Hero,None,â›½,shimmer,snow leopard,None,uranus,None,None,37.36439915097299,3245
3245,male,Villain,classy,ğŸ¤ ,DAO,emerald,None,jupiter,glass earring,None,40.41506113427865,3246
3246,male,Villain,tribal,ğŸ¤ ,sheath,bones,bionic vertebrae,earth,None,None,33.64326099019409,3247
3247,male,Villain,None,âš¡,spectre,human,cape,jupiter,None,None,6.337083145868171,3248
3248,female,Villain,None,None,lone,snow leopard,None,jupiter,None,argot,44.39210504891398,3249
3249,female,Villain,None,ğŸ—¡ï¸�,prodigy,snake,None,jupiter,None,None,12.468085519130803,3250
3250,male,Villain,None,ğŸ’ª,noxious,sherbet,None,uranus,None,None,13.492266450240436,3251
3251,male,Hero,None,None,charm,leopard,staff,jupiter,None,smog,63.554509204566045,3252
3252,male,Villain,red waves,ğŸ¤ ,molten,emerald,bionic vertebrae,jupiter,None,None,23.870076209833446,3253
3253,male,Villain,None,â˜�ï¸�,smog,human,demon wings,jupiter,None,None,9.585301162835355,3254
3254,male,Villain,sleek,ğŸ’�,aero,ruby,staff,mars,None,None,34.067107030626346,3255
3255,female,Villain,dreadlocks,ğŸ¦„,DAO,anatomy,None,saturn,None,None,23.815210919348896,3256
3256,male,Villain,None,ğŸ’�,aero,whiteout,None,neptune,glass earring,None,40.859982280155364,3257
3257,female,Villain,None,ğŸ’¡,sheath,sherbet,None,neptune,None,None,19.937853888764888,3258
3258,male,Villain,None,ğŸ’�,aero,magma,demon wings,jupiter,None,warp,44.694628802277464,3259
3259,female,Villain,fortune,ğŸŒ�,haste,leopard,cape,jupiter,None,None,27.634023083390936,3260
3260,male,Villain,acid washed,ğŸ‘»,candy,chrome,blades,saturn,None,None,24.83097055934648,3261
3261,male,Hero,headband red,ğŸ’¡,sheath,snake,shotgun,jupiter,None,None,37.826232557241106,3262
3262,male,Villain,slick blonde,â�„ï¸�,warp,anatomy,demon wings,jupiter,None,None,22.577590624882067,3263
3263,male,Villain,western,ğŸ�±,zone,bones,cat tail,neptune,None,None,30.29460538881869,3264
3264,male,Villain,classy,ğŸ¤ ,charm,symbols,None,saturn,None,None,16.308013978471976,3265
3265,male,Villain,hazel,ğŸ�š,beam,bubblegum,None,jupiter,None,None,14.51193626250699,3266
3266,female,Villain,fringe,ğŸ¥‹,strobe,emerald,cape,jupiter,void earring,None,54.49668792336073,3267
3267,female,Villain,hazel,ğŸ—¡ï¸�,smog,human,DAO broadsword,jupiter,None,None,23.966339319334555,3268
3268,female,Villain,dreadlocks,ğŸ‘½,lone,alien,None,jupiter,None,None,21.318483122742048,3269
3269,male,Hero,slick blonde,ğŸ�­,DAO,alien,blades,uranus,None,None,48.42974873202316,3270
3270,male,Hero,fox,ğŸ¥‹,array,snake,blades,jupiter,None,None,40.22644291988786,3271
3271,mutant,Villain,tribal,ğŸ‘»,lone,X,blades,earth,None,None,52.68477368660874,3272
3272,male,Villain,None,ğŸ”«,DAO,jelly,bionic vertebrae,jupiter,None,None,16.131971010198246,3273
3273,female,Villain,None,ğŸ�±,DAO,sherbet,demon wings,jupiter,feather earring,None,45.99162702349115,3274
3274,male,Villain,dreadlocks,ğŸ’�,lone,emerald,shotgun,saturn,None,None,22.094936951312626,3275
3275,female,Villain,classy,ğŸ—¡ï¸�,shard,emerald,cape,saturn,glass earring,None,55.461679225380735,3276
3276,male,Hero,hazel,ğŸŒ�,smog,graffiti,None,saturn,None,None,33.03415871747761,3277
3277,male,Villain,None,â�±ï¸�,sheath,chrome,cat tail,jupiter,None,None,12.220671855570963,3278
3278,male,Villain,sleek,ğŸ�š,sheath,snake,None,jupiter,None,None,12.87110234492811,3279
3279,male,Villain,pompadour,ğŸ‘�ï¸�,argot,chrome,None,uranus,None,None,22.019401766960208,3280
3280,female,Villain,None,ğŸŒ�,haste,snake,cape,earth,None,None,29.56019415601586,3281
3281,female,Villain,dreadlocks,ğŸ�€,prodigy,bones,None,neptune,None,None,29.501231943494144,3282
3282,female,Hero,classy,ğŸ—¡ï¸�,zone,emerald,cape,uranus,None,None,49.74685557638433,3283
3283,male,Villain,None,ğŸŒ�,athena,ruby,None,saturn,None,None,9.597852635854851,3284
3284,female,Villain,classy,â›½,warp,magma,bionic vertebrae,saturn,silver earring,None,53.93437047579908,3285
3285,male,Villain,None,None,charm,snow leopard,blades,uranus,None,smog,54.01798984591946,3286
3286,male,Hero,leprechaun,ğŸ�š,spectre,human,cat tail,neptune,None,None,40.8893035213184,3287
3287,male,Villain,pompadour,ğŸ‘½,sly,jelly,demon wings,saturn,pearl earring,None,51.710753377658136,3288
3288,female,Villain,slick blonde,â˜€ï¸�,kendo,human,shotgun,uranus,None,None,28.384971893972168,3289
3289,male,Villain,None,â˜€ï¸�,strobe,whiteout,cape,uranus,None,None,22.145420884899252,3290
3290,female,Villain,None,ğŸ’ª,sly,anatomy,None,jupiter,None,None,13.752242152175976,3291
3291,male,Villain,headband blonde,ğŸ‘½,beam,alien,None,mars,None,None,28.695990847790593,3292
3292,female,Villain,red waves,ğŸ’�,array,leopard,shotgun,saturn,None,None,27.319148841885827,3293
3293,male,Villain,pompadour,ğŸ’¡,noxious,diamond,None,neptune,glass earring,None,48.979181297790454,3294
3294,female,Villain,tribal,âš”ï¸�,athena,alien,demon wings,jupiter,None,None,29.35451495859109,3295
3295,male,Villain,western,ğŸ¤ ,sheath,galaxy,cape,venus,None,None,32.36338438654701,3296
3296,female,Villain,hazel,ğŸ—¡ï¸�,aero,human,bionic vertebrae,saturn,feather earring,None,50.16634195181744,3297
3297,male,Villain,dreadlocks,ğŸ—¡ï¸�,synapse,whiteout,shotgun,venus,None,None,33.66007770963511,3298
3298,male,Villain,fortune,â�„ï¸�,charm,graffiti,blades,venus,None,None,35.07840196251946,3299
3299,mutant,Villain,acid washed,ğŸ§ª,aero,X,angel wings,mars,None,None,57.52270899259051,3300
3300,female,Villain,aqua waves,ğŸ§ ,spectre,sherbet,demon wings,jupiter,None,None,29.245403314339296,3301
3301,male,Hero,slick blonde,ğŸ�±,charm,emerald,blades,neptune,None,None,47.51913571844159,3302
3302,male,Villain,None,ğŸ‘�ï¸�,shift,magma,shield,saturn,None,None,17.63843255741812,3303
3303,male,Villain,headband blonde,ğŸ�š,rime,graffiti,cat tail,jupiter,None,None,23.366502539270467,3304
3304,female,Villain,headband blonde,ğŸ—¡ï¸�,haste,symbols,cat tail,jupiter,None,None,29.92101640920547,3305
3305,male,Villain,None,ğŸ�š,shift,chrome,shotgun,mars,None,None,23.710679516696807,3306
3306,female,Hero,red waves,ğŸ’�,noxious,ruby,cat tail,uranus,None,None,51.81134717096594,3307
3307,male,Hero,None,None,kendo,ruby,blades,jupiter,None,matta,62.60620009431891,3308
3308,male,Villain,hazel,ğŸ‘»,haste,graffiti,shotgun,neptune,None,None,27.85231495515311,3309
3309,female,Villain,hazel,ğŸŒ�,haste,bones,blades,saturn,None,None,29.67751394080379,3310
3310,male,Villain,leprechaun,â˜€ï¸�,warp,leopard,shotgun,saturn,glass earring,None,47.56929099659985,3311
3311,female,Hero,red waves,ğŸ¤ ,zone,diamond,acid launcher,uranus,feather earring,None,80.03518045875634,3312
3312,female,Hero,dreadlocks,ğŸ¦„,lone,bubblegum,cat tail,jupiter,None,None,45.76083062246319,3313
3313,male,Villain,None,None,sheath,human,None,saturn,None,molten,34.17474877085325,3314
3314,male,Hero,classy,âš¡,lone,leopard,None,jupiter,None,None,29.12333656703276,3315
3315,male,Villain,classy,ğŸ‘»,zone,human,blades,neptune,None,None,22.392798161869518,3316
3316,female,Villain,western,âš¡,warp,symbols,None,uranus,None,None,28.4563969519054,3317
3317,female,Villain,long blonde,ğŸ‘�ï¸�,haste,emerald,shield,saturn,None,None,33.101757485772225,3318
3318,male,Villain,leprechaun,ğŸ‘½,haste,alien,None,saturn,None,None,18.51967897899889,3319
3319,female,Villain,classy,ğŸ�€,aero,chrome,bionic vertebrae,mercury,None,None,38.48120104681131,3320
3320,mutant,Villain,None,ğŸ§ª,aero,X,None,jupiter,None,synapse,59.057043719899696,3321
3321,male,Hero,classy,â˜�ï¸�,kendo,alien,bionic vertebrae,jupiter,None,None,38.2836191876141,3322
3322,male,Villain,None,ğŸ‘»,DAO,ruby,cat tail,saturn,None,None,16.50958886396256,3323
3323,male,Villain,None,â˜�ï¸�,rime,human,demon wings,jupiter,None,None,9.388060652239677,3324
3324,female,Villain,hazel,ğŸ¥‹,kendo,symbols,None,jupiter,None,None,20.214763469969196,3325
3325,male,Villain,None,â˜€ï¸�,zone,human,cape,mars,None,None,17.747511482771053,3326
3326,male,Hero,None,â�±ï¸�,zone,human,cape,saturn,None,None,25.128297783968286,3327
3327,female,Villain,hazel,â˜�ï¸�,kendo,human,None,jupiter,silver earring,None,39.90701856351003,3328
3328,male,Villain,frosted hood,â˜€ï¸�,aero,leopard,blades,saturn,silver earring,None,50.187633905408966,3329
3329,male,Villain,headband red,ğŸ‘»,aero,human,cape,saturn,feather earring,None,43.889385534496185,3330
3330,mutant,Villain,classy,ğŸ—¡ï¸�,sheath,X,acid launcher,uranus,None,None,50.08745683171158,3331
3331,female,Villain,None,None,kendo,alien,demon wings,jupiter,None,alien,51.18525253519105,3332
3332,female,Villain,None,ğŸ�±,shard,symbols,staff,saturn,None,None,24.889716966707418,3333
3333,female,Villain,None,None,aero,anatomy,cape,jupiter,None,karat,50.52667885333925,3334
3334,female,Hero,fringe,â˜�ï¸�,haste,bubblegum,cape,saturn,feather earring,None,71.96709684034438,3335
3335,male,Villain,pompadour,ğŸ’�,kendo,ruby,acid launcher,jupiter,None,None,23.16925674926762,3336
3336,female,Villain,None,ğŸ�š,warp,diamond,None,saturn,None,zone,45.67624796648616,3337
3337,male,Villain,classy,â˜€ï¸�,surge,human,bionic vertebrae,saturn,None,None,19.169981771932736,3338
3338,female,Villain,pompadour,ğŸ‘�ï¸�,sheath,whiteout,cape,uranus,None,None,34.17590473853996,3339
3339,male,Hero,None,â�±ï¸�,athena,whiteout,blades,uranus,None,None,39.739736081377984,3340
3340,male,Villain,headband red,ğŸ’¡,zone,anatomy,shield,uranus,None,None,31.830495285769857,3341
3341,male,Hero,None,â›½,warp,alien,cape,saturn,ice earring,None,56.363487927535196,3342
3342,female,Villain,leprechaun,ğŸ�­,strobe,chrome,demon wings,saturn,ice earring,None,58.20165412983946,3343
3343,male,Villain,hazel,ğŸ�±,aero,emerald,None,saturn,None,None,15.435173042491115,3344
3344,female,Villain,red waves,ğŸ�­,kendo,ruby,shotgun,uranus,None,None,34.838907799509016,3345
3345,female,Villain,red waves,ğŸŒ�,charm,emerald,None,saturn,None,None,22.233184629308305,3346
3346,female,Villain,hazel,âš”ï¸�,shift,emerald,cat tail,jupiter,pearl earring,None,54.42952919178804,3347
3347,female,Villain,sleek,ğŸ’�,spectre,alien,None,jupiter,None,None,19.148877620230735,3348
3348,male,Hero,None,ğŸ’ª,kendo,emerald,acid launcher,saturn,feather earring,None,60.316056188349485,3349
3349,female,Villain,sleek,ğŸ‘»,spectre,bubblegum,shotgun,saturn,None,None,27.440868423159042,3350
3350,male,Villain,headband blonde,ğŸ�±,karat,bones,shotgun,saturn,None,None,24.78486900925992,3351
3351,male,Villain,red waves,âš¡,strobe,chrome,shotgun,saturn,None,None,22.057185984032547,3352
3352,male,Hero,classy,ğŸ’¡,kendo,anatomy,cape,jupiter,silver earring,None,62.619352931767104,3353
3353,male,Villain,sleek,â›½,lone,magma,angel wings,neptune,None,None,30.23589167642869,3354
3354,male,Villain,leprechaun,â›½,zone,bones,cat tail,uranus,None,None,29.073482599226264,3355
3355,male,Villain,aqua waves,â˜€ï¸�,noxious,human,shield,jupiter,None,None,18.40212282482838,3356
3356,male,Villain,hazel,â˜€ï¸�,None,human,cape,saturn,None,None,17.256372160820217,3357
3357,female,Villain,red waves,ğŸ¤ ,aero,magma,cat tail,saturn,None,None,29.241093203359032,3358
3358,male,Villain,classy,ğŸ�±,aero,galaxy,cat tail,neptune,None,None,28.56151559986212,3359
3359,male,Villain,None,ğŸ�€,sheath,sherbet,shotgun,saturn,None,None,14.268651699029633,3360
3360,female,Villain,sleek,â›½,karat,snow leopard,shotgun,saturn,None,None,28.964145647540878,3361
3361,female,Hero,None,â�±ï¸�,warp,magma,None,saturn,None,None,30.117557796728043,3362
3362,female,Villain,leprechaun,â›½,cove,snake,None,jupiter,feather earring,None,47.019479123058346,3363
3363,female,Hero,pompadour,ğŸ�š,sheath,symbols,None,jupiter,feather earring,None,62.833164328161985,3364
3364,male,Hero,fringe,ğŸ‘�ï¸�,kendo,human,shield,jupiter,None,None,33.4033769279447,3365
3365,female,Villain,hazel,ğŸŒ�,prodigy,sherbet,DAO broadsword,jupiter,None,None,28.33055195114735,3366
3366,female,Villain,hazel,ğŸ�š,noxious,gold,None,saturn,None,None,21.47784232571686,3367
3367,female,Villain,None,â�±ï¸�,noxious,human,shotgun,jupiter,None,None,12.703071184466442,3368
3368,male,Hero,acid washed,ğŸ§ ,shimmer,whiteout,None,uranus,None,None,42.41684071837243,3369
3369,female,Villain,None,ğŸ’¡,zone,whiteout,blades,uranus,None,None,28.045324500849077,3370
3370,male,Villain,slick blonde,ğŸ‘�ï¸�,athena,jelly,None,jupiter,None,None,15.71217335772669,3371
3371,female,Hero,fringe,ğŸ‘»,kendo,anatomy,DAO broadsword,saturn,None,None,47.36787016349016,3372
3372,male,Hero,tribal,ğŸ‘»,DAO,jelly,None,jupiter,None,None,31.66203785810336,3373
3373,male,Hero,red waves,ğŸ—¡ï¸�,zone,gold,shotgun,jupiter,None,None,36.46669164735289,3374
3374,male,Villain,fox,ğŸ¤ ,sheath,human,staff,saturn,ice earring,None,46.10066535105813,3375
3375,male,Hero,leprechaun,â›½,kendo,symbols,demon wings,saturn,glass earring,None,66.7353019306129,3376
3376,male,Hero,headband blonde,â›½,prodigy,chrome,cat tail,jupiter,None,None,38.37167313545795,3377
3377,male,Villain,sleek,â›½,candy,snake,None,saturn,pearl earring,None,41.94245219490947,3378
3378,female,Villain,classy,ğŸ¦„,noxious,snake,staff,saturn,None,None,30.306987485391435,3379
3379,female,Hero,None,ğŸ”«,sly,ruby,demon wings,uranus,None,None,47.23369934102241,3380
3380,male,Hero,hazel,ğŸ�š,beam,ruby,cape,saturn,pearl earring,None,65.78711731740195,3381
3381,male,Villain,None,â›½,warp,leopard,demon wings,jupiter,None,None,11.84724959693559,3382
3382,male,Villain,classy,ğŸ§ª,warp,gold,shotgun,uranus,None,None,27.46633279273662,3383
3383,male,Villain,tribal,âš¡,zone,human,cat tail,saturn,None,None,17.8439308025862,3384
3384,male,Hero,None,â›½,noxious,human,None,saturn,None,None,18.997374566569544,3385
3385,male,Villain,slick blonde,ğŸŒ�,argot,galaxy,None,jupiter,None,None,15.989194256102449,3386
3386,male,Villain,leprechaun,ğŸ§ª,DAO,chrome,demon wings,jupiter,None,None,22.5817783213215,3387
3387,female,Villain,bleached,âš¡,zone,graffiti,None,mercury,void earring,None,58.66319891433199,3388
3388,female,Villain,red waves,âš¡,molten,anatomy,None,earth,None,None,32.17009414676136,3389
3389,male,Hero,leprechaun,ğŸ’ª,synapse,gold,staff,neptune,None,None,49.87316802135388,3390
3390,female,Villain,sleek,âš”ï¸�,charm,sherbet,blades,jupiter,None,None,27.78499793112462,3391
3391,female,Villain,hazel,ğŸ�±,warp,human,cape,saturn,None,None,21.38540493659378,3392
3392,male,Villain,None,âš”ï¸�,lone,chrome,shotgun,neptune,None,zone,50.95082456034575,3393
3393,female,Villain,red waves,ğŸ�š,spectre,emerald,None,mars,feather earring,None,56.66170685457086,3394
3394,male,Villain,pompadour,âš”ï¸�,charm,ruby,demon wings,neptune,None,None,30.609327120468766,3395
3395,female,Villain,None,ğŸ’ª,shimmer,human,None,jupiter,None,None,7.5034662168238455,3396
3396,male,Hero,None,ğŸ’�,ash,galaxy,angel wings,saturn,None,None,36.139475940654364,3397
3397,female,Hero,None,â›½,smog,leopard,None,uranus,void earring,None,62.63178041536418,3398
3398,female,Villain,dreadlocks,â›½,array,anatomy,blades,venus,None,None,39.156799368661055,3399
3399,male,Hero,pompadour,â˜€ï¸�,array,bones,staff,jupiter,None,None,40.46561365418852,3400
3400,male,Villain,leprechaun,ğŸ‘½,smog,graffiti,staff,jupiter,None,None,25.355608271401124,3401
3401,male,Villain,classy,ğŸ‘�ï¸�,candy,snake,None,jupiter,void earring,None,39.95769085315921,3402
3402,male,Villain,classy,ğŸ¤ ,sly,chrome,shield,saturn,None,None,24.39452027639929,3403
3403,male,Villain,pompadour,ğŸ‘»,synapse,snake,cape,jupiter,pearl earring,None,47.1413448284372,3404
3404,female,Villain,pompadour,â›½,warp,anatomy,demon wings,jupiter,None,None,26.664573935099018,3405
3405,male,Villain,leprechaun,ğŸ§ ,shimmer,human,demon wings,jupiter,None,None,18.62036405662122,3406
3406,male,Villain,None,None,spectre,human,cat tail,uranus,None,shard,47.19534432956319,3407
3407,female,Villain,None,ğŸ’ª,spectre,leopard,cape,jupiter,None,None,17.06753763754464,3408
3408,female,Hero,None,âš”ï¸�,zone,snake,None,jupiter,None,None,28.63209063139731,3409
3409,male,Hero,slick blonde,â˜�ï¸�,rime,snake,shotgun,jupiter,None,None,38.220643398544986,3410
3410,male,Hero,None,â�±ï¸�,array,human,cat tail,saturn,None,None,27.67555492075276,3411
3411,male,Villain,classy,ğŸ¥‹,prodigy,chrome,demon wings,saturn,None,None,22.833453552296483,3412
3412,male,Villain,tribal,ğŸ‘»,noxious,alien,cape,jupiter,None,None,20.601074348282143,3413
3413,female,Villain,red waves,ğŸ§ ,athena,symbols,shotgun,saturn,None,None,30.046809177019313,3414
3414,male,Villain,slick blonde,ğŸ’ª,noxious,human,None,neptune,None,None,16.815782731540587,3415
3415,female,Villain,red waves,âš¡,zone,emerald,None,saturn,None,None,21.31830054645133,3416
3416,male,Hero,red waves,ğŸ’¡,lone,jelly,cat tail,saturn,None,None,40.3312645133625,3417
3417,female,Villain,red waves,ğŸ‘½,zone,human,shotgun,jupiter,None,None,20.651108208031925,3418
3418,male,Villain,slick blonde,ğŸ�±,kendo,magma,bionic vertebrae,jupiter,None,None,22.14952892198653,3419
3419,female,Villain,pompadour,ğŸ�€,zone,emerald,None,jupiter,ice earring,None,46.52432357622244,3420
3420,male,Villain,None,ğŸ¦„,shift,symbols,cat tail,neptune,ice earring,None,49.969653272318055,3421
3421,male,Villain,tribal,â›½,shimmer,human,blades,jupiter,None,None,16.4297351430546,3422
3422,female,Hero,fringe,ğŸ‘�ï¸�,prodigy,bubblegum,cape,jupiter,None,None,43.39840288644814,3423
3423,female,Villain,None,ğŸ�€,spectre,jelly,shotgun,jupiter,None,None,18.615995898742163,3424
3424,female,Hero,fringe,ğŸ‘»,athena,human,None,neptune,None,None,39.90714832439434,3425
3425,female,Villain,dreadlocks,ğŸ‘»,warp,human,cat tail,saturn,None,None,23.664119981943134,3426
3426,male,Villain,pompadour,â˜�ï¸�,sly,snow leopard,None,jupiter,None,None,15.754143152733352,3427
3427,male,Villain,hazel,â˜€ï¸�,zone,anatomy,None,jupiter,None,None,13.005357561588685,3428
3428,female,Villain,None,ğŸ‘»,noxious,emerald,cape,jupiter,None,None,18.645418972013072,3429
3429,female,Hero,fox,â�„ï¸�,noxious,human,shotgun,neptune,None,None,46.92714829799596,3430
3430,male,Villain,fringe,ğŸ�š,spectre,graffiti,None,jupiter,None,None,12.887888996165376,3431
3431,female,Villain,leprechaun,ğŸ§ ,spectre,galaxy,demon wings,saturn,None,None,30.87350318814793,3432
3432,male,Hero,None,ğŸ�±,charm,snow leopard,cape,jupiter,ice earring,None,56.26288409487293,3433
3433,female,Hero,acid washed,ğŸ�š,None,gold,None,uranus,None,None,47.54829710493843,3434
3434,male,Hero,None,â˜€ï¸�,aero,anatomy,cat tail,saturn,None,None,32.79087203979745,3435
3435,male,Villain,headband blonde,ğŸ’ª,zone,jelly,demon wings,saturn,None,None,24.151165544644794,3436
3436,male,Villain,hazel,â�±ï¸�,kendo,ruby,blades,jupiter,None,None,20.668119642645937,3437
3437,male,Villain,slick blonde,ğŸ—¡ï¸�,shift,gold,cat tail,earth,None,None,34.31892050723241,3438
3438,male,Villain,acid washed,ğŸŒ�,aero,sherbet,bionic vertebrae,neptune,None,None,30.966054000924675,3439
3439,female,Hero,red waves,ğŸ¦„,cove,snow leopard,None,jupiter,None,None,38.94638060380104,3440
3440,female,Villain,tribal,ğŸ�š,shimmer,human,cat tail,neptune,None,None,31.024493865557424,3441
3441,male,Villain,classy,âš”ï¸�,lone,leopard,bionic vertebrae,uranus,None,None,28.318174060348877,3442
3442,female,Hero,aqua waves,ğŸ§ ,lone,human,None,saturn,None,None,35.82850661929832,3443
3443,male,Hero,None,ğŸ�±,kendo,chrome,shield,venus,None,None,41.523094010783296,3444
3444,male,Villain,dreadlocks,ğŸ‘»,molten,human,bionic vertebrae,jupiter,None,None,18.339160743099132,3445
3445,male,Villain,None,None,cove,snake,blades,jupiter,None,sly,46.347742995047525,3446
3446,male,Villain,dreadlocks,ğŸ‘»,sheath,jelly,demon wings,saturn,void earring,None,49.44069653913799,3447
3447,male,Villain,tribal,ğŸ’¡,lone,bubblegum,None,jupiter,None,None,14.81411022401294,3448
3448,female,Hero,red waves,â˜€ï¸�,prodigy,bones,DAO broadsword,saturn,feather earring,None,73.93908776540792,3449
3449,female,Villain,classy,â˜€ï¸�,noxious,magma,shield,neptune,None,None,35.26689089081248,3450
3450,male,Villain,None,ğŸ�š,haste,human,DAO broadsword,neptune,None,None,18.24273774026997,3451
3451,male,Villain,dreadlocks,ğŸ’ª,warp,human,shotgun,neptune,pearl earring,None,48.03917317484013,3452
3452,male,Hero,None,â�±ï¸�,zone,human,bionic vertebrae,uranus,glass earring,None,59.124296839933834,3453
3453,male,Villain,sleek,ğŸ‘»,spectre,leopard,shotgun,jupiter,None,None,18.460875042607753,3454
3454,male,Hero,hazel,â›½,spectre,human,cape,saturn,ice earring,None,57.69750912892771,3455
3455,male,Villain,None,ğŸ’¡,rime,snake,demon wings,saturn,None,None,16.530576391268266,3456
3456,female,Villain,None,None,DAO,alien,shotgun,uranus,None,alien,58.041317833123706,3457
3457,male,Hero,acid washed,â›½,cove,human,demon wings,jupiter,None,None,34.7755616339688,3458
3458,female,Villain,tribal,ğŸ�š,shift,alien,shield,saturn,None,None,32.17021707940652,3459
3459,female,Villain,classy,âš”ï¸�,aero,ruby,demon wings,jupiter,None,None,27.373756647480818,3460
3460,male,Villain,hazel,â�„ï¸�,spectre,diamond,demon wings,uranus,None,None,29.107085443784946,3461
3461,male,Villain,frosted hood,ğŸ—¡ï¸�,prodigy,leopard,demon wings,saturn,None,None,24.86459820484252,3462
3462,male,Villain,None,âš”ï¸�,athena,diamond,angel wings,jupiter,None,None,17.60496532535829,3463
3463,female,Villain,slick blonde,â›½,sheath,graffiti,None,saturn,None,None,21.49884780273582,3464
3464,female,Villain,None,â›½,prodigy,jelly,None,jupiter,None,None,12.300204758918355,3465
3465,male,Villain,fringe,âš”ï¸�,noxious,bubblegum,staff,jupiter,None,None,22.85452340756592,3466
3466,male,Hero,None,â›½,DAO,human,cape,mars,glass earring,None,61.276813365274954,3467
