,Animated,Additional Backgrounds,Display Mode,Portrait Background,Purity,Chroma,Generation,Variant,Species,Decorative,Mouth,Face,Device,Element,Dimension,Oni,Horn,Weapon,Eyewear,Zodiac,Emote,Gem,Mythic,Rarity score,Token Id
5445,No,No,Portrait,Day,Augmented,Candy Rose,Mu,Bandit,Humans,Game Controller,None,Blue Hearts,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.495235952138497,5446
5446,No,No,Portrait,Day,Natural,Forest Shamrock,Omicron,Football Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6547248817842886,5447
5447,No,No,Portrait,Day,Natural,Emerald Seafoam,Delta,Technician,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.610579379941129,5448
5448,Yes,No,Animated,Day & Night,Augmented,Azure Sky,Tau,Fire Spirit,Posthumans,None,None,None,Earbuds,Forest,Tentacle Rift,None,None,None,None,None,None,None,None,66.20081879449667,5449
5449,No,No,Portrait,Day,Augmented,Ashen Stone,Alpha,Bumblebee,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Goat,None,Emerald,None,22.611995954669737,5450
5450,No,No,Portrait,Day,Natural,Silver Cloud,Beta,Tyrannosaurus Rex,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9035872361297624,5451
5451,No,No,Portrait,Day,Augmented,Ultra Violet,Kappa,Liquidator,Posthumans,None,None,None,Android Tail,Earth,Hexagonal Rift,None,None,None,None,None,None,None,None,26.838566969193483,5452
5452,No,No,Portrait,Day,Augmented,Pesto Guacamole,Sigma,Swordfish,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Goat,None,Feather Tiara,None,22.561097954482914,5453
5453,No,No,Portrait,Day,Augmented,Deep Amethyst,Iota,Spirit Detective,Posthumans,None,None,None,Tablet,Energy,Pincer Drone,None,None,None,None,None,None,None,None,26.89357742872088,5454
5454,No,No,Portrait,Day,Augmented,Polychromatic,Sigma,Boxer,Humans,Coffee,None,Whiskers,None,None,None,None,None,None,Square Glasses,None,None,None,None,21.709998322386937,5455
5455,No,No,Portrait,Day,Natural,Ashen Stone,Beta,DJ,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.614690461004,5456
5456,No,No,Portrait,Simple 1,Augmented,Deep Amethyst,Theta,Ancient Prince,Humans,Coffee,Heart,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,34.27735908938111,5457
5457,No,No,Portrait,Day,Natural,Prussian Steel,Beta,Spinosaurus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7357815452061333,5458
5458,No,No,Portrait,Day,Natural,Orchid Mauve,Lambda,Squid,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8802127744381845,5459
5459,No,No,Portrait,Day,Augmented,Golden Bronze,Omicron,Lance Defender,Humans,Fast Food,None,Spikes,None,None,None,None,None,None,Monocle,None,None,None,None,22.418210379118577,5460
5460,No,No,Portrait,Day,Natural,Cedar Caramel,Omicron,Medic,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.550055677186543,5461
5461,No,No,Portrait,Day,Augmented,Concord Grape,Beta,Dark Spirit,Posthumans,None,None,None,Smartphone,Fire,Repair Drone,None,None,None,None,None,None,None,None,26.910091276064918,5462
5462,No,No,Portrait,Day,Augmented,Verdant Teal,Upsilon,Dragon,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Monkey,Love,None,None,22.80867723338897,5463
5463,No,No,Portrait,Day,Augmented,Scarlet Ruby,Zeta,Boxer,Humans,Toy Cars,Toast,Scar,None,None,None,None,None,None,None,None,None,None,None,22.2889136918886,5464
5464,No,No,Portrait,Day,Natural,Marmalade Apricot,Kappa,Rapier Mercenary,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7537599267279524,5465
5465,No,No,Capsule,N/A,Augmented,Dark Cerulean,Kappa,DJ,Posthumans,None,None,None,Tablet,Ice,Checkered Rift,None,None,None,None,None,None,None,None,52.39616356437892,5466
5466,No,No,Portrait,Day,Natural,Electric Fuschia,Beta,Axolotl,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6518723671615073,5467
5467,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Technician,Posthumans,None,None,None,Laser Sword,Ice,Houndstooth Rift,None,None,None,None,None,None,None,None,26.28566836933961,5468
5468,No,No,Portrait,Day,Augmented,Prussian Steel,Gamma,Liquidator,Posthumans,None,None,None,Android Tail,Vitality,Houndstooth Rift,None,None,None,None,None,None,None,None,26.75740594463128,5469
5469,No,No,Portrait,Day,Augmented,Verdant Teal,Psi,Megalodon,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Monkey,Exasperation,None,None,22.821061826882026,5470
5470,No,No,Portrait,Day,Augmented,Metallic Charcoal,Theta,Tennis Player,Humans,Toy Cars,None,Blue Hearts,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.426479209100044,5471
5471,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Rabbit,Demihumans,None,None,None,None,None,None,None,None,None,None,Monkey,Dazzled,Feather Tiara,Ancient Fossil,39.77169330588455,5472
5472,No,No,Portrait,Day,Augmented,Hunter Green,Tau,Megalodon,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Dragon,None,Crescent,None,22.532225941220652,5473
5473,No,No,Portrait,Day,Augmented,Polychromatic,Sigma,Evil Clown,Posthumans,None,None,None,Battery,Lightning,Houndstooth Rift,None,None,None,None,None,None,None,None,26.222417704697893,5474
5474,No,No,Portrait,Day,Augmented,Bumblebee Canary,Kappa,Axe Warden,Humans,Toy Cars,Bubble Gum,None,None,None,None,None,None,None,Shades,None,None,None,None,22.133471398990395,5475
5475,No,No,Portrait,Day,Augmented,Mossy Seaweed,Mu,Spider,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Goat,Exasperation,None,None,22.79905676119043,5476
5476,No,No,Portrait,Day,Natural,Mint Pistachio,Iota,Earth Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5239206701973536,5477
5477,No,No,Portrait,Day,Augmented,Glacier Blue,Upsilon,Kimono Model,Humans,Game Controller,None,Dots,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.4470752351731,5478
5478,No,No,Portrait,Day,Augmented,Coral Peach,Sigma,Komainu,Yokai,Eyeball,None,None,None,None,None,Shellfish,Duiker,None,None,None,None,None,None,28.649685560162357,5479
5479,No,No,Portrait,Day,Augmented,Smoked Amber,Phi,Lion,Demihumans,None,None,None,None,None,None,None,None,None,None,Pig,Anger,Crescent,None,27.166300964216433,5480
5480,No,No,Portrait,Day,Augmented,Chartreuse Sage,Phi,Shiro Ukari,Yokai,Daruma,None,None,None,None,None,Flame Eyes,Bull,None,None,None,None,None,None,28.652427247634026,5481
5481,No,No,Portrait,Day,Augmented,Hidden Ruby,Upsilon,Terrorbird,Demihumans,None,None,None,None,None,None,None,None,None,None,Snake,Exasperation,Turquoise,None,27.237827611809134,5482
5482,No,No,Portrait,Day,Augmented,Orchid Mauve,Xi,DJ,Posthumans,None,None,None,Tablet,Ice,Hexagonal Rift,None,None,None,None,None,None,None,None,26.916948314354578,5483
5483,No,No,Portrait,Day,Natural,Polychromatic,Omega,Tonfa Guard,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.00548846090791325,5484
5484,No,No,Portrait,Day,Natural,Coral Peach,Omicron,Angler Fish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9324764554373706,5485
5485,No,No,Portrait,Day,Augmented,Ultra Violet,Iota,Terrorbird,Demihumans,None,None,None,None,None,None,None,None,None,None,Rabbit,Love,Feather Tiara,None,27.070051515544495,5486
5486,No,No,Portrait,Day,Natural,Dark Cerulean,Lambda,Kappa,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.2652737905082656,5487
5487,No,No,Portrait,Day,Augmented,Deep Amethyst,Kappa,Megalodon,Demihumans,None,None,None,None,None,None,None,None,None,None,Rabbit,Exasperation,Feather Tiara,None,27.12369395295895,5488
5488,No,No,Portrait,Day,Augmented,Midnight Plum,Omega,Bull,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Pig,Love,None,None,22.779802329777457,5489
5489,No,No,Portrait,Day,Augmented,Concord Grape,Gamma,Bumblebee,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Pig,Exasperation,None,None,22.77155676065254,5490
5490,No,No,Portrait,Day,Augmented,Clay Walnut,Kappa,Ancient Maid,Humans,Fast Food,None,Tear Drops,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.3136786130834,5491
5491,No,No,Portrait,Day,Augmented,Royal Purple,Phi,Autumn Student,Humans,Book,Popsicle,Tear Drops,None,None,None,None,None,None,None,None,None,None,Halo,35.58501184128237,5492
5492,No,No,Capsule,N/A,Natural,Imperial Eggplant,Rho,Ape,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.261018276396197,5493
5493,No,No,Portrait,Day,Augmented,Mint Pistachio,Mu,Ice Spirit,Posthumans,None,None,None,Laser Sword,Lightning,Claw Rift,None,None,None,None,None,None,None,None,26.93211574811278,5494
5494,No,No,Capsule,N/A,Natural,Imperial Eggplant,Sigma,Ox,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.261018827487742,5495
5495,No,No,Portrait,Day,Augmented,Concord Grape,Gamma,Terrorbird,Demihumans,None,None,None,None,None,None,None,None,None,None,Dragon,Anger,Emerald,None,27.13056544113492,5496
5496,No,No,Portrait,Day,Augmented,Prussian Steel,Gamma,Liquidator,Posthumans,None,None,None,Laser Sword,Water,Houndstooth Rift,None,None,None,None,None,None,None,None,26.819306890296517,5497
5497,No,No,Portrait,Day,Augmented,Slate Gray,Lambda,House Cat,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Rooster,Dazzled,None,None,22.81144259334361,5498
5498,No,No,Portrait,Day,Augmented,Orchid Mauve,Mu,Autumn Student,Humans,Toy Cars,None,Blue Hearts,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.44436327993512,5499
5499,No,No,Portrait,Day,Natural,Ashen Stone,Beta,Bear,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8994599093307396,5500
5500,No,No,Portrait,Day,Augmented,Cedar Caramel,Tau,Swimmer,Humans,Potion Flask,Heart,Tear Drops,None,None,None,None,None,None,None,None,None,None,None,22.222905655588967,5501
5501,No,No,Portrait,Day,Augmented,Hidden Ruby,Rho,Tortoise,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Rat,None,Turquoise,None,22.724767921916403,5502
5502,No,No,Portrait,Simple 1,Augmented,Magenta Blush,Lambda,Tonfa Guard,Humans,Game Controller,Star,None,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,34.34886206122832,5503
5503,No,No,Portrait,Day,Augmented,Slate Gray,Tau,Octopus,Demihumans,None,None,None,None,None,None,None,None,None,None,Goat,Anger,Crescent,None,27.12368115302379,5504
5504,No,No,Portrait,Day,Augmented,Rich Navy,Gamma,Tyrannosaurus Rex,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Ox,None,Emerald,None,22.610630134880097,5505
5505,No,No,Capsule,N/A,Natural,Polychromatic,Omega,Ethereum Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.384734696793537,5506
5506,No,No,Portrait,Day,Augmented,Aegean Sea,Epsilon,Wanyudo,Yokai,Cucumber,None,None,None,None,None,None,Goat,Axe,None,None,None,None,None,28.219170598875927,5507
5507,No,No,Portrait,Day,Natural,Ultra Violet,Delta,Hammerhead Shark,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.837572317283933,5508
5508,No,No,Portrait,Day,Natural,Brilliant Byzantine,Omicron,Rat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9008418338668601,5509
5509,No,No,Portrait,Day,Natural,Sweet Lime,Sigma,Oni,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.409696485017139,5510
5510,No,No,Portrait,Day,Augmented,Rich Navy,Epsilon,Ox,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Dog,None,Turquoise,None,22.587237364624674,5511
5511,No,No,Portrait,Day,Augmented,Orchid Mauve,Zeta,Evil Clown,Posthumans,None,None,None,Android Tail,Holy,Houndstooth Rift,None,None,None,None,None,None,None,None,26.926582823684846,5512
5512,No,No,Portrait,Day,Augmented,Queen Pink,Phi,Spy,Posthumans,None,None,None,Android Tail,Wind,Checkered Rift,None,None,None,None,None,None,None,None,26.915568180728783,5513
5513,No,No,Portrait,Day,Natural,Azure Sky,Iota,Spy,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.528047170420034,5514
5514,No,No,Portrait,Day,Natural,Slate Gray,Mu,Axolotl,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9008423848059555,5515
5515,No,No,Portrait,Day,Augmented,Queen Pink,Sigma,Winter Student,Humans,Potion Flask,None,Spikes,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.482853286795063,5516
5516,No,No,Portrait,Day,Augmented,Marmalade Apricot,Lambda,Wildcat,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Monkey,Exasperation,None,None,22.84582013955186,5517
5517,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Iota,Summer Student,Humans,Bomb,Bandaid,Yellow Hearts,None,None,None,None,None,None,None,None,None,None,None,22.291672447404043,5518
5518,No,No,Portrait,Simple 1,Natural,Shamrock Parakeet,Sigma,Wildcat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.06444179255326,5519
5519,No,No,Portrait,Simple 1,Augmented,Lapis Lazuli,Alpha,Kijo,Yokai,Flame Earring,None,None,None,None,None,None,Minotaur,Tekagi,None,None,None,None,None,40.3624320960499,5520
5520,No,No,Portrait,Day,Natural,Ultra Violet,Zeta,Ethereum Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5294209738108113,5521
5521,No,No,Portrait,Day,Augmented,Great Pearl,Upsilon,Rokurokubi,Yokai,Flowers,None,None,None,None,None,Kunai,None,Axe,None,None,None,None,None,28.481889232184756,5522
5522,No,No,Portrait,Day,Augmented,Mint Pistachio,Kappa,Ox,Demihumans,None,None,None,None,None,None,None,None,None,None,Ox,Proud,Feather Tiara,None,27.046677602596674,5523
5523,No,No,Portrait,Day,Augmented,Celestial Aqua,Xi,Officer,Posthumans,None,None,None,Earbuds,Earth,Pincer Drone,None,None,None,None,None,None,None,None,26.793198452390172,5524
5524,No,No,Portrait,Day,Augmented,Rich Navy,Zeta,Autumn Student,Humans,Coffee,Bubble Gum,Triangles,None,None,None,None,None,None,None,None,None,None,None,22.26829701948805,5525
5525,No,No,Portrait,Day,Augmented,Orchid Mauve,Lambda,Axe Warden,Humans,Game Controller and Disc,Bubble Gum,None,None,None,None,None,None,None,Shades,None,None,None,None,22.12385904909585,5526
5526,No,No,Portrait,Day,Augmented,Polychromatic,Phi,Evil Clown,Posthumans,None,None,None,Earbuds,Lightning,Tentacle Rift,None,None,None,None,None,None,None,None,26.282930120412107,5527
5527,No,No,Portrait,Day,Augmented,Great Pearl,Rho,Phantom Nun,Posthumans,None,None,None,Smartphone,Earth,Checkered Rift,None,None,None,None,None,None,None,None,26.89221312304567,5528
5528,No,No,Portrait,Day,Augmented,Princess Iris,Iota,Bandit,Humans,Coffee,None,Tear Drops,None,None,None,None,None,None,Monocle,None,None,None,None,22.335681887590255,5529
5529,No,No,Portrait,Day,Augmented,Polychromatic,Tau,Ethereum Cyborg,Posthumans,None,None,None,Android Tail,Fire,Houndstooth Rift,None,None,None,None,None,None,None,None,26.177017391278163,5530
5530,No,No,Portrait,Day,Augmented,Raspberry Jam,Rho,Rugby Player,Humans,None,Bubble Gum,Star Scar,None,None,None,None,None,None,Neon Glasses,None,None,None,None,26.28760594786198,5531
5531,No,No,Portrait,Day,Augmented,Lilac Lavender,Tau,Swordfish,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Horse,Love,None,None,22.845819728260842,5532
5532,No,No,Portrait,Day,Natural,Concord Grape,Alpha,Infiltrator,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5541799753908205,5533
5533,No,No,Portrait,Day,Augmented,Dark Cerulean,Kappa,Spider,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Horse,Love,None,None,22.78393915368223,5534
5534,No,No,Portrait,Day,Augmented,Glacier Blue,Omega,Volleyball Player,Humans,Toy Cars,Bubble Gum,Spikes,None,None,None,None,None,None,None,None,None,None,None,22.299903287834354,5535
5535,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Wildcat,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Dragon,None,Turquoise,None,22.371322024207007,5536
5536,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Turtle,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Horse,None,Turquoise,None,21.90239385472639,5537
5537,No,No,Portrait,Day,Natural,Electric Fuschia,Beta,Lazy Boy,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.4731548746059582,5538
5538,No,No,Portrait,Day,Natural,Prussian Steel,Delta,Infiltrator,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.4510109947572762,5539
5539,No,No,Portrait,Day,Augmented,Raspberry Jam,Rho,Dark Spirit,Posthumans,None,None,None,Keyboard and Mouse,Earth,Claw Rift,None,None,None,None,None,None,None,None,27.004975043162222,5540
5540,No,No,Portrait,Day,Natural,Shamrock Parakeet,Tau,Bull,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8829640964683351,5541
5541,No,No,Portrait,Day,Augmented,Stormy Fossil,Epsilon,Ice Spirit,Posthumans,None,None,None,Laser Sword,Plasma,Ethereum,None,None,None,None,None,None,None,None,26.949976558304744,5542
5542,No,No,Portrait,Day,Natural,Regal Cobalt,Omicron,Liquidator,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.482652913397037,5543
5543,No,No,Portrait,Day,Natural,Pesto Guacamole,Xi,Horse,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9118483602816977,5544
5544,No,No,Portrait,Day,Augmented,Metallic Charcoal,Epsilon,Mermaid,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Rabbit,Exasperation,None,None,22.771545337744964,5545
5545,No,No,Portrait,Day,Natural,Butterscotch Sepia,Zeta,Water Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.585816247949166,5546
5546,No,No,Portrait,Day,Natural,Polychromatic,Omega,Wildcat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.18420967130378027,5547
5547,No,No,Portrait,Day,Augmented,Scarlet Ruby,Theta,Boxer,Humans,Game Controller and Disc,Heart,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.149985662321043,5548
5548,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Hacker,Posthumans,None,None,None,Smartphone,Water,Houndstooth Rift,None,None,None,None,None,None,None,None,26.729925079904376,5549
5549,No,No,Capsule,N/A,Augmented,Polychromatic,Omega,Swimmer,Humans,None,Donut,Spikes,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,51.08769718385938,5550
5550,No,No,Portrait,Simple 1,Augmented,Polychromatic,Omega,Dragon,Demihumans,None,None,None,None,None,None,None,None,None,None,Monkey,Exasperation,Moon Band,None,38.59337410461551,5551
5551,No,No,Portrait,Day,Natural,Ultra Violet,Gamma,Medic,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5528056213353654,5552
5552,No,No,Portrait,Simple 1,Augmented,Imperial Eggplant,Phi,Kunoichi,Humans,Game Controller and Disc,Toast,None,None,None,None,None,None,None,Shades,None,None,None,None,34.18384485473032,5553
5553,No,No,Portrait,Day,Augmented,Midnight Plum,Omega,Rapier Mercenary,Humans,Fast Food,Popsicle,Dots,None,None,None,None,None,None,None,None,None,None,None,22.218764152467504,5554
5554,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Baseball Player,Humans,Mask,Star,None,None,None,None,None,None,None,Square Glasses,None,None,None,None,21.421118256191086,5555
5555,No,No,Portrait,Day,Augmented,Stormy Fossil,Gamma,Ancient Prince,Humans,Toy Cars,Heart,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.240779403412755,5556
5556,No,No,Portrait,Day,Natural,Stormy Fossil,Beta,Hammerhead Shark,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8733341261273554,5557
5557,No,No,Portrait,Day,Augmented,Dark Cerulean,Zeta,Pirate,Humans,Mask,Leaf,None,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.10596410431038,5558
5558,No,No,Portrait,Day,Augmented,Great Pearl,Phi,Spirit Detective,Posthumans,None,None,None,Earbuds,Ice,Claw Rift,None,None,None,None,None,None,None,None,26.947234871564856,5559
5559,No,No,Portrait,Day,Augmented,Shamrock Parakeet,Mu,Cyber Samurai,Posthumans,None,None,None,Smartphone,Fire,Houndstooth Rift,None,None,None,None,None,None,None,None,26.95134650506087,5560
5560,No,No,Portrait,Day,Augmented,Brilliant Byzantine,Lambda,Dark Spirit,Posthumans,None,None,None,Battery,Energy,Checkered Rift,None,None,None,None,None,None,None,None,26.896329851287625,5561
5561,No,No,Portrait,Day,Augmented,Imperial Eggplant,Rho,Evil Clown,Posthumans,None,None,None,Laptop,Lightning,Recon Drone,None,None,None,None,None,None,None,None,26.82619723858524,5562
5562,No,No,Portrait,Day,Natural,Hunter Green,Omicron,Ancient Captain,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6822369945363062,5563
5563,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Swimmer,Humans,Toy Cars,Popsicle,None,None,None,None,None,None,None,Monocle,None,None,None,None,21.888679643529983,5564
5564,No,No,Portrait,Day,Augmented,Dark Cerulean,Epsilon,Broadsword Vanguard,Humans,Mask,Bandaid,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.216018473835575,5565
5565,No,No,Portrait,Day,Augmented,Incredible Indigo,Phi,Yuki-Onna,Yokai,Talisman,None,None,None,None,None,None,Rhino,Uchiwa,None,None,None,None,None,28.19579434606058,5566
5566,No,No,Portrait,Day,Augmented,Raven Onyx,Sigma,Kunoichi,Humans,Book,Star,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.16234244956518,5567
5567,No,No,Portrait,Day,Augmented,Crimson Carmine,Gamma,Winter Student,Humans,Toy Cars,Popsicle,Triangles,None,None,None,None,None,None,None,None,None,None,None,22.298533752735135,5568
5568,No,No,Portrait,Day,Augmented,Mint Pistachio,Mu,Fire Spirit,Posthumans,None,None,None,Laptop,Holy,Pincer Drone,None,None,None,None,None,None,None,None,26.88947074785297,5569
5569,No,No,Portrait,Day,Natural,Brilliant Byzantine,Lambda,Dark Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6078286090330192,5570
5570,No,No,Portrait,Day,Natural,Prussian Steel,Epsilon,Nightmare,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.4510119595181328,5571
5571,No,No,Portrait,Day,Natural,Azure Sky,Iota,Dragon,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8128131771230291,5572
5572,No,No,Portrait,Day,Augmented,Vintage Mahogany,Delta,Spear Warrior,Humans,Game Controller and Disc,Toast,Blue Hearts,None,None,None,None,None,None,None,None,None,None,None,22.290292037348237,5573
5573,No,No,Portrait,Day,Augmented,Concord Grape,Zeta,Ibaraki-Doji,Yokai,Bell,None,None,None,None,None,Shellfish,None,Tekagi,None,None,None,None,None,28.476396774536756,5574
5574,No,No,Portrait,Day,Augmented,Princess Iris,Iota,Boxer,Humans,None,Heart,Blue Hearts,None,None,None,None,None,None,Neon Glasses,None,None,None,None,26.253219179819336,5575
5575,No,No,Portrait,Day,Augmented,Mint Pistachio,Iota,Yuki-Onna,Yokai,Cucumber,None,None,None,None,None,Bat,Stag,None,None,None,None,None,Sushi,41.95894122684549,5576
5576,No,No,Portrait,Day,Augmented,Lilac Lavender,Rho,Angler Fish,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Ox,Love,None,None,22.826554972342528,5577
5577,No,No,Portrait,Day,Augmented,Hunter Green,Xi,Ancient Captain,Humans,Mask,None,Spikes,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.356316041642906,5578
5578,No,Yes,Portrait,Night,Augmented,Candy Rose,Gamma,Swimmer,Humans,Fast Food,Toast,Scar,None,None,None,None,None,None,None,None,None,None,Halo,61.538318933631174,5579
5579,No,No,Portrait,Day,Natural,Verdant Teal,Tau,Goat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8898364113121181,5580
5580,No,No,Portrait,Day,Natural,Royal Purple,Tau,Axe Warden,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7592607797254722,5581
5581,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Winter Student,Humans,Breakfast,None,Diamond and Star,None,None,None,None,None,None,Square Glasses,None,None,None,Halo,35.02538777330392,5582
5582,No,No,Portrait,Day,Augmented,Orchid Mauve,Mu,Wanyudo,Yokai,Talisman,None,None,None,None,None,Bat,None,Masakari,None,None,None,None,None,28.536895148698076,5583
5583,No,No,Portrait,Day,Augmented,Cedar Caramel,Upsilon,Bandit,Humans,Breakfast,None,Dots,None,None,None,None,None,None,Heart Eyepatch,None,None,None,Halo,35.689564112502914,5584
5584,No,No,Portrait,Simple 1,Augmented,King Turquoise,Lambda,Hacker,Posthumans,None,None,None,Laptop,Forest,Spirit Eyes,None,None,None,None,None,None,None,None,39.03983701101199,5585
5585,No,No,Portrait,Day,Natural,Polychromatic,Omega,Sentinel,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8994143405175568,5586
5586,No,No,Portrait,Day,Natural,Glacier Blue,Omega,Tennis Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7620126512616483,5587
5587,No,No,Portrait,Day,Augmented,Regal Cobalt,Zeta,Cat Cosplayer,Humans,Coffee,Popsicle,Whiskers,None,None,None,None,None,None,None,None,None,None,None,22.10600773814399,5588
5588,No,No,Portrait,Day,Natural,Hunter Green,Mu,Football Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6822363065408583,5589
5589,No,No,Portrait,Day,Augmented,Golden Bronze,Xi,Spy,Posthumans,None,None,None,Smartphone,Wind,Checkered Rift,None,None,None,None,None,None,None,None,26.910091275699028,5590
5590,No,No,Portrait,Day,Augmented,Queen Pink,Psi,Volleyball Player,Humans,Mask,None,Scar,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.412696588855127,5591
5591,No,No,Portrait,Day,Augmented,Electric Fuschia,Alpha,Boxer,Humans,Breakfast,Toast,None,None,None,None,None,None,None,Monocle,None,None,None,None,21.885934239894993,5592
5592,No,No,Portrait,Day,Natural,Forest Shamrock,Rho,Officer,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5486789827147356,5593
5593,No,No,Portrait,Day,Augmented,Atomic Acid,Epsilon,Bear,Demihumans,None,None,None,None,None,None,None,None,None,None,Horse,Anger,Gold,None,27.191074692539637,5594
5594,No,No,Portrait,Day,Augmented,Ashen Stone,Alpha,Jellyfish,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Goat,None,Turquoise,None,22.59548981547254,5595
5595,No,No,Portrait,Day,Augmented,Hunter Green,Upsilon,Kijo,Yokai,Bell,None,None,None,None,None,None,Antelope,Katana,None,None,None,None,None,28.190289499463532,5596
