,Background,Offhand,Mouth,Eyes,Clothing,Hair,Type,Ear,Neck,Headgear,Face,Special,Rarity score,Token Id
5608,Off White A,Sakura Katana,Growl,Fire,Fur Hoodie,Silver Short Spiky,Human,None,None,None,None,None,10.642600241578961,5608
5609,Cool Gray,Skateboard,Scroll,White,Frog T-Shirt,Maroon Short Spiky,Human,None,None,None,Red Fang Face Paint,None,28.844311173279554,5609
5610,Off White D,Kanabo,Relaxed,Suspicious,Blue Kimono,Brown Disheveled,Human,None,Chill Headphones,None,None,None,25.298361182804623,5610
5611,Red,None,Closed,Red,Hoodie with Bag,Silver Bun,Human,None,None,None,None,Earth,25.77079684257257,5611
5612,Off White A,Katana,420,Closed,Bloody Bomber,Silver Dreadlocks,Human,None,None,None,Ji Eyeband,None,22.680384699294763,5612
5613,Off White D,Shinai,Laughing,Closed,Black Bomber,Maroon Bun,Human,Dragon,Chill Headphones,None,Black Glasses,None,55.9280481912558,5613
5614,Off White B,Lantern,Frown,Striking,Red Panda T-Shirt,Blue Bun,Human,None,None,None,Red Fang Face Paint,None,24.566452977157248,5614
5615,Off White C,Shuriken,Lipstick,Concerned,Fur Hoodie,Magenta Pigtails,Red,None,None,None,Bandaid,None,43.33157237242303,5615
5616,Dark Blue,Bokken,Pout,Bored,Hawaiian Shirt,Silver Spiky,Blue,None,None,None,None,None,32.51056397471293,5616
5617,Off White B,None,Closed,White,Black Yukata,Orange Short Spiky,Human,None,Tribal Tattoo,None,Black Glasses,None,34.40084218741579,5617
5618,Off White B,None,Relaxed,Determined,White Layered Yukata,Indigo Swept Back,Human,None,None,None,None,None,2.2687245338842055,5618
5619,Off White D,None,Wheat Straw,Focused,Black Yukata,Teal Long,Human,Chill,None,None,None,None,21.372213239564932,5619
5620,Off White C,Zanbato,Toothpick,Ruby,Hoodie,Teal Hairband,Human,None,Choker,Purple Kanzashi,None,None,40.61933673718573,5620
5621,Off White C,None,Bubble Gum,Concerned,Vest,Silver Ponytail,Blue,None,None,None,None,None,22.63173421398827,5621
5622,Red,None,Smoking,Calm,Blue Floral Kimono,Blonde Hairband,Human,None,None,None,None,None,5.568646231557457,5622
5623,Off White B,Zanbato,Relaxed,Relaxed,Frog T-Shirt,Silver Flowy,Human,None,Koi Tattoo,None,None,None,26.10291266365174,5623
5624,Off White B,Lantern,Toothpick,Curious,Bumblebee Jacket,Brown Messy,Human,Ear Cuffs,None,Pointy Straw Hat,Clear Glasses,None,56.831536595071995,5624
5625,Red,Bean Juice,Closed,Bored,Black Yukata,Blue Half Bun,Human,None,None,None,None,None,11.011898683261656,5625
5626,Off White C,None,Closed,Relaxed,Bloody Bomber,Silver Bun,Blue,Wireless Earbuds,None,Purple Kanzashi,Round Blue Sunglasses,None,67.7104710526965,5626
5627,Off White B,Water Orb,Smirk,Closed,Blue Qipao,Water,Red,Red Bean,Tribal Tattoo,None,Seer Eyeband,Water,96.31901246716792,5627
5628,Dark Purple,None,Pout,Closed,Alpine Jacket,Brown Long,Human,None,Tribal Tattoo,Frog Headband,Eye Patch,None,49.37828928031321,5628
5629,Red,Zanbato,Frown,Fire,Red Qipao with Fur,Maroon Ponytail,Red,None,None,None,None,Fire,52.12550521364232,5629
5630,Off White D,None,Grass,Closed,White Layered Yukata,Indigo Messy,Human,None,Chill Headphones,Broken Straw Hat,Seer Eyeband,None,45.815263395456185,5630
5631,Off White C,Katana,Closed,Relaxed,Cat Kigurumi,Green Flowy,Human,None,None,None,None,None,8.987161068690543,5631
5632,Off White A,Monkey King Staff,Relaxed,Ruby,Tank Top with Jacket,Brown Flowy,Human,None,None,Yellow Kanzashi,None,None,23.577294159591077,5632
5633,Off White D,Umbrella,Wheat Straw,Daydreaming,Light Armor,Maroon Bob,Human,None,None,Frog Mask,None,None,24.267551906471123,5633
5634,Off White D,Katana,Tongue Out,Relaxed,Hawaiian Shirt,Blue Bob,Human,None,None,None,None,None,10.158917690215576,5634
5635,Off White D,None,Smirk,Curious,Brown Yukata,Green Spiky,Human,None,None,Cowboy Hat,Red Fang Face Paint,None,31.26638900948839,5635
5636,Off White B,Sake,Growl,Indifferent,Fur Hoodie,Gray Samurai,Red,Sakura,None,None,None,None,47.448317625072725,5636
5637,Off White D,None,Relaxed,Amethyst,Hoodie with Bag,Silver Half Bun,Human,None,None,None,Eye Scar,None,16.960398711159037,5637
5638,Off White A,None,Growl,Closed,Azuki Track Jacket,Indigo Swept Back,Human,None,None,Ayaigasa,None,None,15.415054120510824,5638
5639,Off White D,Floorsweeper,Grass,Closed,Black Yukata,Orange Short Spiky,Human,Yin Yang,Chill Headphones,None,Red Stripes Face Paint,None,55.396130936086216,5639
5640,Off White D,Bat,Chuckle,Closed,White Hoodie,Blue Half Bun,Human,None,None,None,Sleep Mask,None,21.576768998265273,5640
5641,Off White C,Bean Juice,Stubble,Pierced Eyebrow,Azuki Tech Jacket,Brown Messy,Human,None,None,Frog Mask,Blue Sunglasses,Smoke,59.85351392021,5641
5642,Off White C,Coin,Closed,Determined,Maroon Yukata,Magenta Long,Human,None,None,Beret,None,None,22.042876336706733,5642
5643,Off White D,None,Lipstick,Daydreaming,Red Panda Hoodie,Blue Pink Ombre Flowy,Human,None,None,None,Red Fang Face Paint,None,18.123316600021035,5643
5644,Off White D,Floorsweeper,Smirk,Relaxed,Blue Qipao,Pink Flowy,Human,None,None,Yellow Kanzashi,None,None,23.267326263610613,5644
5645,Off White D,None,Scroll,Closed,Red Kimono,Blonde Long,Human,None,Chain,Ayaigasa,None,None,32.16979058645945,5645
5646,Dark Blue,None,Smoking,Determined,White Qipao with Fur,Black Blonde Half Bun,Human,None,None,None,None,None,6.215019276954843,5646
5647,Cool Gray,Guitar,Smirk,Careless,Kung Fu Shirt,Green Teal Long,Human,None,None,Beret,None,Fireflies,47.483679100062574,5647
5648,Off White C,Coin,Growl,Focused,Azuki Track Jacket,Orange Short Spiky,Human,None,Tribal Tattoo,None,Round Purple Sunglasses,None,41.241400366987534,5648
5649,Off White B,Golden Shuriken,Relaxed,Chill,Kimono with Jacket,Blonde Swept Back,Human,None,None,None,None,None,10.013830115559413,5649
5650,Red,None,Closed,White,Vegan Mink Coat,Silver Flowy,Red,None,None,None,None,None,24.203499120386937,5650
5651,Off White D,Katana,Bubble Gum,Careless,Azuki Track Jacket,Teal Long,Human,None,None,None,Black Glasses,None,24.205961819955295,5651
5652,Red,Bokken,Smile,Concerned,Azuki Track Jacket,Teal Bob,Human,None,None,None,None,None,12.390298442148916,5652
5653,Off White A,None,Laughing,Joyful,Frog T-Shirt,Teal Bangs,Human,None,Sneakers,Yellow Kanzashi,None,None,34.80971492447917,5653
5654,Red,Zanbato,Stubble,Careless,Sloth Yukata,Blonde Swept Back,Human,Stud,None,None,None,None,30.67517550863701,5654
5655,Off White B,None,Gaiter,Joyful,Red Panda T-Shirt,Green Ombre Flowy,Human,None,None,None,None,None,4.935495773539635,5655
5656,Off White D,Sakura Katana,Wheat Straw,Pensive,Maroon Yukata,Indigo Long,Human,Chill,None,None,None,None,27.333845257241656,5656
5657,Off White D,Sake,Grin,Determined,Blue Floral Kimono,Black Pigtails,Human,None,None,None,None,None,9.327915104801916,5657
5658,Red,Banner,Toothpick,Suspicious,White T-Shirt,Orange Short Spiky,Human,None,None,None,None,None,11.838518955748725,5658
5659,Off White B,Sakura Katana,Not Bad,Focused,Black Kimono,Blue Samurai,Human,None,None,None,None,None,10.1105572154883,5659
5660,Off White D,Hand Wrap,Long Stubble,Careless,White Layered Yukata,Brown Long,Human,None,None,None,Round Purple Sunglasses,None,25.485367896712948,5660
5661,Dark Blue,Banner,Chewing,Striking,Black Bomber,Pink Pixie,Human,None,None,None,Clear Glasses,None,27.501162111711974,5661
5662,Off White B,None,Meh,Closed,Kimono with Jacket,Green Half Bun,Human,None,None,None,Eye Patch,None,16.004076900524574,5662
5663,Dark Purple,Leather Katana,Not Bad,Curious,White T-Shirt,Brown Samurai,Human,None,Beads,None,Red Stripes Face Paint,None,43.73403167908207,5663
5664,Off White D,Monkey King Staff,Pout,Tired,Cat T-Shirt,Silver Swept Back,Human,None,Tribal Tattoo,None,None,None,26.892117689916855,5664
5665,Dark Blue,Fishing Rod,Chewing,Striking,Cat Hoodie,Silver Hairband,Human,None,None,Yellow Kanzashi,None,None,27.635314781298298,5665
5666,Dark Purple,Fan,Closed,Indifferent,Maroon Yukata,Orange Short Spiky,Human,None,None,None,None,None,12.22982945547561,5666
5667,Off White D,Guitar,Wheat Straw,Hopeful,Blue Bomber,Purple Pigtails,Human,None,None,None,None,None,10.365577100384584,5667
5668,Off White D,Bat,Closed,Daydreaming,Red Panda Kimono,Green Ombre Bangs,Human,None,None,None,Black Glasses,None,23.454134873222095,5668
5669,Off White B,None,Frown,Joyful,Black Bomber,Violet Flowy,Human,Chiyogami,Towel,None,Round Blue Sunglasses,None,52.73660269544198,5669
5670,Off White C,Shuriken,Tongue Out,Relaxed,Black Tech Jacket,Blue Hairband,Human,None,None,None,None,None,10.886601673925309,5670
5671,Off White B,Coin,Grin,Ruby,Light Kimono,Blonde Flowy,Human,None,None,Sandogasa,Blue Sunglasses,None,38.74228989097103,5671
5672,Off White B,Boombox,Stubble,Red,White Yukata,Blue Spiky,Human,None,None,None,None,None,11.724205432989326,5672
5673,Off White B,Monk Staff,Whistling,Pensive,Red Kimono,Silver Swept Back,Blue,Chiyogami,Chain,None,None,None,64.40499561301569,5673
5674,Off White C,Sake,Relaxed,Hopeful,Black Qipao,Black Pigtails,Human,None,None,None,None,None,9.283955638753188,5674
5675,Off White D,None,Relaxed,Ruby,Turquoise Kimono with Bow,Silver Bangs,Blue,None,None,Sloth Headband,None,None,35.54155102712645,5675
5676,Off White B,Hook Sword,Stubble,Curious,Blue Kimono,Maroon Disheveled,Human,Chill,Chill Headphones,Red Panda Beanie,None,None,59.418377612429154,5676
5677,Off White B,Fishing Rod,Wheat Straw,Calm,Light Armor,Powder Blue Pigtails,Human,None,None,None,None,None,10.721716067816208,5677
5678,Off White C,Katana,Bubble Gum,Amethyst,Cat Kimono,Brown Flowy,Human,None,None,Cat Beanie,None,None,24.221386990665792,5678
5679,Off White A,Sake,Growl,Bored,Green Yukata,Magenta Messy,Human,None,Chill Headphones,None,None,None,26.66346337669022,5679
5680,Off White A,Katana,Not Bad,Closed,Tank Top,Braids,Human,Red Panda,None,Red Panda Headband,Bandaid,None,53.85553624226844,5680
5681,Off White A,None,Not Bad,Focused,Black Yukata,Orange Swept Back,Human,None,None,Straw Hat,None,None,17.87711675081614,5681
5682,Off White A,None,Pout,Pierced Eyebrow,Green Yukata,Magenta Messy,Human,Wu,Sloth Headphones,None,Eye Scar,None,53.05753494896358,5682
5683,Off White A,Sake,Smirk,Calm,White Qipao with Fur,Blonde Hairband,Human,None,None,Red Panda Baseball Cap,Reading Glasses,None,38.621411907574185,5683
5684,Off White B,Guitar,Smirk,Bored,Light Kimono,Long Dreadlocks,Human,None,None,None,None,None,9.750017680955892,5684
5685,Off White C,Fan,Grin,Closed,Red Floral Kimono,Blue Nightshade Half Bun,Human,None,Tribal Tattoo,None,None,None,24.16417767723813,5685
5686,Off White D,Golden Zanbato,Gaiter,Suspicious,Hoodie with Bag,Silver Disheveled,Human,None,None,None,Red Fang Face Paint,None,25.599669549026643,5686
5687,Off White D,Hand Seal,Lipstick,Determined,Tank Top,Pink Flowy,Human,None,None,None,None,None,9.413656295598978,5687
5688,Off White B,Sakura Katana,Chewing,Striking,Denim Jacket,Blonde Bun,Human,None,None,IKZ Baseball Cap,Reading Glasses,None,38.43234244622272,5688
5689,Off White B,Boombox,Growl,Bored,Green Yukata,Blue Spiky,Human,None,None,None,None,None,10.587604071635798,5689
5690,Off White B,Hand Wrap,Toothpick,Concerned,Bandage Top,Dreadlocks,Human,Ear Cuffs,Tribal Tattoo,Chef Headband,Eye Patch,None,73.80950932517078,5690
5691,Off White A,Bat,Chewing,Relaxed,Red Ninja Top,Teal Hairband,Human,None,None,None,Lipstick Kiss,None,24.93358796844226,5691
5692,Dark Purple,None,Smirk,Bored,Red Perfecto Jacket,Orange Short Spiky,Human,None,None,Chef Headband,None,None,20.308510659939632,5692
5693,Off White D,Golden Hook Sword,Wheat Straw,Careless,Maroon Yukata,Silver Short Spiky,Human,None,None,None,None,None,10.398564510822172,5693
5694,Off White A,Guitar,Tongue Out,Hopeful,Tank Top with Jacket,Maroon Half Bun,Human,None,Zen Headphones,None,None,None,27.630696110345347,5694
5695,Off White B,Leather Katana,Chewing,Hopeful,Blue Qipao,Maroon Ponytail,Human,Ear Cuffs,None,None,None,None,27.947155246724076,5695
5696,Off White A,Fishing Rod,Bubble Gum,Curious,Green Yukata,Black Disheveled,Human,None,None,None,None,None,10.644788099942728,5696
5697,Off White D,Banner,Closed,Closed,Suit with Turtleneck,Brown Half Bun,Human,None,None,None,Eye Patch,None,20.47762619961505,5697
5698,Dark Purple,None,Stubble,Determined,Blue Kimono,Green Samurai,Human,None,None,None,None,Butterfly,26.992979319927414,5698
5699,Off White D,None,Closed,Chill,White Yukata,Brown Disheveled,Human,None,Chill Headphones,Cat Mask,None,None,32.833577890096244,5699
5700,Cool Gray,Zanbato,420,Chill,Bloody Bomber,Blonde Swept Back,Human,None,None,Frog Headband,None,None,27.756203975579485,5700
5701,Off White D,Golden Guitar,Meh,Careless,Fur Hoodie,Black Pink Long,Human,None,None,Chef Headband,None,Smoke,44.975711438789126,5701
5702,Cool Gray,Golden Bean,Smirk,Tired,Suit with Turtleneck,Brown Long,Human,None,None,None,Black Glasses,Fireflies,47.86830047937155,5702
5703,Off White B,Zanbato,Smirk,Focused,White Yukata,Teal Long,Human,None,None,None,None,None,9.631315904680399,5703
5704,Cool Gray,Monkey King Staff,420,Joyful,Vest,Blue Bun,Human,Blue Fan,None,Red Panda Baseball Cap,None,Fireflies,66.2865162248598,5704
5705,Off White B,Shinai,Relaxed,Hopeful,Frog Kimono,Brown Flowy,Human,None,None,None,None,None,9.870920728708974,5705
5706,Off White B,Bat,Frown,Hopeful,Turquoise Kimono,Dreadlocks,Human,None,None,None,Reading Glasses,None,24.62799930980971,5706
5707,Off White C,Sake,Tactical Knife,Suspicious,White Yukata,Brown Disheveled,Human,None,Beads,None,None,None,27.3713227189954,5707
5708,Red,None,Laughing,Hopeful,Sloth Hoodie,Magenta Flowy,Red,None,None,None,None,None,24.750856715690432,5708
5709,Off White D,Leather Katana,Smirk,Careless,Rain Jacket,Silver Half Bun,Human,None,None,None,None,None,8.97837621041818,5709
5710,Off White C,None,Closed,Closed,Red Kimono,Brown Spiky,Human,Yin Yang,Chain,None,Eye Patch,None,48.96040393613203,5710
5711,Red,Leather Katana,Chewing,Amethyst,Red Ninja Top,Powder Blue Pigtails,Human,None,Towel,None,None,None,28.272576452423,5711
5712,Off White D,Floorsweeper,Growl,Indifferent,Suit with Turtleneck,Blonde Messy,Human,None,Red Panda Headphones,Fur Bucket Hat,Bandaid,None,55.420536381991234,5712
5713,Off White B,None,Surprised,Concerned,Fur Hoodie,Black Pigtails,Human,None,None,Yellow Kanzashi,None,None,18.65972192679815,5713
5714,Off White C,None,Meh,Closed,Matsuri Happi,Brown Messy,Human,Wireless Earbuds,None,None,None,None,18.969604068043903,5714
5715,Dark Purple,None,Smirk,Amethyst,Blue Bomber,Pink Flowy,Human,None,None,None,None,None,6.177657465936389,5715
5716,Off White C,Skateboard,Lipstick,Closed,Red Floral Kimono,Silver Hairband,Blue,None,None,None,Round Purple Sunglasses,None,41.30277345913302,5716
5717,Off White A,None,Closed,Relaxed,Fur Hoodie,Black Pigtails,Human,None,Tribal Tattoo,Frog Headband,None,None,33.754604812116845,5717
5718,Red,Bokken,Relaxed,Hopeful,Blue Bikini,Indigo Bangs,Human,None,Sneakers,Pointy Straw Hat,None,None,42.35805526860239,5718
5719,Off White A,None,Smoking,Striking,Blue Kimono with Bow,Blue Hairband,Human,None,Beads,None,Blush,None,35.047074724971935,5719
5720,Off White A,Umbrella,Grass,Red,Turquoise Kimono,Brown Flowy,Human,None,None,None,None,None,10.792085959171033,5720
5721,Off White A,Monkey King Staff,Laughing,Concerned,Black Hoodie,Teal Bun,Human,None,None,None,None,None,10.548030435426174,5721
5722,Red,None,Bubble Gum,Concerned,Red Panda T-Shirt,Blue Nightshade Flowy,Human,Small Hoop,None,None,None,None,24.016770984921113,5722
5723,Off White C,None,Grass,Focused,Stitched Samurai Armor,Blonde Short Spiky,Human,None,None,None,Reading Glasses,None,18.376137407082567,5723
5724,Off White B,Katana,420,Determined,Azuki Track Jacket,Blue Hairband,Human,Corded Earbuds,None,None,None,None,27.333840857856632,5724
5725,Red,Floorsweeper,Growl,Determined,Bloody Bomber,Indigo Disheveled,Human,None,None,Sandogasa,None,None,25.375464825936884,5725
5726,Off White C,Sake,Chuckle,Suspicious,Vegan Mink Coat,Gray Samurai,Blue,None,None,None,None,None,29.33634961750596,5726
5727,Off White D,None,Smoking,Meditating,Light Kimono,Silver Disheveled,Red,None,None,None,None,None,22.11292806920472,5727
5728,Off White D,Earth,Relaxed,Lightning,Bandage Top,Water,Blue,None,None,None,None,Fire,49.77365917501288,5728
5729,Off White B,None,Surprised,Daydreaming,Hawaiian Shirt,Black Pigtails,Human,Yellow Fan,None,None,Eye Scar,None,36.959431179254665,5729
5730,Off White A,Hook Sword,Smile,Relaxed,Turquoise Kimono,Purple Dreadlocks,Human,None,None,None,None,None,10.72172244510471,5730
5731,Off White C,None,Toothpick,Bored,Suit with Turtleneck,Magenta Messy,Red,None,None,None,None,None,22.68891824400277,5731
5732,Off White D,Floorsweeper,Smirk,Meditating,Maroon Yukata,Brown Long,Human,None,None,Frog Headband,Clear Glasses,None,37.77072563554163,5732
5733,Off White C,Bat,Relaxed,Tired,Shinto Robe,Blonde Messy,Human,None,Chill Headphones,Horns,None,None,38.96636599539974,5733
5734,Off White D,Banner,Lipstick,Pierced Eyebrow,Turquoise Kimono with Bow,Blonde Bun,Human,None,None,Distressed Beanie,Eye Scar,None,37.85645121431296,5734
5735,Off White B,Lantern,Bubble Gum,Chill,Maroon Yukata,Green Samurai,Human,Wireless Earbuds,None,None,Round Blue Sunglasses,None,42.2568201028773,5735
5736,Off White C,None,Chuckle,Tired,Hoodie with Bag,Brown Messy,Human,Yellow Fan,None,IKZ Baseball Cap,Eye Scar,None,49.452983009179235,5736
5737,Off White B,None,Frown,Joyful,Yellow Bikini,Indigo Ponytail,Human,None,None,None,Blush,None,18.839939690683234,5737
5738,Dark Purple,Kanabo,Lipstick,Relaxed,Red Ninja Top,Green Flowy,Human,Blue Fan,Cat Headphones,Newsboy Cap,Bandaid,None,76.7743050387022,5738
5739,Off White D,Golden Katana,420,Ruby,Light Kimono,Green Half Bun,Human,None,None,Red Panda Baseball Cap,None,None,24.764354574631177,5739
5740,Off White C,Guitar,Smoking,Closed,Rain Jacket,Orange Samurai,Human,None,None,Red Panda Beanie,Eye Patch,None,36.383637993514675,5740
5741,Off White D,None,Not Bad,Chill,Black Blazer,Blue Samurai,Human,Small Hoop,Chain,Chef Headband,None,None,51.92998624618777,5741
5742,Dark Blue,Sakura Katana,Bubble Gum,Careless,Cloud Poncho,Teal Messy,Human,None,None,None,None,Lightning,33.72605513732401,5742
5743,Off White C,Golden Hook Sword,Bubble Gum,Striking,Sloth Hoodie,Powder Blue Pigtails,Human,Corded Earbuds,None,None,Bandaid,None,42.8283587020729,5743
5744,Off White C,Gloves,Smirk,Tired,Alpine Jacket,Black Disheveled,Human,None,Koi Tattoo,None,Kabuki Facepaint,Sakura,61.10615739502132,5744
5745,Off White A,Lantern,Chuckle,Curious,Red Hoodie,Green Samurai,Human,None,None,None,None,None,9.930272825904318,5745
5746,Off White B,Shinai,Grin,Amethyst,Red Ninja Top,Teal Bangs,Human,None,Chill Headphones,None,None,None,26.907464586613294,5746
5747,Off White D,None,Chewing,Ruby,Red Hoodie,Purple Bangs,Human,None,None,Azuki Cap,None,None,17.86610622075978,5747
5748,Off White B,Sakura Katana,Bubble Gum,Closed,Hoodie with Bag,Maroon Short Spiky,Human,None,None,None,Sleep Mask,None,22.183501775948393,5748
5749,Off White A,Sakura Katana,Chewing,Striking,Sloth Kigurumi,Purple Bun,Human,None,None,None,None,None,10.172111683739152,5749
5750,Dark Purple,None,Grass,Daydreaming,Blue Kimono with Bow,Maroon Bob,Human,Corded Earbuds,Beads,None,None,None,40.957708345015014,5750
5751,Off White B,Shuriken,Grass,Closed,Hoodie with Bag,Blue Half Bun,Human,None,None,None,None,Earth,28.566987042802435,5751
5752,Red,Fan,Grin,Hopeful,Hoodie,Maroon Half Bun,Human,None,Choker,None,Reading Glasses,None,43.435039801154836,5752
5753,Cool Gray,None,Smoking,Ruby,Red Floral Kimono,Black Pigtails,Human,None,None,Black Bucket Hat,None,Fireflies,41.12030606024683,5753
5754,Off White D,Bat,Tongue Out,Ruby,Tank Top with Jacket,Purple Dreadlocks,Human,None,None,Cat Headband,Clear Glasses,None,38.968695223293686,5754
5755,Off White C,Zanbato,Toothpick,Meditating,Black Hoodie,Blonde Long,Human,None,None,None,None,None,10.09517932160336,5755
5756,Off White D,Umbrella,Wheat Straw,Careless,Kimono with Straw Hat,Brown Long,Human,None,None,None,Bandaid,None,24.50712352825204,5756
5757,Off White C,None,Closed,Closed,Maroon Yukata,Maroon Short Spiky,Human,None,None,Chef Headband,None,None,13.812466798789448,5757
5758,Dark Blue,Bat,Smirk,Bored,Camo Tech Jacket,Brown Half Bun,Human,None,None,IKZ Baseball Cap,None,None,26.09432129016095,5758
5759,Off White A,Hand Wrap,Not Bad,Meditating,Yellow Jumpsuit,Green Spiky,Human,None,None,None,Blue Sunglasses,None,25.496360619588327,5759
5760,Off White A,None,Toothpick,Focused,Black Kimono,Dreadlocks,Human,None,Chill Headphones,None,None,None,20.314893499264564,5760
5761,Cool Gray,Red Bean,Toothpick,Ruby,Tank Top,Indigo Bangs,Human,None,None,None,None,None,13.792906693400603,5761
5762,Dark Blue,Katana,Chewing,Relaxed,Blue Bikini,Maroon Ponytail,Human,Blue Fan,None,None,Blue Sunglasses,None,45.35176867445587,5762
5763,Off White D,Bat,Smirk,Concerned,Red Ninja Top,Long Dreadlocks,Human,None,Zen Headphones,None,None,None,25.469813000298956,5763
5764,Red,None,Toothpick,Daydreaming,Red Perfecto Jacket,Maroon Ponytail,Red,None,None,None,None,None,24.65854535106605,5764
5765,Dark Purple,None,Not Bad,Fire,Azuki Tech Jacket,Blue Spiky,Human,None,Koi Tattoo,None,None,None,23.836596974362735,5765
5766,Off White D,Golden Bean,Lipstick,Daydreaming,Red Qipao with Fur,Green Ombre Bangs,Human,None,Zen Headphones,None,None,None,27.160290890247175,5766
5767,Off White D,Talisman,Chuckle,Suspicious,White Layered Yukata,Indigo Disheveled,Human,None,None,None,Eye Scar,None,24.674197428301788,5767
5768,Off White B,None,Relaxed,Bored,Tank Top,Purple Spiky,Human,None,None,Cowboy Hat,Red Stripes Face Paint,None,31.481804032757537,5768
5769,Dark Purple,Leather Katana,Toothpick,Curious,Vest,Blonde Messy,Human,None,Sneakers,Pointy Straw Hat,None,None,43.88794104012863,5769
5770,Off White D,Sake,Relaxed,Bored,Straw Poncho,Braids,Human,None,Chill Headphones,Red Panda Headband,None,None,39.94014691503159,5770
5771,Off White C,Bat,Not Bad,Closed,White Yukata,Teal Messy,Human,None,None,None,None,None,7.008700072951857,5771
5772,Off White B,None,Gaiter,Suspicious,Black Hoodie,Buzzcut,Human,None,None,None,Red Fang Face Paint,None,19.11035747838703,5772
5773,Off White B,None,Not Bad,Suspicious,Green Yukata,Silver Short Spiky,Blue,None,Red Panda Headphones,None,None,None,39.76177888095619,5773
5774,Off White A,Floorsweeper,Pout,Focused,White Yukata,Blue Spiky,Human,None,None,None,None,None,10.23370045542558,5774
5775,Red,None,Closed,Careless,Black Yukata,Blue Short Spiky,Human,None,None,None,None,None,4.566157084855808,5775
5776,Off White B,Lantern,Grin,Closed,Cat Hoodie,Indigo Ponytail,Human,None,None,Beret,None,None,21.889088342268675,5776
5777,Off White C,Hand Seal,Closed,Ruby,Sloth T-Shirt,Green Ombre Bangs,Blue,None,None,None,Red Stripes Face Paint,None,42.683153734861804,5777
5778,Off White B,Lantern,Smirk,Curious,Black Yukata,Blonde Long,Human,None,Zen Headphones,IKZ Baseball Cap,None,None,39.51806610967158,5778
5779,Off White B,Banner,Chuckle,Chill,Maroon Yukata,Brown Spiky,Human,None,None,None,Blue Sunglasses,None,24.285078522956887,5779
5780,Off White D,Katana,Smoking,Bored,Dress Shirt,Green Half Bun,Human,None,None,None,Kabuki Facepaint,None,24.18396713488126,5780
5781,Dark Blue,None,Closed,Focused,Green Yukata,Magenta Messy,Human,Chiyogami,None,None,None,None,23.59692838842639,5781
5782,Off White A,Lantern,Scroll,Closed,White Yukata,Brown Spiky,Human,None,None,None,None,None,7.7320006424495045,5782
5783,Off White B,None,Wheat Straw,Closed,White Layered Yukata,Indigo Long,Human,None,None,None,Seer Eyeband,None,16.15137959578811,5783
5784,Red,Bean Juice,Tongue Out,Determined,Cat T-Shirt,Indigo Pixie,Human,None,None,None,None,None,11.721985908508458,5784
5785,Off White D,Shinai,Sleep Bubble,Closed,Archer,Orange Samurai,Human,None,None,Frog Baseball Cap,None,None,22.513410624996126,5785
5786,Off White A,Shuriken,Bubble Gum,Closed,Suit with Turtleneck,Indigo Swept Back,Human,None,None,Ayaigasa,Round Blue Sunglasses,None,36.645272897434445,5786
5787,Dark Blue,Sakura Katana,Grin,Joyful,Red Panda Kigurumi,Spirit Ponytail,Spirit,None,None,None,Round Blue Sunglasses,None,47.20236597921421,5787
5788,Dark Purple,Bean Juice,Smoking,Relaxed,Yellow Bikini,Indigo Ponytail,Human,None,None,Full Bandana,None,None,27.204419213859314,5788
5789,Off White D,Talisman,Pout,Bored,White Layered Yukata,Blonde Long,Human,None,None,None,Clear Glasses,None,24.93579627779425,5789
5790,Off White B,Gloves,Not Bad,Pensive,Maroon Yukata,Brown Messy,Human,None,Red Panda Headphones,Straw Hat,None,None,41.63928675280466,5790
5791,Off White A,None,Growl,Meditating,White Layered Yukata,Magenta Long,Human,Skull Ear Cuffs,None,Sloth Headband,Black Glasses,None,50.4112994069886,5791
5792,Red,Umbrella,Relaxed,Determined,Fur Hoodie,Blue Samurai,Human,None,None,None,Round Blue Sunglasses,None,24.753316330605593,5792
5793,Off White D,Banner,Grin,Glowing,Black Hoodie,Long Dreadlocks,Human,None,None,None,None,None,10.315007223216162,5793
5794,Off White B,None,Closed,Pensive,Cat Yukata,Orange Samurai,Human,Stud,None,None,None,None,21.26888562442494,5794
5795,Off White B,Hook Sword,Smirk,Glowing,Light Kimono,Brown Long,Human,Red Panda,Koi Tattoo,Pointy Straw Hat,None,None,58.63152929804184,5795
5796,Dark Purple,Red Bean,Smoking,Joyful,Red Qipao with Fur,Green Flowy,Human,None,Chill Headphones,None,None,None,29.90588900157111,5796
5797,Off White A,None,Chuckle,Curious,Fur Hoodie,Maroon Disheveled,Human,None,None,None,None,None,3.8362716091479356,5797
5798,Off White B,Hook Sword,Chuckle,Determined,Maroon Yukata,Indigo Messy,Human,None,None,None,None,None,9.741215233144626,5798
5799,Off White A,Kanabo,Closed,Bored,White Blazer,Powder Blue Swept Back,Human,Corded Earbuds,None,None,None,None,27.474566562475662,5799
5800,Off White B,Bean Juice,Smirk,Hopeful,Dress Shirt,Teal Bun,Human,None,None,Full Bandana,Eye Scar,None,37.799288955287594,5800
5801,Off White C,None,Relaxed,Tired,White Yukata,Green Fluffy,Human,None,None,None,Bandaid,None,17.026361219034985,5801
5802,Dark Purple,None,Not Bad,Focused,Hawaiian Shirt,Maroon Disheveled,Human,None,None,Red Panda Mask,Eye Scar,None,35.497911225377635,5802
