,Head,Mouth,Eyes,Skin,Species,Background,Weapon,Clothing,Fur,Rarity score,Token Id
4907,None,ANGRY MOUTH,SKEPTICAL,GREEN,ZOMBIE,MILITARY GREEN,None,BLACK TUX,None,19.15217031044558,4907
4908,None,GRASS,BORED,None,GORILLA,OLIVE.GREEN,None,MJ USA JERSEY,WHITE + TATTED,28.418216730503943,4908
4909,BLACK BEANIE,SALIVATING,SKEPTICAL,BLACK + TATTED,ZOMBIE,DEEP BLUE,AK97 RED,None,None,64.77472166114985,4909
4910,SPARTAN HELMET,TONGUE,SLEEPY,None,GORILLA,MINT,None,None,RED,22.52322336791531,4910
4911,RED COWBOY HAT,GREEN JOKER,GREEN X,BLACK,ZOMBIE,MINT,AK97,PRISON SHIRT,None,79.68324836286953,4911
4912,MONKEY HAT,SAVAGE + GOLD PILL,BLOODSHOT,None,GORILLA,DARK GREY,BLACK RIFLE,GREEN VEST + T SHIRT,GREY,88.16000317898508,4912
4913,STITCHES,CRAZY GOLD PILL,BTC,RED,ZOMBIE,PURPLE,None,BLACK T SHIRT,None,33.482818764737196,4913
4914,None,PEARLY WHITES,ANGRY,None,GORILLA,PURPLE,BRUEN + BARBED WIRE BASEBALL BAT,GREEN VEST + T SHIRT,BLUE,72.60592143922786,4914
4915,BLACK ARMY HELMET,ANGRY MOUTH,RED X + EYE PATCH,BLACK,ZOMBIE,OLIVE.GREEN,None,SILVER CROSS,None,28.056867576845352,4915
4916,BLUE FRKS HAT,WHISTLE,RED X,None,GORILLA,WATERFALL,AUG + KATANA,SILVER DOG TAGS,LIGHT BROWN,90.44051608104469,4916
4917,STITCHES,CRAZY GOLD PILL,GREEN X,GREEN,ZOMBIE,DARK GREY,AK97,TOOTH NECKLACE,None,80.41282684220381,4917
4918,BLACK NINJA HEADBAND,SAVAGE,SHOCKED,None,GORILLA,GRANITE,SPEAR,None,WHITE,69.99877201469894,4918
4919,HEADSET,FROWN,SQUINTING,None,GORILLA,ORANGE,None,RED KING'S ROBE,HALF HALF,39.52006681223546,4919
4920,BLACK COWBOY HAT,SALIVATING,RED X,GREEN,ZOMBIE,DEEP BLUE,GREEN SNIPER,RED T SHIRT,None,79.11293544264304,4920
4921,SILVER HAIR,BLACK BANDANA,GREEN X,None,GORILLA,TAN,None,BLUE KING'S ROBE,GOLD ROBOT,42.00306920695667,4921
4922,BLUE SNAKES,GAS MASK,3D GLASSES,BLUE,ZOMBIE,WHITE,None,GREEN KING'S ROBE,None,32.14934347177807,4922
4923,RED HAIR,LAUGHING,CRAZY + EYE PATCH,LIGHT BLUE,ZOMBIE,BABY BLUE,GREEN RPG,YELLOW T SHIRT,None,78.46692756091646,4923
4924,BLONDE HAIR,CIGAR,BORED,None,GORILLA,WHITE,AUG,None,WHITE,72.26249716315128,4924
4925,None,CIGARETTE,GREEN MELTING,BLUE,ZOMBIE,DESTROYED CITY,GREEN RPG,RED HOODIE,None,71.37403722741655,4925
4926,None,CIGARETTE,SQUINTING,None,GORILLA,WHITE,WOODEN RIFLE,None,BLUE,54.494866481477864,4926
4927,BLACK COWBOY HAT,CRAZY EYE BALL,BLOODY BLINDFOLD,LIGHT BLUE,ZOMBIE,HEADQUARTERS,AK97 RED,TOOTH NECKLACE,None,87.75763482771269,4927
4928,CYCLOPS HEADSET,CIGARETTE,CLOSED,None,GORILLA,MUSTARD YELLOW,AUG,MJ BULLS JERSEY,GOLD + TATTED,85.11668263059202,4928
4929,BLUE NINJA HEADBAND,GRASS,BLUE DRAGON,None,GORILLA,OLIVE.GREEN,KATANA,BLACK COWBOY SHIRT,BROWN,84.71362579356311,4929
4930,BLACK NINJA HEADBAND,EVIL LAUGH,CRAZY GREEN,None,GORILLA,BABY BLUE,WOODEN RIFLE,GREEN VEST + T SHIRT,WHITE,87.9087060645581,4930
4931,None,CRAZY RED PILL,BTC,BLUE,ZOMBIE,GREY,GREEN SNIPER,SUSPENDERS + BOW TIE,None,69.26082148467901,4931
4932,BLACK NINJA HEADBAND,PEARLY WHITES,SHOCKED BLUE + RED,None,GORILLA,WHITE,None,BLOODY CUT OFF BLACK TUX,BLUE,36.52640927933758,4932
4933,None,RED WHITE AND BLUE GRENADE,SHOCKED,None,GORILLA,GREY,M45,MINT KING'S ROBE,RED,72.12784551618587,4933
4934,BLACK FRKS HAT,MULTICOLORED,GLOWING,None,GORILLA,DARK GREY,AUG,None,RED,71.33199319517472,4934
4935,BLUE FRKS HAT,SNARLING,BORED,None,GORILLA,TAN,None,SILVER DOG TAGS,BLACK,37.255876227880975,4935
4936,BLACK FRKS HAT,LAUGHING,RED X + EYE PATCH,HALF HALF,ZOMBIE,GREY,None,RED HOODIE,None,32.99664500252352,4936
4937,GREEN BERET HAT,GRASS,SLEEPY,None,GORILLA,GREY,None,BULLETPROOF GREEN VEST,WHITE + TATTED,38.849206028042865,4937
4938,BLACK NINJA HEADBAND,RED BANDANA,ANGRY,None,GORILLA,DEEP BLUE,KATANA,GREEN VEST + T SHIRT,BROWN,80.89823329810093,4938
4939,BLACK ARMY HELMET,CRAZY BLUE PILL,MEAN,BLACK,ZOMBIE,WHITE,SILVER SAW GUN,None,None,67.76853768270269,4939
4940,SILVER HAIR,ONE GOLD,BORED,None,GORILLA,TAN,None,BULLETPROOF GREEN VEST,LIGHT BROWN,38.64798116449524,4940
4941,BLACK NINJA HEADBAND,GOLD BANDANA,3D GLASSES,BLACK + TATTED,ZOMBIE,TAN,None,None,None,18.138201462601454,4941
4942,BLUE NINJA HEADBAND,WHISTLE,ANGRY,None,GORILLA,WATERFALL,None,None,LIGHT BROWN,24.468141495663616,4942
4943,BLACK FRKS HAT,SALIVATING,GREEN X,LIGHT BLUE,ZOMBIE,DEEP BLUE,AK97 RED,None,None,60.1797756918263,4943
4944,BLACK HAT,SAVAGE,SQUINTING,None,GORILLA,OLIVE.GREEN,None,None,RED,21.701299697320582,4944
4945,None,CHROME,SHOCKED BLUE + RED,None,GORILLA,BABY BLUE,M45,SILVER DOG TAGS,BROWN,72.90770588200827,4945
4946,RAINBOW MOWHAWK,ANGRY MOUTH,GREEN MELTING,PINK,ZOMBIE,DEEP BLUE,AK97 RED,GREEN KING'S ROBE,None,82.24888376770852,4946
4947,ORANGE CONSTRUCTION HELMET,CIGARETTE,ANGRY,None,GORILLA,GRANITE,AUG,KHAKI OVERALLS,GREY,78.4333034143569,4947
4948,GREEN BERET HAT,ROAR,SHOCKED BLUE + RED,None,GORILLA,DEEP BLUE,None,KHAKI OVERALLS,BLACK + TATTED,40.216211527075615,4948
4949,BLACK ARMY HELMET,SALIVATING,CRAZY + SCAR,LIGHT BLUE,ZOMBIE,GRANITE,None,SILVER CROSS,None,27.24339396402661,4949
4950,AIR POD,ANGRY MOUTH,BTC,PINK,ZOMBIE,WHITE,None,None,None,13.030436678160012,4950
4951,BLACK COWBOY HAT,GREEN JOKER,BLACK HEARTS,BLUE,ZOMBIE,MILITARY GREEN,RED SNIPER + BATTLE AXE,GREY TRENCH COAT,None,80.08537187223476,4951
4952,BLONDE HAIR,BUBBLE GUM,SCARED,None,GORILLA,MILITARY GREEN,None,BULLETPROOF BLUE CAMO VEST,BLUE,38.10295217882542,4952
4953,PURPLE HAT,ANGRY MOUTH,WHITE GLOWING,WHITE,ZOMBIE,PURPLE,AK97 RED,SILVER CROSS,None,79.65770028837282,4953
4954,None,WHISTLE,SHOCKED,None,GORILLA,OLIVE.GREEN,DUAL KATANA,MJ BULLS JERSEY + DOG TAGS,RED,73.26833467064715,4954
4955,AIR POD,CRAZY RED PILL,RED DRAGON,BLACK,ZOMBIE,OLIVE.GREEN,AK97 RED,ZOBE LA JERSEY,None,81.3601764119075,4955
4956,BLACK COWBOY HAT,JOINT,CRAZY + EYE PATCH,BLUE,ZOMBIE,MILITARY GREEN,None,BLACK HOODIE,None,27.06728531694338,4956
4957,EXPLODING BRAIN,ANGRY MOUTH,CRAZY + EYE PATCH,BLUE,ZOMBIE,DEEP BLUE,None,BLACK T SHIRT,None,29.39864617913612,4957
4958,BLACK BEANIE,JOINT,WHITE GLOWING,LIGHT BLUE,ZOMBIE,ORANGE,None,KHAKI TRENCH COAT,None,30.497301007700816,4958
4959,KING OF THE RATS,GRASS,SHOCKED,None,GORILLA,MILITARY GREEN,None,CUT OFF BLACK TUX,BLUE,33.79237898342536,4959
4960,None,ONE GOLD,BULLET HOLE,None,GORILLA,WHITE,None,None,BROWN,13.064678033777168,4960
4961,BLACK BEANIE,SALIVATING,SKEPTICAL,PINK,ZOMBIE,MILITARY GREEN,None,None,None,14.892287417491348,4961
4962,SPARTAN HELMET,SAVAGE,SCARED,None,GORILLA,GRANITE,None,I HEART ZOMBIES RED T SHIRT,WHITE,41.39032483405322,4962
4963,RED HAT,BULLET,SHOCKED,None,GORILLA,GREY,AUG,MINT KING'S ROBE,BLACK + TATTED,85.42623623616244,4963
4964,BLUE NINJA HEADBAND,WHISTLE,CLOSED,None,GORILLA,WHITE,M45,None,WHITE + TATTED,70.5182403479924,4964
4965,BROWN HAIR,RED BANDANA,SHOCKED,None,GORILLA,DEEP BLUE,None,None,BLACK,18.933818003422807,4965
4966,BLACK COWBOY HAT,JOINT,RED HEARTS,BLUE,ZOMBIE,BABY BLUE,None,GREY TRENCH COAT,None,29.046452357386492,4966
4967,None,CRAZY SILVER PILL,RED X,WHITE,ZOMBIE,ORANGE,None,GREY TRENCH COAT,None,22.884383058896756,4967
4968,BLUE BEANIE,CIGAR,SHOCKED,None,GORILLA,ORANGE,KATANA,MINT KING'S ROBE,BLACK,84.2773431435618,4968
4969,None,WHISTLE,SCARED,None,GORILLA,DARK GREY,None,GREEN GENERAL'S SUIT,RED,24.86244641492645,4969
4970,BLACK ARMY HELMET,SALIVATING,RED HEARTS,BLACK,ZOMBIE,MINT,AK97 RED,BLACK TUX,None,78.22370398357972,4970
4971,WHITE HALO,STITCHED MOUTH,GREEN X,BLACK,ZOMBIE,PURPLE,None,None,None,16.97251390964303,4971
4972,BROWN HAIR,BUBBLE GUM,CLOSED,None,GORILLA,GREY,None,RED KING'S ROBE,BLACK,36.66039844868052,4972
4973,NEON GREEN BEANIE,CIGARETTE,BLUE DRAGON,None,GORILLA,MUSTARD YELLOW,None,I HEART ZOMBIES RED T SHIRT,LIGHT BROWN,35.74720471659087,4973
4974,BLACK NINJA HEADBAND,PEARLY WHITES,SLEEPY,None,GORILLA,BABY BLUE,BRUEN,NEON GREEN COP VEST,BLUE,84.20218905862245,4974
4975,None,SALIVATING,3D GLASSES,WHITE,ZOMBIE,ORANGE,None,RED T SHIRT,None,20.083057521308756,4975
4976,AIR POD,GAS MASK,CRAZY + SCAR,LIGHT BLUE,ZOMBIE,DEEP BLUE,None,BLACK HOODIE,None,28.132325223173677,4976
4977,PURPLE HAT,GAS MASK,ROBOT + LASERS,LIGHT BLUE,ZOMBIE,BABY BLUE,GREEN RPG,BLACK T SHIRT,None,80.89041303172976,4977
4978,None,PEARLY WHITES,RED DRAGON,None,GORILLA,WHITE,None,DOUBLE STRAP,GOLD,30.095642090425805,4978
4979,None,CIGARETTE,BTC,BLUE,ZOMBIE,WHITE,AK97,GREY TRENCH COAT,None,62.443735676136235,4979
4980,STITCHES + WHITE HALO,SALIVATING,MEAN,BLUE,ZOMBIE,PURPLE,None,None,None,17.13147586454765,4980
4981,BLACK HALO,GOLD BANDANA,BTC,GOLD ROBOT,ZOMBIE,GRANITE,RED SNIPER,YELLOW T SHIRT,None,86.15665832713245,4981
4982,RED COWBOY HAT,CRAZY,GREEN MELTING,GREEN,ZOMBIE,WHITE,None,None,None,18.003600087318787,4982
4983,AIR POD,RED JOKER,CRAZY + SCAR,RED,ZOMBIE,MUSTARD YELLOW,None,BLACK HOODIE,None,31.989994051390365,4983
4984,BLACK ARMY HELMET,DUMB DROOL,RED DRAGON,BLACK,ZOMBIE,HEADQUARTERS,None,RED & WHITE SCARF,None,35.98137864066756,4984
4985,RED HAT,GREEN GRENADE,CLOSED,None,GORILLA,OLIVE.GREEN,None,BLUE VEST + T SHIRT,WHITE,37.54933557765368,4985
4986,BLUE NINJA HEADBAND,EVIL LAUGH,SHOCKED BLUE + RED,None,GORILLA,WHITE,None,JEAN OVERALLS,BROWN,36.22421892969741,4986
4987,KNIFE THROUGH HEAD,DUMB DROOL,GREEN X,WHITE,ZOMBIE,DEEP BLUE,BLACK WIDOW,GOLD CHAIN,None,79.39830950375982,4987
4988,AIR POD,TONGUE OUT,MELTING,GREEN,ZOMBIE,ORANGE,None,TOOTH NECKLACE,None,30.254099234330372,4988
4989,None,BLACK BANDANA,SHOCKED BLUE + RED,None,GORILLA,DEEP BLUE,AUG,BLUE VEST + T SHIRT,LIGHT BROWN,73.24316898107782,4989
4990,RED HAIR,SALIVATING,CRAZY + EYE PATCH,PINK,ZOMBIE,WHITE,GREEN RPG + SNIPER,SUSPENDERS + BOW TIE,None,81.52769161238164,4990
4991,BLUE FRKS HAT,MEMPO MASK,SHOCKED,None,GORILLA,MINT,M45,ROMAN ARMOR,WHITE + TATTED,88.2942145804313,4991
4992,None,LAUGHING,RED X + EYE PATCH,BLUE,ZOMBIE,DEEP BLUE,AK97 RED,KHAKI TRENCH COAT,None,65.99866149382417,4992
4993,BLACK NINJA HEADBAND,RED ROSE,RED X + EYE PATCH,BLACK,ZOMBIE,MUSTARD YELLOW,AK97 RED,BLACK T SHIRT,None,79.51543965806076,4993
4994,ORANGE CONSTRUCTION HELMET,CIGARETTE,SQUINTING,None,GORILLA,MINT,BRUEN,RED KING'S ROBE,BLUE,81.82109642561937,4994
4995,BLACK HAIR,PEARLY WHITES,SLEEPY,None,GORILLA,BABY BLUE,WOODEN RIFLE,DOUBLE STRAP,BLUE,84.51214684564057,4995
4996,SILVER CROWN,ROAR,BLOODSHOT,None,GORILLA,BABY BLUE,KATANA,BLUE VEST + T SHIRT,PINK,88.01760419199695,4996
4997,BROWN HAIR,SAVAGE + RED PILL,SCARED,None,GORILLA,MINT,KATANA,BLOODY CUT OFF BLACK TUX,RED,86.49127277496326,4997
4998,RED HAT,FROWN,SCARED,None,GORILLA,MUSTARD YELLOW,None,BULLETPROOF BLACK VEST,PINK,36.34176083890479,4998
4999,SILVER HAIR,ONE GOLD,SLEEPY,None,GORILLA,ORANGE,None,MINT KING'S ROBE,BLACK,38.33757976006085,4999
5000,AIR POD,JOINT,RED HEARTS,BLACK,ZOMBIE,MILITARY GREEN,None,GOLD CROSS,None,27.687907821277395,5000
5001,RAINBOW MOWHAWK,CRAZY,BTC,GREY,ZOMBIE,GRANITE,None,RED T SHIRT,None,31.143032160066507,5001
5002,BLACK NINJA HEADBAND,EVIL LAUGH,SQUINTING,None,GORILLA,OLIVE.GREEN,None,GREEN GENERAL'S SUIT,PINK,36.341993970198985,5002
5003,RED COWBOY HAT,RED JOKER,CRAZY + EYE PATCH,PINK,ZOMBIE,ORANGE,None,BLACK T SHIRT,None,32.76157293418525,5003
5004,SILVER CROWN,GAS MASK,CRAZY + EYE PATCH,WHITE,ZOMBIE,MINT,GREEN RPG,None,None,64.23819974873285,5004
5005,RED HAT,FROWN,BULLET HOLE,None,GORILLA,ORANGE,WOODEN RIFLE,ROMAN ARMOR,BROWN,86.70925603703097,5005
5006,BLONDE HAIR,CIGARETTE,ANGRY,None,GORILLA,ORANGE,AUG + KATANA,None,LIGHT BROWN,65.9151470667645,5006
5007,BROWN HAIR,BULLET,SHOCKED BLUE + RED,None,GORILLA,TAN,AUG,GOLD DOG TAGS,BLUE,84.780586426299,5007
5008,BROWN HAIR,MULTICOLORED,CLOSED,None,GORILLA,MILITARY GREEN,None,NEON GREEN COP VEST,GREY,34.874214186751715,5008
5009,None,ROAR,PRINCE'S,None,GORILLA,BABY BLUE,KATANA,BLACK OVERALLS,GREY,76.27044391636886,5009
5010,SURGEON'S CAP,BUBBLE GUM,CLOSED,None,GORILLA,ORANGE,None,DOUBLE STRAP,WHITE + TATTED,38.36276893451899,5010
5011,HALO,CHROME,CLOSED,None,GORILLA,MUSTARD YELLOW,BRUEN,CUT OFF BLACK TUX,GREY,87.64847420532963,5011
5012,None,TONGUE OUT,HUSTLER,WHITE,ZOMBIE,MINT,None,None,None,7.295662431863673,5012
5013,None,SAVAGE + BLUE PILL,SCARED,None,GORILLA,ORANGE,None,BULLETPROOF BLUE CAMO VEST + SILVER DOG TAGS,BROWN,27.495722566593617,5013
5014,KING OF THE RATS,CIGAR,SLEEPY,None,GORILLA,ORANGE,None,MINT KING'S ROBE,BLUE,36.66036658282004,5014
5015,None,RED ROSE,GREEN X,LIGHT BLUE,ZOMBIE,DEEP BLUE,None,BLACK TRENCH COAT,None,18.95955736075839,5015
5016,HEADSET,BULLET,CLOSED,None,GORILLA,MUSTARD YELLOW,None,DOUBLE STRAP,BROWN,35.60376667619452,5016
5017,None,CIGAR,SHOCKED,None,GORILLA,OLIVE.GREEN,BLACK ANGEL WINGS,None,BROWN,57.538304416340594,5017
5018,BLACK ARMY HELMET,GAS MASK,BTC,BLUE,ZOMBIE,TAN,BLACK SAW GUN,GOLD CHAIN,None,75.59083878005066,5018
5019,None,BLACK BANDANA,SHOCKED,None,GORILLA,GRANITE,None,SILVER DOG TAGS,BLUE,22.396854845994834,5019
5020,CYCLOPS HEADSET,TONGUE,BLUE DRAGON,None,GORILLA,WHITE,None,BULLETPROOF BLACK VEST,WHITE,43.15982198104837,5020
5021,BLUE NINJA HEADBAND,SNARLING,BULLET HOLE,None,GORILLA,GRANITE,None,ORANGE PRISON JUMPSUIT,BROWN,38.11968457107294,5021
5022,BLOODY BLINDFOLD,MULTICOLORED,RED DRAGON,None,GORILLA,MUSTARD YELLOW,None,SILVER DOG TAGS,RED,39.07595802808453,5022
5023,BROWN HAIR,ZOMBIE HAND,SCARED,None,GORILLA,DARK GREY,BRUEN,None,BLUE,70.78664302393194,5023
5024,BLACK FRKS HAT,TASTY,SLEEPY,None,GORILLA,OLIVE.GREEN,None,BLUE KING'S ROBE,WHITE + TATTED,40.8789610632492,5024
5025,BLACK COWBOY HAT,ANGRY MOUTH,RED DRAGON,BLACK,ZOMBIE,TAN,None,None,None,15.026649782346302,5025
5026,BLACK FRKS HAT,DUMB DROOL,SKEPTICAL,GREY,ZOMBIE,MUSTARD YELLOW,AK97 RED,None,None,63.475106980897934,5026
5027,PURPLE HAT,CRAZY EYE BALL,CRAZY + EYE PATCH,HALF HALF,ZOMBIE,PURPLE,None,GREY TRENCH COAT,None,35.40324629918486,5027
5028,SURGEON'S CAP,WHISTLE,PRINCE'S,None,GORILLA,BABY BLUE,None,TIE DYE TANK,BLACK + TATTED,42.74040170123274,5028
5029,None,RED BANDANA,SHOCKED,None,GORILLA,ORANGE,None,None,BROWN,7.2780686857781705,5029
5030,None,ROAR,SHOCKED,None,GORILLA,MUSTARD YELLOW,AUG,ROMAN ARMOR GOLD DOG TAGS,LIGHT BROWN,72.6980603148411,5030
5031,None,MULTICOLORED,BORED,None,GORILLA,MILITARY GREEN,BRUEN,GOLD CHAIN,BROWN,73.57914948708347,5031
5032,BLACK HALO,JOINT,GREEN X,BLACK,ZOMBIE,GREY,AK97,None,None,62.52772219986983,5032
5033,ORANGE CONSTRUCTION HELMET,CIGAR,SQUINTING,None,GORILLA,GREY,ANGEL WINGS,BULLETPROOF BLACK VEST,BLACK,88.11806735999248,5033
5034,BLUE & WHITE HEADBAND,GOLD BANDANA,MELTING,WHITE,ZOMBIE,DEEP BLUE,AK97 RED,PRISON SHIRT,None,84.2530621670689,5034
5035,None,LAUGHING,BLACK HEARTS,LIGHT BLUE,ZOMBIE,DARK GREY,None,TOOTH NECKLACE,None,17.692916877993806,5035
5036,BLACK NINJA HEADBAND,GRASS,SQUINTING + SCAR,None,GORILLA,MINT,None,GREEN VEST + T SHIRT,RED,34.32098420222511,5036
5037,None,CIGAR,BORED,None,GORILLA,DEEP BLUE,M45,CUT OFF BLACK TUX,GOLD,78.55143062096883,5037
5038,BLACK HAT,CIGARETTE,BLOODSHOT,None,GORILLA,PURPLE,None,I HEART ZOMBIES GREEN T SHIRT,BLUE,34.749099435148565,5038
5039,BLUE BEANIE,SAVAGE + BLUE PILL,CLOSED,None,GORILLA,GRANITE,None,None,BLUE,21.433009393005484,5039
5040,RED COWBOY HAT,DUMB DROOL,WHITE GLOWING,PINK,ZOMBIE,GRANITE,None,GREEN KING'S ROBE,None,33.9775943826401,5040
5041,None,SALIVATING,CRAZY + SCAR,BURNT,ZOMBIE,DEEP BLUE,None,BLACK KING'S ROBE,None,21.651271110404565,5041
5042,BLACK ARMY HELMET,STITCHED MOUTH,BTC,WHITE,ZOMBIE,OLIVE.GREEN,None,RED T SHIRT + TOOTH NECKLACE,None,32.21650032792475,5042
5043,BLACK NINJA HEADBAND,BLACK BANDANA,CLOSED,None,GORILLA,ORANGE,None,None,BROWN,19.336596479125426,5043
5044,PINK BRAIN,TONGUE OUT,RED X + EYE PATCH,GREY,ZOMBIE,DARK GREY,None,BLACK T SHIRT,None,30.6566604780692,5044
5045,None,SALIVATING,RED HEARTS,PINK,ZOMBIE,TAN,None,YELLOW & RED SCARF,None,19.05990227129461,5045
5046,STITCHES,LAUGHING,RED DRAGON,HALF HALF,ZOMBIE,TAN,None,None,None,20.133920585359004,5046
5047,EXPLODING BRAIN,STITCHED MOUTH,GREEN X,GREEN,ZOMBIE,WHITE,None,BLACK T SHIRT,None,32.200022873357646,5047
5048,None,CRAZY RED PILL,CRAZY + EYE PATCH,LIGHT BLUE,ZOMBIE,TAN,AK97 RED,YELLOW & RED SCARF,None,66.97982890801917,5048
5049,AIR POD,CRAZY SILVER PILL,CRAZY + EYE PATCH,WHITE,ZOMBIE,MINT,None,SUSPENDERS + BOW TIE,None,33.10543745745635,5049
5050,BLACK COWBOY HAT,GREEN JOKER,RED X + EYE PATCH,BLACK,ZOMBIE,WHITE,None,RED HOODIE,None,32.216456724087436,5050
5051,GREEN BRAIN,CRAZY RED PILL,BTC,BLUE,ZOMBIE,WHITE,None,RED T SHIRT,None,32.50996135564158,5051
5052,AIR POD,JOINT,BLACK HEARTS,WHITE + TATTED,ZOMBIE,ORANGE,RED SNIPER + BATTLE AXE,None,None,65.57144945146666,5052
5053,RED VISOR,MEMPO MASK,BLUE DRAGON,None,GORILLA,PURPLE,AUG,None,PINK,73.17686412126152,5053
5054,NEON GREEN BEANIE,MEMPO MASK,GREEN X,None,GORILLA,MUSTARD YELLOW,M45,BLUE GENERAL'S SUIT,GREY,86.26543232244605,5054
5055,MONKEY HAT,PEARLY WHITES,SHOCKED,None,GORILLA,DEEP BLUE,None,KHAKI OVERALLS,RED,34.907720075107385,5055
5056,SURGEON'S CAP,FROWN,SHOCKED BLUE + RED,None,GORILLA,MILITARY GREEN,BRUEN,BLUE VEST + T SHIRT,BLACK,83.9839634613256,5056
5057,RED COWBOY HAT,GREEN JOKER,BLUE DRAGON,BLACK,ZOMBIE,DARK GREY,BATTLE AXE,None,None,69.16913459386484,5057
5058,None,DUMB DROOL,SKEPTICAL,RED,ZOMBIE,DEEP BLUE,GREEN RPG + SNIPER,GOLD CROSS,None,69.42011219768457,5058
5059,BLACK COWBOY HAT,ANGRY MOUTH,GREEN X,RED,ZOMBIE,DEEP BLUE,None,GOLD CHAIN,None,27.705280939861172,5059
5060,AIR POD,GAS MASK,BTC,GOLD,ZOMBIE,WHITE,AK97 RED,BLACK HOODIE,None,78.90293012678549,5060
5061,None,FROWN,SHOCKED,None,GORILLA,GRANITE,None,BLUE VEST + T SHIRT,RED,20.946016267626728,5061
5062,RED VISOR,SNARLING,SQUINTING + SCAR,None,GORILLA,PURPLE,None,BLACK COWBOY SHIRT,BROWN,38.497060850292,5062
5063,SILVER HAIR,RED WHITE AND BLUE GRENADE,ANGRY,None,GORILLA,GRANITE,None,CUT OFF BLACK TUX,GREY,36.67726671456694,5063
5064,None,STITCHED MOUTH,HUSTLER,BLUE,ZOMBIE,WHITE,None,BLACK TRENCH COAT,None,23.320061063386653,5064
5065,SNOWBOARD GOGGLES,ROAR,BORED,None,GORILLA,GREY,None,None,WHITE,25.299086354594163,5065
5066,BLACK ARMY HELMET,GAS MASK,BLACK HEARTS,WHITE,ZOMBIE,WHITE,None,SILVER CROSS,None,29.78440711242284,5066
5067,RED HAT,RED BANDANA,CLOSED,None,GORILLA,GREY,None,RED KING'S ROBE,RED,35.31859049614244,5067
5068,None,DUMB DROOL,SKEPTICAL,BLUE,ZOMBIE,PURPLE,None,None,None,3.6056043748971383,5068
5069,ORANGE CONSTRUCTION HELMET,TASTY,SQUINTING + SCAR,None,GORILLA,OLIVE.GREEN,None,BLACK OVERALLS,WHITE,41.89339116702702,5069
5070,BLUE BEANIE,PEARLY WHITES,SLEEPY,None,GORILLA,BABY BLUE,None,KHAKI OVERALLS,GREY,36.979050324704346,5070
5071,BLUE FRKS HAT,GRASS,GREEN X,None,GORILLA,WHITE,None,MINT KING'S ROBE,WHITE,36.54352158017668,5071
5072,BLACK HAT,SNARLING,SCARED,None,GORILLA,BABY BLUE,None,NEON GREEN COP VEST,RED,36.93715811625041,5072
5073,BLACK FRKS HAT,CIGARETTE,GREEN X,None,GORILLA,MILITARY GREEN,KATANA,None,BLUE,62.45269304191056,5073
5074,SILVER HAIR,GRASS,ANGRY,None,GORILLA,BABY BLUE,None,DOUBLE STRAP,RED,33.213576568709755,5074
5075,RED & WHITE HEADBAND,JOINT,BLACK HEARTS,GOLD ROBOT,ZOMBIE,GRANITE,BLACK DEVIL WINGS,BLACK HOODIE,None,82.458534357353,5075
5076,None,CRAZY EYE BALL,GREEN X,LIGHT BLUE,ZOMBIE,MILITARY GREEN,BLACK WIDOW,PRISON SHIRT + BOW TIE,None,69.537949274465,5076
5077,HEADSET,ROAR,GREEN X,None,GORILLA,OLIVE.GREEN,None,BLACK COWBOY SHIRT,BLUE,36.01529291650019,5077
5078,BROWN HAIR,RED BANDANA,RED X,None,GORILLA,OLIVE.GREEN,M45,None,BROWN,68.22926816635157,5078
5079,HEADSET,PEARLY WHITES,BLOODSHOT,None,GORILLA,BABY BLUE,None,SILVER DOG TAGS,RED,38.26216489944641,5079
5080,GENERAL'S HAT,CRAZY RED PILL,BLACK HEARTS,BLUE,ZOMBIE,DARK GREY,None,GOLD CHAIN,None,30.782729608889408,5080
5081,BLACK BEANIE,STITCHED MOUTH,RED X,GREEN,ZOMBIE,DARK GREY,GREEN RPG,GOLD CHAIN,None,78.79455023371362,5081
5082,SURGEON'S CAP,EVIL LAUGH,SQUINTING,None,GORILLA,OLIVE.GREEN,None,MINT KING'S ROBE,WHITE,38.379562548831046,5082
5083,BLACK ARMY HELMET,CIGARETTE,ROBOT,RED,ZOMBIE,MUSTARD YELLOW,None,GOLD CROSS,None,29.667651006008693,5083
5084,MONKEY HAT,ROAR,SQUINTING,None,GORILLA,OLIVE.GREEN,M45,GREEN GENERAL'S SUIT,BLUE,85.1914216285637,5084
5085,BLACK ARMY HELMET,RED ROSE,CRAZY + EYE PATCH,LIGHT BLUE,ZOMBIE,GREY,BLACK DEVIL WINGS,GOLD CROSS,None,80.102175562216,5085
5086,BLUE NINJA HEADBAND,ONE GOLD,CLOSED,None,GORILLA,MILITARY GREEN,None,GREEN VEST + T SHIRT,PINK,35.788303580065815,5086
5087,MONKEY HAT,SAVAGE + GOLD PILL,ANGRY,None,GORILLA,ORANGE,None,BLACK OVERALLS,GREY,36.744216424098745,5087
5088,None,DUMB DROOL,GREEN X,GREEN,ZOMBIE,GRANITE,SILVER SAW GUN,BLACK TRENCH COAT,None,66.54413912850885,5088
5089,None,BLACK BANDANA,BLOODSHOT,None,GORILLA,GRANITE,None,GREEN VEST + T SHIRT,BLACK + TATTED,29.55040175360105,5089
