,Mouth,Clothes,Eyes,Hat,Earring,Fur,Background,Rarity score,Token Id
5169,2,2,6,0,3,12,2,76.45529196395547,5170
5170,4,1,7,4,0,13,6,48.00685249996893,5171
5171,2,27,5,4,0,10,2,48.0477255788654,5172
5172,0,10,5,7,0,8,4,36.965879080145655,5173
5173,2,29,3,5,0,13,0,46.46073977136409,5174
5174,0,18,10,21,1,9,5,77.98090505828526,5175
5175,24,0,2,3,0,2,0,32.579433575761065,5176
5176,12,15,16,4,1,6,4,89.53878080247819,5177
5177,23,27,10,13,3,1,7,88.25839256938582,5178
5178,1,0,19,1,0,7,4,31.189908002882472,5179
5179,0,0,2,9,0,7,3,24.460318242502353,5180
5180,31,38,20,3,1,1,3,87.15503163071614,5181
5181,3,18,2,0,0,8,0,32.422735978448195,5182
5182,25,0,1,11,2,5,0,76.12151258885388,5183
5183,1,29,0,21,0,3,1,33.45805637652086,5184
5184,6,8,0,1,0,0,4,33.43758470088527,5185
5185,1,14,6,23,0,1,0,36.8228569998683,5186
5186,1,7,1,8,0,5,5,37.8172942782427,5187
5187,5,11,0,26,4,8,3,83.57941575836553,5188
5188,2,0,11,0,0,11,4,24.88942965465996,5189
5189,1,11,3,17,0,0,1,34.53424411933976,5190
5190,8,4,14,5,1,8,3,88.91898665841889,5191
5191,5,0,1,23,0,9,4,36.25073066553396,5192
5192,2,15,12,3,0,2,3,42.319481839659105,5193
5193,14,0,0,15,0,10,5,32.12988776356085,5194
5194,4,0,3,29,0,1,1,30.9515122933421,5195
5195,5,21,0,3,0,10,2,41.12071572264121,5196
5196,14,25,2,0,0,9,2,36.14177474677125,5197
5197,3,0,17,12,3,9,1,80.27614416748163,5198
5198,11,17,15,2,0,9,5,50.48611296386106,5199
5199,2,17,5,0,0,13,6,35.03825319293928,5200
5200,1,21,2,0,0,1,6,21.558571857352018,5201
5201,4,0,5,5,0,7,4,36.68666191789399,5202
5202,27,30,11,10,0,15,6,54.62050876291802,5203
5203,0,10,11,0,0,8,5,25.624969431457806,5204
5204,1,1,0,21,0,2,4,28.75820635837346,5205
5205,10,25,17,23,0,9,4,53.04712173948606,5206
5206,17,27,2,13,0,0,4,44.17218426222521,5207
5207,0,25,10,27,0,1,6,33.43762198630424,5208
5208,1,9,0,8,0,10,6,34.14602944666428,5209
5209,22,30,6,25,0,12,2,54.06199627562983,5210
5210,0,0,16,12,4,1,1,64.63158632449046,5211
5211,0,0,1,5,1,4,0,61.12384392476204,5212
5212,6,0,1,0,0,16,1,25.2095493006429,5213
5213,23,27,7,0,0,3,4,37.156617737105165,5214
5214,3,2,11,36,0,0,3,42.946200498058026,5215
5215,8,0,6,0,0,1,6,20.536824424592513,5216
5216,0,19,15,4,0,2,1,33.76463962408376,5217
5217,16,6,9,9,5,2,5,89.30723073224443,5218
5218,1,0,2,0,2,7,0,55.66138848711966,5219
5219,1,5,0,33,2,7,3,74.32342113613247,5220
5220,0,5,4,3,0,3,3,34.54787302690624,5221
5221,13,10,1,0,0,14,7,36.168985231043386,5222
5222,10,24,4,6,0,3,4,48.34057451555394,5223
5223,1,0,2,13,0,2,3,24.793999375808475,5224
5224,0,31,0,26,1,2,5,65.12878703901637,5225
5225,0,29,19,6,0,2,6,35.1336770180229,5226
5226,0,15,18,4,0,1,6,32.831396514690226,5227
5227,1,25,11,0,0,0,0,24.296759224653126,5228
5228,3,23,21,4,0,4,0,48.17034338996677,5229
5229,0,26,13,0,1,13,3,66.40242140854721,5230
5230,4,33,12,6,2,0,5,83.29332929062623,5231
5231,3,24,4,24,3,9,0,89.82481636214872,5232
5232,17,0,0,17,0,4,4,31.087802034035644,5233
5233,0,14,7,16,3,14,1,81.09347743306971,5234
5234,14,31,0,0,0,2,6,24.739564086559383,5235
5235,0,0,9,24,0,3,6,26.060953023479417,5236
5236,19,0,20,0,4,13,0,72.8251497364023,5237
5237,1,0,14,19,0,0,0,26.69438682105855,5238
5238,21,1,14,1,0,4,0,47.550515546021245,5239
5239,0,13,1,0,0,1,7,15.932261984014307,5240
5240,17,9,13,3,1,1,4,84.4103047906373,5241
5241,3,19,0,26,0,4,3,39.28170100420987,5242
5242,1,24,7,7,0,3,2,40.87556830225098,5243
5243,3,11,2,15,4,0,4,81.59738397118704,5244
5244,19,17,10,26,1,5,6,89.8793004199927,5245
5245,2,23,13,33,0,2,6,44.6762169938174,5246
5246,12,13,14,2,0,6,1,49.52576478646812,5247
5247,3,0,3,31,2,7,0,75.24971175821733,5248
5248,3,39,4,1,3,0,5,81.83580477631769,5249
5249,0,0,0,7,0,11,1,18.949870171225864,5250
5250,1,0,13,0,0,8,0,19.399351439606242,5251
5251,5,19,0,21,1,4,4,79.32946289259284,5252
5252,0,24,14,9,5,2,4,77.29303093850069,5253
5253,0,8,17,18,0,4,5,38.58015926366826,5254
5254,4,15,7,1,0,1,3,40.37146817102279,5255
5255,1,25,13,13,0,1,6,38.04206610785051,5256
5256,0,15,5,0,3,2,1,61.164836033710344,5257
5257,0,0,2,23,2,1,3,59.455195131053415,5258
5258,4,42,4,17,0,1,3,43.565958071812396,5259
5259,20,37,3,0,0,1,2,31.884661468410556,5260
5260,11,22,1,29,0,8,3,48.55178556067013,5261
5261,8,0,2,0,0,6,2,24.48072752457326,5262
5262,0,11,5,1,0,0,1,29.234997778818922,5263
5263,3,15,5,24,0,2,4,42.959731165057285,5264
5264,2,10,7,0,3,5,7,74.26216887464312,5265
5265,2,32,10,11,0,5,5,47.19631325064115,5266
5266,20,21,2,8,2,5,5,87.55005179463951,5267
5267,2,14,10,6,6,9,7,91.28233442419061,5268
5268,8,29,0,0,0,2,5,24.875748409206047,5269
5269,3,24,0,16,0,11,2,41.11391812562469,5270
5270,1,21,0,1,1,1,3,65.14907946189791,5271
5271,12,37,7,32,0,14,1,53.74188882097678,5272
5272,7,20,3,11,0,2,5,43.559152581383344,5273
5273,14,13,8,22,0,0,3,45.248364116271624,5274
5274,27,17,8,0,0,6,5,38.32135067615236,5275
5275,17,4,6,0,1,1,6,70.72737087452055,5276
5276,4,33,11,0,0,2,3,31.816490427687118,5277
5277,25,14,7,0,0,6,3,37.980832496508384,5278
5278,10,28,0,30,0,3,6,42.08113560577582,5279
5279,0,0,0,0,2,5,0,43.92588243089858,5280
5280,1,1,17,0,0,7,2,30.175003353886375,5281
5281,19,33,21,30,0,8,3,55.09048035476118,5282
5282,4,15,7,0,2,5,3,73.70368363511098,5283
5283,2,33,3,5,0,6,1,44.89420484332664,5284
5284,16,38,4,10,0,15,0,52.89049585269139,5285
5285,0,25,7,4,0,14,3,39.057000162500245,5286
5286,9,0,8,16,0,4,1,38.45078759460073,5287
5287,8,26,16,1,4,6,6,91.24826252907162,5288
5288,1,8,4,5,0,12,7,41.965336190728614,5289
5289,0,0,3,5,0,5,5,23.506647192838837,5290
5290,1,32,3,0,1,2,3,62.07055172683395,5291
5291,12,14,15,10,0,10,1,52.03228377091774,5292
5292,1,35,4,19,0,5,5,41.842734873651,5293
5293,3,6,13,1,0,0,4,40.487230294373305,5294
5294,3,3,14,4,0,6,1,46.89665022400412,5295
5295,0,2,12,9,0,7,1,37.26564177703213,5296
5296,0,0,20,8,2,9,6,68.71809705821536,5297
5297,20,35,1,10,0,2,4,44.12449852265304,5298
5298,2,20,14,9,0,2,1,42.843982661081206,5299
5299,28,20,0,10,0,3,6,41.434061431101505,5300
5300,14,23,3,4,6,9,0,92.17450009528908,5301
5301,14,12,3,5,0,13,1,49.089866522837966,5302
5302,20,27,10,34,0,9,1,53.42177778147336,5303
5303,4,3,1,0,4,7,6,74.03740206434442,5304
5304,0,23,0,12,0,9,0,29.711876687600515,5305
5305,5,0,17,10,0,2,4,34.8407771743574,5306
5306,0,21,1,0,0,16,5,24.310408203587766,5307
5307,0,40,3,9,0,0,2,31.319352812286887,5308
5308,6,24,13,0,0,7,0,38.01483555425729,5309
5309,11,1,4,1,0,0,6,40.841421120907064,5310
5310,0,2,10,20,3,1,4,73.68325498300227,5311
5311,27,22,2,2,1,16,7,89.12335923010798,5312
5312,2,24,10,6,0,14,7,49.17158042202703,5313
5313,1,1,12,7,3,1,3,77.5313535149372,5314
5314,15,2,0,1,0,1,5,34.05740609515709,5315
5315,0,32,5,0,0,14,3,26.708050865426507,5316
5316,0,7,8,0,6,6,5,68.54789460979352,5317
5317,5,7,10,12,0,9,7,49.08986509110866,5318
5318,0,39,18,33,2,1,4,75.03865559056491,5319
5319,5,38,11,0,0,6,3,37.25198419598508,5320
5320,25,0,8,14,0,0,0,34.95658017002434,5321
5321,5,6,12,15,0,0,7,43.715785639379945,5322
5322,0,14,0,36,1,3,4,67.89402857184349,5323
5323,0,4,0,0,0,7,0,15.727983349925626,5324
5324,1,8,7,29,5,1,1,80.48048088957522,5325
5325,1,0,3,11,0,14,7,31.271610422853307,5326
5326,1,1,18,12,0,12,6,43.831648871532806,5327
5327,0,20,15,12,0,8,2,39.574662509949356,5328
5328,0,11,1,19,0,0,4,29.378104475921944,5329
5329,25,14,3,10,0,10,7,49.85270927763304,5330
5330,1,10,3,18,0,4,6,39.445164639491594,5331
5331,1,15,1,21,0,10,2,41.04585750669942,5332
5332,4,10,3,17,0,12,0,47.536889509282865,5333
5333,5,17,13,0,0,9,3,37.115781226057116,5334
5334,30,8,1,9,0,10,0,48.77658535191979,5335
5335,8,14,1,12,1,4,6,85.22074079196183,5336
5336,1,11,1,6,0,0,6,33.049336324092906,5337
5337,14,28,1,27,0,4,5,48.027327761546665,5338
5338,3,8,3,0,2,2,5,67.6011194056291,5339
5339,6,18,1,6,5,1,6,84.33533687306087,5340
5340,0,0,1,0,0,10,7,11.64103162515246,5341
5341,1,2,7,12,0,1,5,35.862443572002746,5342
5342,5,1,16,2,0,1,5,42.50338990732396,5343
5343,4,9,6,0,0,3,3,33.53977601245312,5344
5344,0,34,10,10,0,1,0,32.722490788063375,5345
5345,5,0,2,1,0,1,2,28.6356215368208,5346
5346,0,40,3,1,4,10,3,77.45653903545279,5347
5347,1,11,3,0,0,5,0,25.808868896191417,5348
5348,0,0,0,1,1,16,5,57.58898282715145,5349
5349,28,0,14,0,0,4,7,27.252944489907698,5350
5350,15,29,0,2,0,1,3,36.35285242216118,5351
5351,6,0,9,0,0,8,4,26.29255687083586,5352
5352,21,21,9,29,0,7,3,52.42055007250785,5353
5353,1,43,11,22,2,2,4,79.3839275907709,5354
5354,6,4,15,36,0,7,5,51.71895312570721,5355
5355,12,1,17,16,0,13,5,52.57035326437571,5356
5356,0,6,1,20,2,3,7,73.00218634968908,5357
5357,13,11,10,0,0,4,7,36.31198723367486,5358
5358,0,28,7,0,0,12,7,26.156277180360682,5359
5359,16,14,6,3,0,15,5,51.99819825478665,5360
5360,0,27,5,3,2,1,1,71.02700163627597,5361
5361,2,1,0,16,2,4,7,76.42117633210617,5362
5362,8,12,4,24,0,11,6,50.96291442374359,5363
5363,2,13,15,5,0,2,2,43.320759739805155,5364
5364,12,0,13,1,2,7,3,77.92640164364127,5365
5365,27,3,5,6,0,3,4,48.48362599534369,5366
5366,1,14,9,3,2,2,0,76.12150183211921,5367
5367,1,0,6,23,2,7,5,71.6127073932396,5368
5368,2,0,0,5,0,3,3,25.979196822701123,5369
5369,1,0,5,1,2,15,6,70.4820484992936,5370
5370,1,39,15,6,1,0,5,77.2316718432024,5371
5371,6,22,6,0,0,3,7,34.949684338308906,5372
5372,1,4,6,0,3,12,7,71.09512176442709,5373
5373,1,5,10,9,0,6,4,41.611155406497836,5374
5374,2,5,0,18,0,4,6,37.87172455705337,5375
5375,5,0,3,3,0,0,5,29.977424787539817,5376
5376,2,7,3,8,0,0,5,39.295317710211044,5377
5377,7,2,5,0,4,4,3,76.74816384475088,5378
5378,1,1,1,5,0,0,5,32.252425978646855,5379
5379,18,33,9,10,0,4,3,50.45207691983878,5380
5380,11,35,12,28,0,3,6,51.03100372092596,5381
5381,9,6,16,1,0,0,2,43.63411046402629,5382
5382,4,8,12,24,3,2,0,86.37854491766026,5383
5383,2,8,1,7,0,1,5,38.382610100109424,5384
5384,1,1,14,7,0,4,1,40.39874031068177,5385
5385,13,23,8,0,0,7,1,37.67432310930942,5386
5386,10,17,5,21,2,6,4,89.79076239237338,5387
5387,5,1,21,0,0,0,0,31.475963640471843,5388
5388,8,18,12,19,1,12,3,91.41853667927747,5389
5389,0,17,6,7,0,7,0,36.70707623087415,5390
5390,0,0,0,23,3,9,7,60.98770261718101,5391
5391,0,13,19,1,0,0,4,31.700720411469945,5392
5392,11,4,9,16,4,1,7,86.32413829588697,5393
5393,12,13,2,5,0,4,4,46.331287796353095,5394
5394,9,0,17,2,0,9,6,39.88109946933251,5395
5395,0,27,6,4,0,2,2,33.240123024297844,5396
5396,0,37,8,10,0,0,4,32.72249293981972,5397
5397,0,30,0,32,0,9,2,31.782528246621748,5398
5398,0,12,3,20,0,9,7,36.33246249115844,5399
5399,0,0,13,8,1,6,7,66.1980595881339,5400
5400,1,0,9,12,0,4,3,30.638173751853103,5401
5401,10,12,10,4,0,2,6,45.20066475404968,5402
5402,1,22,21,20,0,16,5,47.468808106195404,5403
5403,0,3,0,9,0,2,2,24.167341666416558,5404
5404,6,27,0,0,0,0,6,23.35682105836531,5405
5405,4,15,17,0,0,10,4,37.64704093021338,5406
5406,1,27,1,8,5,13,1,84.47161871215354,5407
5407,27,2,3,0,0,6,0,35.37207129365042,5408
5408,4,32,13,10,0,4,2,49.192025565839465,5409
5409,20,2,9,2,2,1,0,83.10940616530699,5410
5410,3,19,1,30,0,5,2,45.2688042395467,5411
5411,0,33,2,23,3,4,7,76.97292348384764,5412
5412,14,0,6,2,1,5,6,75.9035276040315,5413
5413,1,7,4,27,1,8,2,81.74726316603156,5414
5414,12,6,0,11,0,1,2,36.822820429563386,5415
5415,5,0,1,0,1,0,7,55.4434192746563,5416
5416,13,19,8,0,0,6,0,37.38140605445902,5417
5417,2,18,7,33,3,1,1,84.16508494980077,5418
5418,5,20,7,0,2,12,7,76.31904812280285,5419
5419,25,43,5,3,0,15,1,53.25830912183305,5420
5420,0,1,0,13,0,0,6,22.954929436652062,5421
5421,1,21,3,23,3,1,7,76.959238657774,5422
5422,0,0,15,6,0,0,4,22.042217525767178,5423
5423,11,0,3,14,0,7,0,37.55846848104311,5424
5424,6,22,13,9,0,4,5,49.6551493678479,5425
5425,2,18,0,0,0,16,3,28.111168758644116,5426
5426,6,16,0,14,0,1,0,35.896520489296755,5427
5427,0,17,5,0,3,0,5,60.36786688787479,5428
5428,2,28,9,29,1,0,0,81.87664057279758,5429
5429,15,18,8,10,0,16,1,52.87006074558658,5430
5430,15,13,3,2,0,3,4,46.05203119351431,5431
5431,6,42,13,2,5,5,5,93.12802629245984,5432
5432,15,38,0,3,0,1,6,36.8092001320247,5433
5433,3,21,5,8,0,1,7,41.27737889540074,5434
5434,1,39,3,22,0,2,5,37.25193543448675,5435
5435,5,4,14,1,0,16,6,49.04215999282589,5436
5436,0,1,0,0,4,7,2,57.92271847152748,5437
5437,0,25,1,21,0,10,7,36.29160088370128,5438
5438,3,0,9,24,0,8,6,37.64701295970084,5439
5439,0,29,6,5,2,0,4,71.3880173079917,5440
5440,1,0,10,5,0,10,0,31.598579294767394,5441
5441,4,20,3,0,0,0,1,27.913636804632517,5442
5442,0,7,12,30,0,10,5,40.04460900961405,5443
5443,28,0,14,20,0,1,6,36.33925148469782,5444
5444,1,2,1,21,0,1,7,33.34908969802109,5445
5445,1,13,15,29,0,12,1,45.105355658098155,5446
5446,1,0,7,23,0,1,6,26.224374354851882,5447
5447,2,0,20,0,0,0,6,20.01236232004574,5448
5448,3,21,3,0,4,5,1,73.76501333116981,5449
5449,1,0,17,0,5,9,6,63.63036363442466,5450
5450,0,0,6,12,1,6,0,65.35348931368355,5451
5451,6,11,7,26,0,3,2,49.048983404504426,5452
5452,0,0,6,35,3,2,7,64.50895991100374,5453
5453,1,22,7,6,0,2,1,37.027182963180124,5454
5454,15,6,1,3,3,0,7,82.755254778678,5455
5455,3,29,1,0,6,0,3,70.795473795308,5456
5456,0,0,10,8,0,1,5,21.51772387254463,5457
5457,3,12,0,34,4,0,0,76.55745817706713,5458
5458,1,22,3,18,0,12,5,42.176481267255745,5459
5459,2,30,1,5,0,10,3,45.10530618025752,5460
5460,5,0,5,4,3,4,5,77.98088928387912,5461
5461,6,43,0,15,0,4,6,41.372732451930865,5462
5462,0,8,13,1,0,9,0,36.420990475792415,5463
5463,28,8,5,1,2,13,4,89.7498807098633,5464
5464,2,11,22,24,2,7,1,89.70225161414777,5465
5465,23,1,14,35,0,15,4,54.27995042921053,5466
5466,3,0,3,9,0,14,2,36.775200658716756,5467
5467,1,22,10,0,0,1,5,24.22183647990343,5468
5468,4,14,14,6,0,1,3,43.22538539597397,5469
5469,13,11,13,0,0,15,1,40.40564332110511,5470
5470,0,16,9,4,0,4,6,36.277915332005215,5471
5471,20,8,0,1,0,0,5,35.03826681913733,5472
5472,0,3,10,0,2,10,1,64.69288590701461,5473
5473,15,0,6,4,0,12,6,40.40553575908079,5474
5474,0,15,11,3,0,5,7,36.12128729904956,5475
5475,3,15,11,10,0,3,1,46.37217736886391,5476
5476,7,15,9,13,1,6,3,88.93257827633576,5477
5477,18,37,2,16,0,6,3,49.702880274787915,5478
5478,0,27,14,18,0,13,2,41.20254362984353,5479
5479,10,7,9,2,0,5,3,47.89790517977035,5480
5480,13,10,4,0,0,4,4,35.86244070499587,5481
5481,3,0,8,16,0,6,2,37.23837752000439,5482
5482,7,9,0,0,0,5,1,27.293841949826287,5483
5483,13,6,8,30,0,8,5,51.75980971249054,5484
5484,4,39,2,0,0,1,5,28.724149526094827,5485
5485,3,19,9,1,0,8,6,45.80684290476535,5486
5486,0,6,3,20,6,9,3,80.58269298626055,5487
5487,9,9,1,20,0,1,4,41.93809989943689,5488
5488,2,0,1,0,1,1,0,53.72708689436011,5489
5489,17,21,5,21,1,0,6,84.78486618809848,5490
5490,5,0,1,0,0,5,5,21.41551176944509,5491
5491,7,22,6,0,0,0,3,31.264821433544565,5492
5492,0,1,4,17,0,1,1,30.70631396583844,5493
5493,22,28,14,0,2,2,4,74.5482718343591,5494
5494,0,22,2,19,0,6,5,36.08046010686563,5495
5495,13,12,18,10,2,4,2,90.655719018435,5496
5496,25,27,10,3,0,0,4,45.69110085019003,5497
5497,0,12,0,10,3,4,7,69.56947784062976,5498
5498,23,24,5,5,0,14,3,52.65209297235849,5499
5499,1,33,0,0,0,2,3,16.5929743803427,5500
5500,0,5,14,32,0,1,2,34.105173576905614,5501
5501,19,21,9,29,1,11,5,92.07917952557821,5502
5502,2,20,14,3,0,3,5,45.670586154302875,5503
5503,10,19,3,0,6,8,7,79.79943448661955,5504
5504,0,42,11,4,0,1,2,33.696473599667044,5505
5505,16,5,0,3,0,1,6,35.6853374039118,5506
5506,10,25,4,17,0,3,5,48.81736665493467,5507
5507,4,21,10,3,0,17,5,50.88117973438756,5508
5508,4,8,0,14,4,5,6,81.12071085749103,5509
5509,11,17,16,0,0,5,3,37.170218673476754,5510
5510,1,26,9,0,3,0,7,65.5169766193769,5511
5511,10,0,0,5,0,10,3,31.394273412103836,5512
5512,6,20,5,26,2,9,3,90.08365148148776,5513
5513,25,11,7,1,0,0,2,43.49786160124454,5514
5514,12,8,14,1,0,7,1,48.70841503108692,5515
5515,28,34,1,0,4,9,1,78.67566353616238,5516
5516,4,0,13,0,4,2,0,62.81980143307463,5517
5517,11,4,0,21,0,5,5,41.10029352784864,5518
5518,3,12,0,1,0,3,7,35.1676148257086,5519
5519,1,7,15,2,0,6,1,41.61119771122592,5520
5520,1,38,9,18,0,13,6,44.79203505082349,5521
5521,3,10,0,0,2,9,5,66.16404434273987,5522
5522,3,25,9,0,0,9,1,35.222245874427415,5523
5523,3,39,5,0,0,0,2,29.83442135454377,5524
5524,0,0,17,8,0,14,7,29.820851255691604,5525
5525,8,2,5,4,2,2,7,83.08218062883932,5526
5526,1,9,15,15,0,3,2,42.040303393463944,5527
5527,1,30,12,0,0,8,3,30.733520144550795,5528
5528,2,0,1,22,0,0,4,28.60159839787774,5529
5529,1,26,0,15,0,9,5,34.69091016688508,5530
5530,17,0,13,2,0,1,0,34.39123279948183,5531
5531,8,41,5,0,0,0,3,32.197975625738586,5532
5532,3,1,2,32,0,11,7,46.06566152898887,5533
5533,3,33,16,1,5,11,5,91.24826826526893,5534
5534,1,14,20,1,0,2,1,37.429052355491145,5535
5535,20,39,1,6,3,0,7,84.55331611772826,5536
5536,0,7,6,0,0,4,4,23.11158114315822,5537
5537,24,15,13,14,0,11,0,52.97904750132281,5538
5538,4,2,20,7,0,10,4,50.15921723078268,5539
5539,1,0,3,26,3,2,4,67.29458779530563,5540
5540,16,0,0,28,2,10,1,72.98857179039479,5541
5541,0,0,5,13,0,11,5,27.750178187295187,5542
5542,0,0,3,1,0,3,5,21.41552324156676,5543
5543,8,13,4,24,0,2,5,45.575236903741946,5544
5544,2,34,15,5,0,8,6,48.57900177677247,5545
5545,0,0,3,0,0,15,5,14.379278516281932,5546
5546,3,5,20,34,0,17,1,53.33321537979201,5547
5547,1,5,14,25,0,4,7,42.19691135409613,5548
5548,0,0,5,17,0,15,3,28.8264154095924,5549
5549,11,14,2,13,0,10,7,48.83782829072379,5550
5550,0,7,5,0,0,1,2,18.868030782758236,5551
5551,0,32,0,7,2,4,1,67.97575107205319,5552
5552,1,8,7,6,0,12,2,43.089211103074845,5553
5553,9,23,6,1,0,9,1,48.0000505950726,5554
5554,9,7,0,22,2,15,0,83.6202823862236,5555
5555,0,0,7,0,0,9,4,14.004725732806248,5556
5556,11,37,3,13,0,0,2,44.13814893399935,5557
5557,19,38,2,2,5,1,4,86.43311716407895,5558
5558,1,0,1,4,5,10,3,72.21208292653786,5559
5559,1,11,6,0,0,4,7,27.518542072191227,5560
5560,3,3,17,1,0,2,2,41.951682189346,5561
5561,3,3,19,19,0,4,5,48.435945993060606,5562
5562,3,43,4,30,0,0,0,43.300333954293905,5563
5563,3,29,13,6,0,6,6,48.45641193031534,5564
5564,1,0,16,3,0,4,0,30.427010036369477,5565
5565,0,0,17,5,0,1,0,22.049035205888458,5566
5566,4,11,0,29,0,2,0,35.787514370209855,5567
5567,5,2,11,29,0,9,1,49.82548732465103,5568
5568,0,0,0,0,0,2,7,0.7288669576306003,5569
5569,11,24,8,16,0,16,2,53.483036493728164,5570
5570,3,0,3,19,1,1,2,69.01777872694775,5571
5571,5,32,1,3,0,1,7,39.96960953353584,5572
5572,0,8,1,0,4,1,2,58.665083815444966,5573
5573,0,25,12,35,0,5,4,38.68237064783252,5574
5574,24,6,14,2,2,10,4,91.01670672373236,5575
5575,0,12,6,5,0,1,0,31.0196195188705,5576
5576,5,8,12,20,0,0,1,44.41738473984756,5577
5577,4,13,14,0,0,6,7,35.67172643601854,5578
5578,0,26,0,19,0,8,3,30.358944410554052,5579
5579,7,0,15,24,0,2,6,36.087254840560014,5580
5580,7,7,6,20,0,6,1,49.607533893280944,5581
5581,7,38,8,1,2,6,5,88.04042551168122,5582
5582,0,39,9,21,0,8,4,39.48611731754229,5583
5583,24,5,0,0,0,13,0,30.897045453097206,5584
5584,4,12,1,29,4,1,2,83.21157381123972,5585
5585,0,8,17,4,0,5,7,37.265591584077434,5586
5586,2,0,9,0,2,2,0,58.27004428694268,5587
5587,5,23,2,8,5,4,4,89.06201376087127,5588
5588,1,0,0,33,0,2,5,19.651365296703087,5589
5589,1,23,3,10,2,9,7,79.94921258371596,5590
5590,8,32,10,21,0,5,2,50.88801748505817,5591
5591,2,4,2,4,2,6,2,83.82452661568387,5592
5592,1,5,0,15,0,6,0,33.21285446225621,5593
5593,1,5,5,0,0,1,4,22.941281891493805,5594
5594,3,13,1,9,2,9,7,83.83818634835079,5595
5595,25,2,5,3,2,6,5,88.85088732357359,5596
5596,4,0,6,19,0,4,4,36.76158538157896,5597
5597,1,11,1,0,0,12,3,27.341462438106994,5598
5598,3,10,4,1,0,1,2,39.567737990833194,5599
5599,26,38,0,7,4,1,4,79.94925919045556,5600
5600,4,16,11,30,0,2,2,45.943093912206905,5601
5601,4,30,7,19,0,1,2,44.049583661762846,5602
5602,9,1,7,0,0,8,5,36.243867100064854,5603
5603,5,17,12,12,5,2,2,88.83047157681705,5604
5604,19,23,13,8,1,3,5,89.50471105993438,5605
5605,9,27,0,0,0,1,6,23.738277573929047,5606
5606,11,8,9,2,0,10,2,50.26820398419889,5607
5607,17,21,1,0,0,2,1,30.726777043592257,5608
5608,1,17,0,1,0,10,0,32.027658449549364,5609
5609,23,19,12,14,6,7,7,96.39715357282792,5610
5610,1,29,0,1,0,3,3,30.665335472716304,5611
5611,18,18,5,24,4,7,0,93.22337841139237,5612
5612,0,33,3,7,0,0,4,30.134158236904696,5613
5613,14,8,3,11,1,14,0,88.95983751187082,5614
5614,0,22,4,9,0,3,6,35.446930220612096,5615
5615,7,40,12,7,1,2,4,85.39100131706138,5616
5616,0,0,10,0,0,2,0,9.297882351894895,5617
5617,20,2,7,31,0,7,6,51.085515021612984,5618
5618,1,35,17,6,0,1,6,38.36896829060259,5619
5619,11,16,6,1,0,2,2,43.59318217081893,5620
5620,4,38,3,0,4,15,2,79.0161680950672,5621
5621,10,41,0,5,0,2,5,37.85133821144689,5622
5622,0,1,0,16,0,10,6,29.275889509636755,5623
5623,0,3,12,22,2,1,2,72.92043015273201,5624
5624,1,4,12,12,0,9,5,42.96661624658871,5625
5625,3,3,7,25,0,10,0,48.07500847948969,5626
5626,0,18,8,26,3,9,6,80.51454203055248,5627
5627,22,22,0,1,0,15,5,43.22540260879653,5628
5628,19,6,8,4,2,10,1,90.74427066679347,5629
5629,32,6,0,15,0,8,2,43.86568419907631,5630
5630,13,1,0,0,0,13,5,29.73907138777701,5631
5631,2,17,2,1,1,17,5,84.46475514873151,5632
5632,0,0,17,24,1,4,4,66.90645414327825,5633
5633,5,6,3,19,1,2,0,81.29089968490078,5634
5634,25,6,9,20,0,8,7,51.800694265692236,5635
5635,0,6,8,0,0,1,4,19.004271045201723,5636
5636,2,6,2,18,0,2,6,40.48047356871791,5637
5637,6,23,3,28,0,2,7,44.063203961621554,5638
5638,2,9,0,0,0,11,4,26.537729389955217,5639
5639,0,1,19,6,0,5,3,37.2587932693539,5640
5640,28,28,1,23,0,15,4,52.11403925439843,5641
5641,16,3,3,10,3,6,4,89.57965101559601,5642
5642,6,24,2,24,0,1,5,43.2117916309408,5643
5643,1,5,3,0,0,0,1,21.388281928236477,5644
5644,1,9,0,21,0,4,3,33.28772916335107,5645
5645,1,0,13,18,0,0,1,27.08947940706591,5646
5646,1,22,0,10,2,11,2,74.73206804917884,5647
5647,3,8,6,2,0,0,5,40.57578839922908,5648
5648,3,15,3,2,0,0,3,38.811714349389895,5649
5649,15,3,3,3,5,1,2,85.78604514238924,5650
5650,1,0,2,0,0,2,1,11.525298186882647,5651
5651,1,33,0,16,3,6,6,75.835485632524,5652
5652,1,15,4,24,0,10,3,43.000635793994256,5653
5653,1,7,3,3,0,0,6,33.437601194226666,5654
5654,2,4,9,20,3,1,3,83.4158947559248,5655
5655,0,0,1,0,2,4,0,49.42245924368415,5656
5656,16,28,11,1,3,5,2,90.81237932282292,5657
5657,0,9,2,3,2,2,3,69.41287345897963,5658
5658,1,13,12,5,0,2,2,37.871753236129294,5659
5659,12,1,15,3,0,1,5,44.17214267288412,5660
5660,10,2,14,27,2,1,2,85.51362342621658,5661
5661,4,27,2,12,0,7,0,46.80812152016192,5662
5662,6,0,10,24,0,15,0,41.761031019630835,5663
5663,7,14,1,36,0,13,0,49.355540831809954,5664
5664,16,3,2,19,4,11,1,91.22101906780621,5665
5665,0,29,4,0,0,15,6,26.912347434002466,5666
5666,2,1,0,4,5,0,7,74.9705304420129,5667
