,character,nose,mouth,eyes,earrings,neck,whiskers,hat,burned,Rarity score,Token Id
3641,Simon,Tiny,Straight,Looking Up,None,Plain,Whiskers,No Hat,Burned,2.4831040639746487,3641
3642,Reepicheep,No Nose,Smile,Looking Right,None,Plain,Whiskers,Karate Kid,Burned,15.747708743344829,3642
3643,Alvin,Dark,Small Smile,Crosseyed,None,Plain,Big Whiskers,Karate Kid,Burned,31.295865416883416,3643
3644,Alvin,Dark,Big Frown,Looking Right,None,Gold Chain,Big Whiskers,No Hat,Not Burned,49.44903296015055,3644
3645,Alvin,Tiny,Big Smile,Crazy,None,Red Necklace,Whiskers,Cheese,Burned,45.950819066239426,3645
3646,Jerry,No Nose,Frown,Looking Left,None,Black Necklace,Tiny Whiskers,No Hat,Burned,26.915279184638287,3646
3647,Templeton,Tiny,Smile,Looking Left,None,Red Necklace,Whiskers,No Hat,Burned,21.663940736591076,3647
3648,Jerry,Normal,Big Frown,Looking Up,None,Plain,No Whiskers,No Hat,Burned,14.374168465619155,3648
3649,Matthias,Big,Big Frown,Crosseyed,None,Plain,Whiskers,No Hat,Burned,2.4144461984862633,3649
3650,Common,Normal,Big Frown,Looking Left,None,Plain,Whiskers,Halo,Not Burned,27.84792173362552,3650
3651,Reepicheep,Dark,Frown,Crosseyed,None,Red Necklace,Tiny Whiskers,No Hat,Burned,27.883853738045268,3651
3652,Stuart,No Nose,Big Smile,Crosseyed,None,Plain,Whiskers,Karate Kid,Burned,15.56337080396782,3652
3653,Stuart,Tiny,Straight,Looking Up,None,Red Necklace,Tiny Whiskers,Halo,Burned,43.68827412618884,3653
3654,Templeton,No Nose,Small Smile,Looking Right,None,Red Necklace,Tiny Whiskers,No Hat,Burned,27.771779549832214,3654
3655,Stuart,Tiny,Big Frown,VR Goggles,None,Black Necklace,Whiskers,Elvis,Not Burned,54.04942247939135,3655
3656,Common,Big,Smile,Looking Left,None,Plain,Whiskers,Motorcycle Helmet,Not Burned,28.216578464848048,3656
3657,Templeton,Tiny,Big Frown,Crosseyed,Flower,Plain,Big Whiskers,Construction Hat,Burned,61.956099599068516,3657
3658,Alvin,Normal,Small Smile,Looking Left,None,Red Necklace,Tiny Whiskers,Construction Hat,Not Burned,54.94548748104118,3658
3659,Templeton,Dark,Small Smile,Looking Up,None,Plain,Tiny Whiskers,No Hat,Burned,8.200980884704027,3659
3660,Common,No Nose,Small Frown,Closed,None,Red Necklace,Whiskers,No Hat,Not Burned,36.10252819099988,3660
3661,Stuart,No Nose,Frown,Looking Up,None,Fancy,No Whiskers,Halo,Not Burned,62.263554158158506,3661
3662,Common,Normal,Frown,Sunglasses,None,Plain,Tiny Whiskers,Karate Kid,Not Burned,36.810846716539494,3662
3663,Templeton,Tiny,Small Frown,Looking Up,None,Plain,Big Whiskers,Cheese,Not Burned,42.98728918045814,3663
3664,Stuart,Big,Big Frown,Sunglasses,None,Plain,Tiny Whiskers,Halo,Not Burned,39.02623789629408,3664
3665,Stuart,No Nose,Big Smile,Looking Up,None,Red Necklace,Whiskers,Bane,Not Burned,49.260897196253,3665
3666,Jerry,Dark,Smile,Bandit Mask,None,Plain,Tiny Whiskers,Elvis,Burned,27.93477027331176,3666
3667,Matthias,No Nose,Big Frown,Looking Right,None,Plain,Tiny Whiskers,No Hat,Burned,8.674446161092558,3667
3668,Common,No Nose,Big Frown,Looking Right,None,Plain,Whiskers,Construction Hat,Not Burned,26.330006839564852,3668
3669,Reepicheep,No Nose,Big Frown,Looking Left,None,Fancy,Whiskers,No Hat,Burned,21.909780088547848,3669
3670,Common,Tiny,Big Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,0.6687221033375064,3670
3671,Reepicheep,Dark,Big Frown,Looking Up,None,Plain,No Whiskers,Karate Kid,Burned,29.250238623975612,3671
3672,Stuart,No Nose,Small Smile,Closed,None,Plain,Big Whiskers,Halo,Burned,35.82090289505935,3672
3673,Simon,Normal,Straight,Crosseyed,None,Plain,Whiskers,No Hat,Burned,2.6891384172985395,3673
3674,Matthias,Normal,Small Smile,Looking Right,Bar,Plain,Tiny Whiskers,Elvis,Burned,56.83895934004271,3674
3675,Templeton,Big,Straight,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,8.244322723725354,3675
3676,Matthias,Tiny,Small Smile,Crosseyed,None,Plain,Tiny Whiskers,Elvis,Burned,25.78789454523888,3676
3677,Reepicheep,Dark,Small Smile,Looking Up,None,Red Necklace,Whiskers,No Hat,Burned,21.172370480349535,3677
3678,Reepicheep,Big,Big Smile,Sunglasses,Flower,Plain,Whiskers,No Hat,Burned,37.80806959070848,3678
3679,Common,Tiny,Frown,Crazy,None,Plain,Whiskers,No Hat,Burned,5.920463983017263,3679
3680,Matthias,Dark,Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,2.8337328197431217,3680
3681,Jerry,Big,Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,0.5132514920244963,3681
3682,Common,Tiny,Smile,Looking Left,None,Red Necklace,Tiny Whiskers,Halo,Not Burned,53.82875313654555,3682
3683,Common,Big,Big Smile,Looking Right,None,Plain,Big Whiskers,No Hat,Burned,13.112814785284213,3683
3684,Common,Big,Smile,Crosseyed,None,Plain,Big Whiskers,No Hat,Not Burned,23.836425639342302,3684
3685,Reepicheep,Dark,Smile,Looking Left,None,Plain,Tiny Whiskers,Karate Kid,Not Burned,32.394399348075275,3685
3686,Stuart,Dark,Big Smile,Looking Up,None,Gold Chain,Tiny Whiskers,No Hat,Not Burned,39.926161798371155,3686
3687,Common,Normal,Smile,Looking Right,None,Plain,Tiny Whiskers,Halo,Burned,23.5182621762274,3687
3688,Alvin,Big,Frown,Sunglasses,None,Plain,Tiny Whiskers,Elvis,Not Burned,41.76933301891268,3688
3689,Simon,No Nose,Small Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,2.356665268207862,3689
3690,Jerry,Normal,Small Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.0698672254206307,3690
3691,Stuart,Dark,Smile,Looking Left,None,Black Necklace,Big Whiskers,No Hat,Burned,33.160450737635095,3691
3692,Jerry,Big,Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.153650661847912,3692
3693,Matthias,Tiny,Small Smile,Crosseyed,None,Red Necklace,Tiny Whiskers,Bane,Not Burned,57.623381698477274,3693
3694,Templeton,Dark,Frown,Crosseyed,None,Plain,Big Whiskers,Elvis,Not Burned,42.6041919193345,3694
3695,Matthias,Dark,Small Smile,Looking Up,None,Plain,Big Whiskers,Motorcycle Helmet,Burned,33.21869832848508,3695
3696,Stuart,No Nose,Small Smile,Looking Left,None,Plain,Whiskers,No Hat,Burned,0.7410339416177162,3696
3697,Templeton,Dark,Small Smile,Looking Left,None,Black Necklace,Tiny Whiskers,Cheese,Not Burned,55.632155865019406,3697
3698,Reepicheep,Normal,Big Frown,Crazy,None,Plain,Whiskers,No Hat,Burned,6.3469583930208575,3698
3699,Reepicheep,Tiny,Big Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,1.550667188619098,3699
3700,Reepicheep,Normal,Frown,Looking Left,None,Black Necklace,Whiskers,No Hat,Not Burned,31.505414918863238,3700
3701,Reepicheep,Tiny,Big Smile,3D Glasses,None,Plain,Whiskers,Karate Kid,Not Burned,33.03067171870572,3701
3702,Reepicheep,No Nose,Big Smile,Crosseyed,None,Red Necklace,Big Whiskers,No Hat,Burned,34.56997288953823,3702
3703,Stuart,Dark,Frown,Bandit Mask,None,Fancy,Whiskers,Karate Kid,Not Burned,50.24387613961626,3703
3704,Stuart,Normal,Small Smile,Looking Up,None,Black Necklace,Whiskers,No Hat,Burned,20.077245423390202,3704
3705,Jerry,Big,Smile,Looking Right,Bar,Plain,Tiny Whiskers,Construction Hat,Burned,53.622486774935254,3705
3706,Matthias,Big,Smile,Crosseyed,None,Plain,Big Whiskers,No Hat,Burned,15.310276303692962,3706
3707,Common,Dark,Big Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,0.6253061526883983,3707
3708,Reepicheep,Tiny,Big Smile,Bandit Mask,None,Black Necklace,Whiskers,Construction Hat,Burned,40.60562962236176,3708
3709,Common,Tiny,Big Smile,Looking Right,None,Black Necklace,Big Whiskers,No Hat,Burned,33.26886987236855,3709
3710,Stuart,Big,Straight,Looking Up,None,Fancy,Whiskers,No Hat,Burned,20.836297951450444,3710
3711,Common,No Nose,Big Frown,Looking Right,None,Plain,No Whiskers,Construction Hat,Burned,29.337044492258634,3711
3712,Templeton,Normal,Big Frown,Looking Right,None,Plain,Whiskers,Karate Kid,Burned,16.065725822723927,3712
3713,Templeton,Dark,Small Frown,Looking Left,None,Fancy,Big Whiskers,No Hat,Burned,35.55299700438294,3713
3714,Templeton,Big,Big Frown,Looking Up,None,Plain,Tiny Whiskers,No Hat,Burned,7.510600689838752,3714
3715,Alvin,No Nose,Small Frown,Crazy,None,Plain,Whiskers,Elvis,Burned,25.423091319187495,3715
3716,Reepicheep,Tiny,Smile,Looking Left,None,Plain,Tiny Whiskers,Karate Kid,Burned,21.913442356105698,3716
3717,Common,Normal,Big Smile,Looking Right,None,Black Necklace,Whiskers,Halo,Not Burned,47.59482757255073,3717
3718,Templeton,Big,Big Smile,Looking Up,None,Gold Chain,Whiskers,No Hat,Not Burned,34.47984848396884,3718
3719,Alvin,Normal,Smile,Looking Left,None,Red Necklace,Whiskers,No Hat,Not Burned,33.543787643498945,3719
3720,Stuart,Normal,Straight,Closed,None,Plain,Tiny Whiskers,Karate Kid,Not Burned,36.88310541973392,3720
3721,Jerry,Dark,Small Smile,Looking Left,None,Plain,Whiskers,Construction Hat,Burned,16.44157010580982,3721
3722,Common,Dark,Big Smile,Looking Up,Flower,Gold Chain,Whiskers,No Hat,Not Burned,65.06746506150351,3722
3723,Reepicheep,No Nose,Big Frown,Looking Left,None,Plain,No Whiskers,No Hat,Not Burned,25.44113447104057,3723
3724,Matthias,Tiny,Frown,Looking Up,None,Plain,Tiny Whiskers,No Hat,Burned,8.920245746530993,3724
3725,Reepicheep,Normal,Smile,Sunglasses,None,Plain,Whiskers,No Hat,Not Burned,17.142976876284845,3725
3726,Templeton,Tiny,Smile,Crosseyed,None,Black Necklace,Whiskers,No Hat,Burned,22.025371949802715,3726
3727,Templeton,Normal,Small Frown,Looking Right,Flower,Fancy,Big Whiskers,Karate Kid,Not Burned,91.42519062834201,3727
3728,Stuart,Dark,Frown,Crosseyed,None,Black Necklace,Handlebar,No Hat,Not Burned,47.36373996731498,3728
3729,Simon,Big,Small Smile,Looking Left,None,Red Necklace,Big Whiskers,No Hat,Burned,34.12182400238642,3729
3730,Jerry,Normal,Big Smile,Looking Right,None,Plain,Whiskers,No Hat,Burned,1.1168691817752945,3730
3731,Common,Dark,Small Smile,Looking Right,None,Black Necklace,Tiny Whiskers,No Hat,Burned,26.3658788330419,3731
3732,Simon,Normal,Smile,Closed,None,Red Necklace,Whiskers,No Hat,Burned,26.83954039838263,3732
3733,Reepicheep,No Nose,Frown,Looking Left,None,Red Necklace,Whiskers,No Hat,Not Burned,31.754795080094677,3733
3734,Stuart,Tiny,Big Frown,Looking Left,None,Black Necklace,Whiskers,No Hat,Burned,20.27246970864902,3734
3735,Reepicheep,Dark,Small Smile,Looking Up,None,Fancy,Whiskers,Karate Kid,Not Burned,46.76005108197232,3735
3736,Templeton,Dark,Big Frown,Looking Left,None,Plain,Tiny Whiskers,No Hat,Burned,8.150391118582737,3736
3737,Common,Normal,Frown,Looking Right,None,Fancy,Whiskers,Cheese,Burned,38.4913872552709,3737
3738,Common,Big,Big Frown,Crosseyed,None,Plain,Big Whiskers,No Hat,Burned,13.326033073284094,3738
3739,Reepicheep,Dark,Small Smile,Sunglasses,None,Plain,Whiskers,No Hat,Not Burned,17.424904731349148,3739
3740,Common,Big,Small Smile,Crosseyed,None,Red Necklace,Whiskers,Construction Hat,Burned,35.36150149859821,3740
3741,Irradiated,Dark,Small Frown,Crosseyed,None,Plain,Big Whiskers,Construction Hat,Burned,34.69681906737243,3741
3742,Jerry,Dark,Small Frown,Closed,None,Plain,Big Whiskers,No Hat,Burned,19.44503441179061,3742
3743,Jerry,No Nose,Big Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,1.087987036311448,3743
3744,Simon,Tiny,Big Frown,Crosseyed,None,Gold Chain,Tiny Whiskers,Karate Kid,Not Burned,55.89594476438899,3744
3745,Reepicheep,No Nose,Straight,Looking Up,Flower,Plain,Whiskers,No Hat,Burned,33.084332785924616,3745
3746,Stuart,Tiny,Big Smile,Looking Right,None,Plain,No Whiskers,No Hat,Burned,14.468219727711476,3746
3747,Simon,Tiny,Straight,Sunglasses,None,Plain,Whiskers,No Hat,Not Burned,18.335663283026726,3747
3748,Matthias,Big,Big Frown,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,8.529853932538355,3748
3749,Simon,Big,Small Frown,Looking Up,Flower,Red Necklace,Tiny Whiskers,Construction Hat,Not Burned,84.56300937625997,3749
3750,Jerry,Dark,Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Burned,5.259031381209841,3750
3751,Alvin,Tiny,Big Frown,Looking Left,None,Plain,Handlebar,Construction Hat,Not Burned,45.37614569924456,3751
3752,Jerry,Dark,Smile,Looking Up,None,Plain,Whiskers,Cheese,Not Burned,29.033391304119622,3752
3753,Jerry,Dark,Small Frown,Looking Right,None,Plain,Whiskers,Karate Kid,Burned,15.592221868687611,3753
3754,Stuart,Big,Big Smile,Looking Right,None,Plain,Whiskers,Cheese,Not Burned,28.2346577771029,3754
3755,Reepicheep,Normal,Smile,Crazy,None,Red Necklace,Tiny Whiskers,Construction Hat,Not Burned,57.81494117149586,3755
3756,Stuart,Tiny,Small Frown,Crosseyed,None,Red Necklace,Tiny Whiskers,Karate Kid,Not Burned,51.8266742262805,3756
3757,Templeton,Big,Straight,Looking Right,None,Plain,Whiskers,Construction Hat,Burned,16.958429281233318,3757
3758,Jerry,Tiny,Big Frown,Looking Right,None,Plain,Tiny Whiskers,Elvis,Not Burned,34.32436233453005,3758
3759,Common,Big,Smile,Looking Up,None,Black Necklace,Tiny Whiskers,No Hat,Burned,25.661110169091383,3759
3760,Stuart,Tiny,Frown,Crosseyed,None,Black Necklace,Tiny Whiskers,Karate Kid,Burned,41.28121141545549,3760
3761,Jerry,No Nose,Small Frown,Bandit Mask,None,Plain,Whiskers,No Hat,Burned,5.363882229393768,3761
3762,Stuart,Normal,Frown,Crosseyed,Stud,Plain,Big Whiskers,No Hat,Burned,45.212916830317646,3762
3763,Jerry,Tiny,Big Frown,Looking Left,None,Red Necklace,Whiskers,Elvis,Not Burned,47.78642825618687,3763
3764,Alvin,No Nose,Frown,Looking Up,None,Red Necklace,Whiskers,No Hat,Burned,23.40238582598162,3764
3765,Common,Dark,Small Smile,Looking Up,None,Plain,Handlebar,Motorcycle Helmet,Not Burned,44.83408435464207,3765
3766,Common,No Nose,Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.222317215035936,3766
3767,Reepicheep,Big,Big Frown,Closed,None,Plain,Whiskers,Cheese,Burned,23.55095300042126,3767
3768,Jerry,Dark,Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.3265058088821193,3768
3769,Common,Normal,Big Smile,Crosseyed,Stud,Plain,Tiny Whiskers,No Hat,Burned,38.34633310084274,3769
3770,Matthias,Big,Frown,Looking Up,None,Plain,Big Whiskers,Karate Kid,Burned,29.293625653571524,3770
3771,Jerry,Big,Smile,Looking Left,None,Plain,Whiskers,Elvis,Burned,17.08856977197249,3771
3772,Jerry,No Nose,Frown,Looking Left,None,Red Necklace,Whiskers,Karate Kid,Burned,35.12301671149603,3772
3773,Templeton,No Nose,Big Frown,Closed,None,Plain,Tiny Whiskers,No Hat,Burned,13.333376075156547,3773
3774,Stuart,No Nose,Big Frown,Bandit Mask,None,Red Necklace,Tiny Whiskers,Elvis,Burned,47.05651886502289,3774
3775,Common,Big,Frown,Looking Left,None,Plain,Big Whiskers,No Hat,Burned,13.09837172273422,3775
3776,Alvin,No Nose,Straight,Looking Up,None,Plain,Big Whiskers,No Hat,Burned,16.748797363232896,3776
3777,Stuart,Dark,Small Smile,Crosseyed,None,Fancy,Whiskers,Bane,Not Burned,50.49329100495631,3777
3778,Reepicheep,Normal,Small Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Burned,7.485312141769682,3778
3779,Stuart,Dark,Big Smile,Crosseyed,None,Plain,Whiskers,No Hat,Burned,1.3807426703338552,3779
3780,Stuart,Dark,Smile,Crazy,None,Plain,Handlebar,No Hat,Not Burned,32.27913966397721,3780
3781,Jerry,Tiny,Small Frown,Looking Up,None,Black Necklace,Whiskers,No Hat,Burned,20.839840559812338,3781
3782,Reepicheep,Normal,Straight,Sunglasses,None,Red Necklace,Tiny Whiskers,Halo,Not Burned,60.073514432593555,3782
3783,Stuart,Big,Smile,Crazy,None,Plain,Whiskers,No Hat,Burned,5.201232737711936,3783
3784,Matthias,Big,Big Smile,Looking Right,None,Plain,Whiskers,Karate Kid,Burned,16.448830311884677,3784
3785,Simon,Tiny,Straight,Looking Left,None,Gold Chain,Tiny Whiskers,No Hat,Burned,31.006543617042166,3785
3786,Simon,Big,Straight,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,8.417831804499386,3786
3787,Templeton,Tiny,Big Frown,Looking Right,None,Plain,Tiny Whiskers,No Hat,Burned,8.179289178499754,3787
3788,Jerry,Big,Big Frown,Crosseyed,None,Plain,Handlebar,Construction Hat,Burned,32.15246916573516,3788
3789,Reepicheep,Dark,Smile,Crazy,None,Plain,Tiny Whiskers,No Hat,Burned,12.722538292574233,3789
3790,Simon,Big,Small Smile,Crosseyed,Flower,Black Necklace,Big Whiskers,Motorcycle Helmet,Not Burned,94.01606719710705,3790
3791,Alvin,Big,Big Smile,Looking Right,None,Red Necklace,Whiskers,Soldier,Not Burned,51.4907390347393,3791
3792,Simon,No Nose,Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,2.150620071263965,3792
3793,Matthias,No Nose,Small Smile,Looking Right,None,Plain,Tiny Whiskers,Bane,Not Burned,37.53728178475383,3793
3794,Jerry,Big,Small Smile,Looking Left,None,Plain,Big Whiskers,No Hat,Burned,13.445303488625543,3794
3795,Matthias,Big,Small Smile,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,8.594907004350429,3795
3796,Templeton,Big,Small Smile,Crosseyed,None,Plain,Whiskers,Karate Kid,Burned,16.159653453364694,3796
3797,Common,Normal,Big Smile,Bandit Mask,None,Black Necklace,No Whiskers,No Hat,Not Burned,48.21661204488414,3797
3798,Jerry,Normal,Smile,Looking Right,None,Red Necklace,Handlebar,No Hat,Not Burned,46.98788737678778,3798
3799,Common,Dark,Big Frown,Bandit Mask,None,Plain,Tiny Whiskers,No Hat,Burned,10.86118148350932,3799
3800,Templeton,Tiny,Small Smile,Looking Left,None,Red Necklace,Whiskers,No Hat,Burned,21.70726125017937,3800
3801,Templeton,Dark,Big Smile,Sunglasses,None,Plain,Tiny Whiskers,Construction Hat,Not Burned,39.434631304155445,3801
3802,Reepicheep,No Nose,Big Frown,Bandit Mask,None,Plain,Tiny Whiskers,Elvis,Burned,28.23837139116856,3802
3803,Common,Normal,Smile,Looking Up,None,Plain,Whiskers,No Hat,Not Burned,10.897454324867816,3803
3804,Common,Normal,Frown,Looking Up,None,Plain,Whiskers,Construction Hat,Burned,15.841673975438109,3804
3805,Reepicheep,Normal,Smile,Crosseyed,None,Fancy,Tiny Whiskers,Cheese,Not Burned,56.20313116979256,3805
3806,Matthias,Normal,Big Frown,Looking Left,None,Plain,Tiny Whiskers,Karate Kid,Burned,22.726661609855537,3806
3807,Simon,Big,Small Smile,Crosseyed,None,Plain,Whiskers,No Hat,Burned,2.0855453100458488,3807
3808,Matthias,No Nose,Smile,Bandit Mask,None,Plain,Tiny Whiskers,No Hat,Burned,12.78036079415405,3808
3809,Jerry,Dark,Big Frown,Looking Left,None,Black Necklace,Whiskers,No Hat,Burned,20.65552395148399,3809
3810,Templeton,Dark,Small Frown,Looking Up,None,Plain,Tiny Whiskers,Bane,Not Burned,37.12531032011038,3810
3811,Reepicheep,Dark,Straight,Looking Right,None,Plain,Whiskers,Construction Hat,Not Burned,27.558806695404037,3811
3812,Reepicheep,Normal,Small Frown,Looking Right,None,Black Necklace,Whiskers,No Hat,Burned,21.020597560546463,3812
3813,Stuart,No Nose,Small Smile,Looking Up,None,Plain,Tiny Whiskers,No Hat,Burned,6.841981255449878,3813
3814,Alvin,Dark,Frown,Crosseyed,None,Plain,Whiskers,Construction Hat,Burned,19.564327947159814,3814
3815,Reepicheep,Normal,Straight,Closed,None,Plain,Whiskers,No Hat,Burned,6.813214428460876,3815
3816,Jerry,Tiny,Smile,Looking Left,None,Red Necklace,Tiny Whiskers,Karate Kid,Burned,41.1222180581817,3816
3817,Jerry,Big,Big Smile,Bandit Mask,None,Red Necklace,Tiny Whiskers,Construction Hat,Burned,45.773531321793406,3817
3818,Simon,Normal,Smile,Looking Up,None,Plain,Tiny Whiskers,Karate Kid,Burned,22.339899532159613,3818
3819,Templeton,Normal,Big Smile,Looking Right,None,Plain,Whiskers,No Hat,Not Burned,12.509484108990426,3819
3820,Stuart,Normal,Small Frown,Bandit Mask,None,Red Necklace,Whiskers,No Hat,Burned,24.399967238195135,3820
3821,Stuart,Big,Small Frown,Bandit Mask,None,Fancy,Whiskers,Soldier,Not Burned,53.485608344655546,3821
3822,Templeton,Big,Frown,Crosseyed,None,Plain,Big Whiskers,No Hat,Burned,14.930787820695162,3822
3823,Simon,No Nose,Smile,Looking Right,None,Red Necklace,Tiny Whiskers,No Hat,Burned,27.90192184174442,3823
3824,Stuart,No Nose,Big Smile,Crosseyed,None,Plain,Tiny Whiskers,Elvis,Burned,23.991658759107878,3824
3825,Jerry,Dark,Small Frown,Crosseyed,None,Black Necklace,Whiskers,No Hat,Burned,21.28438284425292,3825
3826,Common,Tiny,Straight,Looking Left,None,Plain,Whiskers,Elvis,Not Burned,27.978022463863105,3826
3827,Jerry,No Nose,Smile,Looking Left,None,Plain,Whiskers,No Hat,Burned,1.0879866746649118,3827
3828,Templeton,Normal,Big Smile,Looking Right,None,Plain,Whiskers,Elvis,Not Burned,29.06955138652695,3828
3829,Simon,Dark,Small Frown,Looking Left,None,Plain,Whiskers,Bane,Not Burned,31.198284899433336,3829
3830,Simon,Tiny,Straight,Looking Left,None,Plain,Tiny Whiskers,No Hat,Burned,8.613005478817627,3830
3831,Templeton,Big,Big Frown,Looking Up,None,Plain,Big Whiskers,No Hat,Burned,14.26937075685307,3831
3832,Reepicheep,Tiny,Big Frown,Looking Left,None,Plain,No Whiskers,Construction Hat,Not Burned,40.75740939892861,3832
3833,Stuart,Dark,Straight,Crosseyed,None,Plain,Whiskers,Construction Hat,Not Burned,27.19376308391092,3833
3834,Matthias,Normal,Small Smile,Looking Right,None,Black Necklace,Whiskers,No Hat,Burned,21.97475580578636,3834
3835,Alvin,No Nose,Big Smile,Looking Right,None,Plain,Whiskers,No Hat,Burned,3.8313684621703805,3835
3836,Alvin,Normal,Small Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,3.6470044900990715,3836
3837,Common,Dark,Big Smile,VR Goggles,None,Plain,Whiskers,Motorcycle Helmet,Not Burned,35.75207621580782,3837
3838,Matthias,Big,Frown,Looking Up,None,Plain,No Whiskers,Elvis,Burned,32.228369897518256,3838
3839,Common,Dark,Small Smile,Looking Right,None,Plain,No Whiskers,No Hat,Burned,14.222433877380647,3839
3840,Jerry,Tiny,Frown,Bandit Mask,None,Plain,No Whiskers,Karate Kid,Not Burned,43.68474703140439,3840
3841,Alvin,Big,Smile,Crosseyed,None,Plain,Tiny Whiskers,Karate Kid,Burned,23.86873800372529,3841
3842,Alvin,Dark,Small Frown,Looking Right,None,Plain,No Whiskers,Karate Kid,Burned,31.628378696786335,3842
3843,Jerry,No Nose,Big Frown,Crosseyed,Stud,Plain,Tiny Whiskers,No Hat,Burned,38.80891168743227,3843
3844,Jerry,Dark,Big Frown,Crosseyed,None,Plain,Tiny Whiskers,Karate Kid,Burned,21.931490581840418,3844
3845,Alvin,Dark,Big Frown,Looking Left,None,Black Necklace,Tiny Whiskers,Motorcycle Helmet,Not Burned,57.48970146856173,3845
3846,Common,No Nose,Frown,Bandit Mask,None,Black Necklace,Whiskers,Elvis,Burned,40.97426936197318,3846
3847,Jerry,Tiny,Small Frown,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,7.882845955083662,3847
3848,Reepicheep,Normal,Small Smile,Looking Right,None,Plain,Whiskers,No Hat,Burned,1.369912356159726,3848
3849,Templeton,Normal,Small Smile,Crosseyed,None,Plain,Whiskers,No Hat,Burned,2.2987834813851205,3849
3850,Common,Tiny,Small Smile,Crosseyed,None,Plain,Whiskers,No Hat,Not Burned,11.638398613282375,3850
3851,Templeton,Normal,Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Not Burned,18.44397541988326,3851
3852,Simon,Normal,Big Smile,Looking Left,None,Fancy,Whiskers,Halo,Not Burned,50.07040790813414,3852
3853,Reepicheep,Big,Smile,Crosseyed,None,Plain,Whiskers,Astronaut,Not Burned,30.57308756264178,3853
3854,Reepicheep,Dark,Big Frown,Sunglasses,None,Black Necklace,Whiskers,No Hat,Burned,26.39502703395234,3854
3855,Simon,Dark,Big Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,2.396395809049517,3855
3856,Matthias,Dark,Small Smile,Crosseyed,None,Plain,Whiskers,Cheese,Not Burned,30.999502442897864,3856
3857,Matthias,Tiny,Frown,Crosseyed,None,Plain,Whiskers,Construction Hat,Burned,18.501749852156387,3857
3858,Stuart,No Nose,Big Smile,Looking Right,None,Gold Chain,Whiskers,No Hat,Burned,23.294065736992682,3858
3859,Common,Big,Small Frown,Closed,None,Plain,Tiny Whiskers,Construction Hat,Not Burned,37.302371070305085,3859
3860,Simon,Dark,Small Frown,Looking Right,None,Fancy,Whiskers,Halo,Not Burned,50.319758436330794,3860
3861,Simon,Tiny,Straight,Crosseyed,None,Red Necklace,Whiskers,No Hat,Burned,22.534918503347477,3861
3862,Common,Normal,Smile,Closed,None,Plain,Whiskers,Motorcycle Helmet,Not Burned,33.85101236201573,3862
3863,Simon,Normal,Frown,Closed,None,Black Necklace,Tiny Whiskers,Construction Hat,Burned,48.3105982438124,3863
3864,Common,No Nose,Straight,Closed,None,Red Necklace,Tiny Whiskers,Construction Hat,Burned,47.06371727085506,3864
3865,Stuart,Normal,Small Frown,Crosseyed,None,Plain,Big Whiskers,No Hat,Burned,14.005519688935728,3865
3866,Common,Big,Big Smile,Looking Right,None,Red Necklace,Whiskers,No Hat,Burned,19.83873062299491,3866
3867,Jerry,Big,Frown,Crosseyed,None,Plain,Whiskers,Karate Kid,Not Burned,25.889067922430698,3867
3868,Reepicheep,Tiny,Small Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.5795283678897507,3868
3869,Jerry,Big,Frown,Bandit Mask,None,Plain,Whiskers,No Hat,Burned,4.821717504663288,3869
3870,Reepicheep,Normal,Straight,Looking Up,Flower,Plain,Whiskers,Soldier,Not Burned,61.529574111930906,3870
3871,Common,Dark,Small Frown,Crosseyed,None,Plain,Whiskers,No Hat,Burned,1.2686612540034743,3871
3872,Matthias,Big,Small Frown,Looking Right,None,Plain,Big Whiskers,Motorcycle Helmet,Not Burned,43.24390750882557,3872
3873,Stuart,Big,Small Frown,Looking Right,None,Plain,Whiskers,Elvis,Burned,16.889814426412393,3873
3874,Reepicheep,Normal,Small Smile,Looking Left,None,Plain,Whiskers,Elvis,Not Burned,28.39728847351366,3874
