,stankfinder,MUNCHYHOLE,Eye on dat side,Eyz on dis side,Hedz,Eers,Boddee,collrzes,1 of 1,djeimebdie,Rarity score,Token Id
5358,shnozz,blahhhhhhh,peep,eeeeeediot,wart top,eirs,yaris pleeze,fLEsh stik,None,None,5.359277119891423,5358
5359,das notta nose,gaaahhh,das not eyz eeder,ooooh,jawboymangirl,eors,sashay,darkderest,None,None,3.7700670981596427,5359
5360,sniffer,blippyblipblipblip,zoweee,ooop,avvokado,eerz?,flappy,darkerer,None,None,2.772484859460319,5360
5361,crooky,blablabla,wass dat way,ooooh,deflateded,eeeeers,Diamondhands?,darkerer,None,None,6.810881809238965,5361
5362,shnozz,blablabla,i seend a mouse! yum!,yallo,bierdy,eers,dawwww,fludded tunlz,None,None,2.8206560849833173,5362
5363,funny,blarrr,nspektin stuff,ooop,bierdy,onny a fleshwoond,yur mom,bloody milk yumm,None,None,6.1091155271278135,5363
5364,goz down,mouffs,nar,blindeded,bumpynoggn,eeerbonez,fansee,dirt,None,None,3.088965288631228,5364
5365,flassid,LAZERBARRF,tremblr,eeep,kiwimonstr,iers,flappy,rottn elfboddie,None,None,7.375009722548039,5365
5366,bloo,glibbaglab,zoinks,lookit dat,deflateded,onny a fleshwoond,dat spase soot gots holes,darkerer,None,None,6.212331226212777,5366
5367,sniffer,LAZERBARRF,waaah,o noooooo,avvokado,iers,wekkum tarbys,stupid color,None,None,8.08360658166999,5367
5368,dribble,ibblebiddle,i seend a mouse! yum!,seepy,taterhead,earz,dawwww,dirt,None,None,2.1051515693722864,5368
5369,dizeezsd,glibbaglab,zoweee,lookin dere,taterhead,EERS,inna bun,dirt,None,None,4.97396374156526,5369
5370,sniffer,blahhhhhhh,waaah,eh?,jawboymangirl,earrz,clubbin time,fLEsh stik,None,None,2.731209592118299,5370
5371,bloo,oobie doo,nar,glowcoma,jawboymangirl,eirs,blarggh,purdy cave,None,None,3.0958646886496735,5371
5372,is dat a nose,blahhhhhhh,not enthuzd,spooky,avvokado,floaty eerz,RRRRRRAAAAAHHH,stupid color,None,None,5.318009420408247,5372
5373,shnozz,oobie doo,wass dat way,hipnoatisn,avvokado,eirs,sashay,nothin,None,None,4.1690526452423375,5373
5374,droopy,mouf,wass dat way,lookin hear,flatface,floaty eerz,dat spase soot gots holes,dirt,None,None,3.6737108814433177,5374
5375,ouchie,gaaahhh,narf,yallo,oweee,onny a fleshwoond,sashay,fludded tunlz,None,None,7.485062195081116,5375
5376,funny,flthththlffh,oook,krazed,kiwimonstr,eerchompr,yur mom,mold,None,None,2.2496301484213217,5376
5377,blobby,blippyblipblipblip,browney,eh?,deflateded,eer,dawwww,bloody milk yumm,None,None,2.435397075535368,5377
5378,blobby,mouffs,LAZZARZZZZ,lookit dat,bierdy,earrz,teeheehee,stupid sun,None,None,8.310629507363455,5378
5379,berries,flthththlffh,gooness,wass overder?,kiwimonstr,earrz,shy gobblin,fludded tunlz,None,None,3.3985683441998495,5379
5380,zippyzipzip,mouffs,hlo,teeny peephoal,SPIKR,eers,clubbin time,fLEsh stik,None,None,5.008376774076391,5380
5381,pointy,blarrr,don lookitme,yallo,bierdy,earrz,sashay,fLEsh stik,None,None,2.421623741461819,5381
5382,udder pointy kind,mubblebumm,wass dat way,o noooooo,soft pare,EERS,teeheehee,darkerer,None,None,5.923378882900559,5382
5383,dizeezsd,blippyblipblipblip,angreye,ooooh,floppee,eirs,yur mom,darkderest,None,None,4.7538581091087995,5383
5384,bloo,mouffs,tremblr,ooop,growf,earrz,dat spase soot gots holes,stupid sun,None,None,2.834402580908567,5384
5385,sniffer,blahhhhhhh,hlo,glowcoma,kiwimonstr,eors,wanna poak dat,purdy cave,None,None,1.995095653474887,5385
5386,sniffer,gooooooo,nspektin stuff,ooooh,cracky,woodywood eers,clubbin time,fludded tunlz,None,None,6.308656475094973,5386
5387,is dat a nose,blarrr,das not eyz eeder,lookin dere,furrrrrrrrrr,eer,BLINGG,purdy cave,None,None,3.6324548836273256,5387
5388,blobby,mouffs,gooness,teeny peephoal,jawboymangirl,eers,dawwww,fludded tunlz,None,None,4.1965903660167285,5388
5389,bloo,mouffs,narf,krazed,growf,eeerbonez,shy gobblin,mold,None,None,1.0594765594088582,5389
5390,udder pointy kind,bleebleebloobloo,whaja say?,hangded over,bierdy,iers,flappy,stupid sun,None,None,3.8181798266454523,5390
5391,danglydoo,blahhhhhhh,gathp,eeeeeediot,cracky,eer,grey body,bloody milk yumm,None,None,2.6417837418803796,5391
5392,zippyzipzip,flthththlffh,gathp,squintee,growf,iers,RRRRRRAAAAAHHH,nothin,None,None,2.6830769036624442,5392
5393,droopy,mubblebumm,zoweee,eh?,soft pare,eers,clubbin time,mold,None,None,1.7198732896348818,5393
5394,goz down,mouf,oook,transeded,bierdy,earrz,sashay,stupid sun,None,None,3.1508905811447163,5394
5395,crooky,oobie doo,whaja say?,LAZERRR,deflateded,earrz,clubbin time,dirt,None,None,4.437416904548026,5395
5396,zippyzipzip,mubblebumm,peep,look up dere,floppee,eermoffs,RRRRRRAAAAAHHH,darkderest,None,None,5.916482236871219,5396
5397,ouchie,nuddernuddermouf,das not eyz eeder,spooky,avvokado,eeeeers,yur mom,mold,None,None,2.7931149255778562,5397
5398,ouchie,burblurblurb,angreye,squintee,kiwimonstr,onny a fleshwoond,yur mom,rottn elfboddie,None,None,9.046782668479405,5398
5399,dribble,yabbagabba,gooness,hangded over,soft pare,blingyfaweez,blarggh,bloody milk yumm,None,None,6.714556560204084,5399
5400,sniffer,aaaabaaaaabbbaaa,das not eyz eeder,transeded,TAK UR ORDRR?,eerchompr,shy gobblin,bloody milk yumm,None,None,5.689492345152624,5400
5401,arouzd,glaaaaaah,whoaz me,yallo,avvokado,eirs,flappy,wat dis?,None,None,4.134680903634768,5401
5402,udder pointy kind,bleebleebloobloo,das not eyz eeder,sparples,taterhead,eerchompr,grey body,wat dis?,None,None,2.820660215279889,5402
5403,dribble,blahhhhhhh,not enthuzd,lookit dat,bierdy,earz,flappy,bloody milk yumm,None,None,2.401010194087602,5403
5404,udder pointy kind,glaaaaaah,browney,wass overder?,flatface,eirs,ouchies,wat dis?,None,None,3.4329201291964555,5404
5405,udder pointy kind,blippyblipblipblip,suthpithus,ooooh,kiwimonstr,iers,sashay,fLEsh stik,None,None,2.2702891185225296,5405
5406,is dat a nose,yabbagabba,termigooblin,wass overder?,bumpynoggn,earrz,BLINGG,fLEsh stik,None,None,4.079645376224026,5406
5407,ouchie,blarrr,pinkypinkpink,LAZERRR,jawboymangirl,eerz?,blarggh,bloody milk yumm,None,None,4.636875268265091,5407
5408,crooky,yabbagabba,nspektin stuff,ooop,cracky,eers,furr,darkderest,None,None,2.910090883052001,5408
5409,zippyzipzip,burblurblurb,browney,eeep,bierdy,eeeeers,flappy,mold,None,None,3.728771183151901,5409
5410,crooky,bleebleebloobloo,browney,LAZERRR,bierdy,woodywood eers,fansee,dirt,None,None,8.799088387597067,5410
5411,ouchie,nuddernuddermouf,peep,look up dere,growf,eeeeers,flappy,darkderest,None,None,2.7724490734812544,5411
5412,goz down,ibblebiddle,don lookitme,o noooooo,deflateded,EERS,dawwww,mold,None,None,1.6854912252632512,5412
5413,berries,blippyblipblipblip,pinkypinkpink,punchded,floppee,onny a fleshwoond,RRRRRRAAAAAHHH,darkderest,None,None,7.842806882813846,5413
5414,danglydoo,blarrr,i seend a mouse! yum!,upside downside,bierdy,EERS,clubbin time,darkderest,None,None,4.905220259266236,5414
5415,kwaigun,nudder mouf,zoweee,spooky,oweee,eer,dawwww,fLEsh stik,None,None,3.818228001834692,5415
5416,zippyzipzip,yabbagabba,suthpithus,lookin dere,furrrrrrrrrr,eeerbonez,sashay,stupid color,None,None,4.78136692452535,5416
5417,kwaigun,blablabla,whaja say?,lookin down,soft pare,earrz,yur mom,wat dis?,None,None,2.937642365832267,5417
5418,LAAAYZERSNOT,glaaaaaah,zoinks,hangded over,deflateded,eers,shy gobblin,kobold puke,None,None,4.877698367554576,5418
5419,droopy,mouffs,whaja say?,lookit dat,cracky,woodywood eers,BLINGG,purdy cave,None,None,5.428036429115579,5419
5420,is dat a nose,nudder mouf,whoaz me,punchded,wart top,eors,RRRRRRAAAAAHHH,bloody milk yumm,None,None,5.737629161614768,5420
5421,sniffer,nuddernuddermouf,das not eyz eeder,hangded over,wart top,eermoffs,wanna poak dat,bloody milk yumm,None,None,4.272275914629114,5421
5422,sniffer,nomnomhole,nar,upside downside,soft pare,eermoffs,wekkum tarbys,darkerer,None,None,7.017290495892713,5422
5423,udder pointy kind,bleebleebloobloo,angreye,o noooooo,deflateded,floaty eerz,ouchies,fLEsh stik,None,None,3.5154940638557806,5423
5424,udder pointy kind,mrnnhrhmn,wass dat way,lookit dat,growf,eors,clubbin time,mold,None,None,1.2658136757840177,5424
5425,berries,blahhhhhhh,gooness,transeded,bumpynoggn,eeeeers,inna bun,dirt,None,None,4.464895440589551,5425
5426,shnozz,mouffs,gathp,o noooooo,bierdy,EERS,ouchies,fludded tunlz,None,None,4.987755655942305,5426
5427,funny,glibbaglab,look dis way,grekd,deflateded,eeerbonez,grey body,mold,None,None,3.618703570167884,5427
5428,is dat a nose,ibblebiddle,nar,lookit dat,soft pare,leefs,wanna poak dat,nothin,None,None,6.012839140214422,5428
5429,crooky,gaaahhh,i seend a mouse! yum!,grekd,deflateded,woodywood eers,furr,mold,None,None,6.590724560519226,5429
5430,berries,glaaaaaah,nar,ooop,taterhead,eeeeers,RRRRRRAAAAAHHH,darkderest,None,None,4.4373769901046165,5430
5431,sniffer,aaaabaaaaabbbaaa,termigooblin,blindeded,oweee,woodywood eers,dawwww,fLEsh stik,None,None,6.391207010847812,5431
5432,udder pointy kind,glibbaglab,peep,squintee,floppee,eers,clubbin time,mold,None,None,2.0845043001748347,5432
5433,bloo,blahhhhhhh,zoinks,lookin hear,growf,eermoffs,dawwww,bloody milk yumm,None,None,3.536111741221199,5433
5434,droopy,glibbaglab,hlo,ooooh,avvokado,floaty eerz,dat spase soot gots holes,fLEsh stik,None,None,2.8550773748811964,5434
5435,blobby,ibblebiddle,whoaz me,lookit dat,growf,eerz?,sashay,dirt,None,None,2.7380993561522464,5435
5436,arouzd,mubblebumm,hlo,ooooh,avvokado,eeeeers,wanna poak dat,stupid sun,None,None,4.960266796220604,5436
5437,ouchie,blahhhhhhh,wass dat way,eh?,growf,eeerbonez,blarggh,darkderest,None,None,2.772469031466387,5437
5438,is dat a nose,mubblebumm,nar,o noooooo,cracky,eer,yur mom,mold,None,None,1.9331655486185144,5438
5439,blobby,mrnnhrhmn,zoweee,look up dere,flatface,eerchompr,wanna poak dat,fLEsh stik,None,None,2.868825248488083,5439
5440,berries,mouffs,wass dat way,yallo,TAK UR ORDRR?,eerchompr,furr,stupid color,None,None,6.824631055641552,5440
5441,ouchie,glaaaaaah,narf,hipnoatisn,jawboymangirl,eors,shy gobblin,purdy cave,None,None,3.426065461460983,5441
5442,shnozz,yabbagabba,whaja say?,eeeeeediot,avvokado,iers,inna bun,darkerer,None,None,6.322409851336075,5442
5443,das notta nose,aaaabaaaaabbbaaa,peep,eeep,TAK UR ORDRR?,eerchompr,grey body,fLEsh stik,None,None,6.52881234491159,5443
5444,zippyzipzip,ibblebiddle,not enthuzd,o noooooo,bumpynoggn,eerz?,fansee,mold,None,None,2.2565075264514904,5444
5445,dizeezsd,blarrr,nspektin stuff,hangded over,SPIKR,EERS,wanna poak dat,rottn elfboddie,None,None,6.563210237277152,5445
5446,das notta nose,blippyblipblipblip,gathp,look up dere,cracky,eerchompr,dawwww,darkerer,None,None,2.9651381067859335,5446
5447,uppy,yabbagabba,angreye,transeded,taterhead,eeeeers,REKT,fludded tunlz,None,None,7.540125248793891,5447
5448,danglydoo,mrnnhrhmn,whoaz me,look up dere,SPIKR,iers,wanna poak dat,mold,None,None,6.3361776775841,5448
5449,danglydoo,glaaaaaah,peep,lookin dere,flatface,earrz,ouchies,nothin,None,None,2.3734401279501296,5449
5450,dizeezsd,oobie doo,gathp,upside downside,taterhead,earz,BLINGG,dirt,None,None,3.460433763521367,5450
5451,berries,blablabla,whaja say?,yallo,growf,eerchompr,BLINGG,dirt,None,None,1.5685290290315532,5451
5452,uppy,burblurblurb,pinkypinkpink,look up dere,oweee,eer,blarggh,bloody milk yumm,None,None,4.829510624051685,5452
5453,berries,nomnomhole,hlo,sparples,avvokado,EERS,furr,fludded tunlz,None,None,5.118472604722571,5453
5454,goz down,mrnnhrhmn,suthpithus,spooky,growf,floaty eerz,blarggh,bloody milk yumm,None,None,3.274701935301451,5454
5455,blobby,ibblebiddle,gooness,lookin dere,oweee,eer,grey body,wat dis?,None,None,3.1783945826915265,5455
5456,shnozz,mouf,termigooblin,wass overder?,cracky,eers,Diamondhands?,darkderest,None,None,6.886551528635936,5456
5457,danglydoo,flthththlffh,suthpithus,LAZERRR,taterhead,eeerbonez,wanna poak dat,darkerer,None,None,5.737655313594246,5457
5458,das notta nose,ibblebiddle,oook,das not an eyez!,oweee,eirs,dawwww,stupid color,None,None,4.678160860814142,5458
5459,berries,bleebleebloobloo,narf,wass overder?,deflateded,eerz?,wanna poak dat,rottn elfboddie,None,None,5.063426064867178,5459
5460,sniffer,mouffs,zoinks,grekd,jawboymangirl,eers,inna bun,mold,None,None,4.251618322667601,5460
5461,berries,ibblebiddle,zoweee,lookin down,taterhead,eerchompr,grey body,stupid sun,None,None,4.437391442249137,5461
5462,droopy,ibblebiddle,waaah,eh?,bierdy,earrz,BLINGG,dirt,None,None,3.6324390516635696,5462
5463,bloo,oobie doo,whaja say?,eeep,floppee,eeeeers,furr,rottn elfboddie,None,None,4.740073762743284,5463
5464,crooky,yabbagabba,termigooblin,lookin dere,oweee,eeerbonez,flappy,kobold puke,None,None,2.3115533749467536,5464
5465,None,None,None,None,None,None,None,None,None,soernfbdsssk,100.0,5465
5466,funny,oobie doo,das not eyz eeder,transeded,kiwimonstr,iers,wanna poak dat,stupid sun,None,None,4.588737076716964,5466
5467,pointy,nuddernuddermouf,grrrAAAAAuuugh,ooop,wart top,earrz,RRRRRRAAAAAHHH,rottn elfboddie,None,None,3.8663331615455445,5467
5468,shnozz,ibblebiddle,suthpithus,seepy,cracky,EERS,yaris pleeze,bloody milk yumm,None,None,5.758290193886893,5468
5469,ouchie,blahhhhhhh,oook,eh?,avvokado,eers,BLINGG,fLEsh stik,None,None,2.160225633850173,5469
5470,dizeezsd,gooooooo,nar,eh?,taterhead,eer,dawwww,nothin,None,None,2.4904387957189718,5470
5471,funny,glibbaglab,don lookitme,upside downside,growf,EERS,sashay,fLEsh stik,None,None,3.281568988888016,5471
5472,bloo,mrnnhrhmn,peep,grekd,growf,eerchompr,flappy,fLEsh stik,None,None,1.8436894590355253,5472
5473,zippyzipzip,blahhhhhhh,don lookitme,wass overder?,TAK UR ORDRR?,eer,BLINGG,bloody milk yumm,None,None,6.37055699056228,5473
5474,blobby,mubblebumm,grrrAAAAAuuugh,lookit dat,cracky,eerz?,dat spase soot gots holes,kobold puke,None,None,1.4309175043325109,5474
5475,uppy,yabbagabba,gooness,wass overder?,cracky,eeerbonez,RRRRRRAAAAAHHH,fLEsh stik,None,None,3.1096015473689405,5475
5476,kwaigun,yabbagabba,tremblr,o noooooo,wart top,eerchompr,eeeeeeeeboooom,bloody milk yumm,None,None,6.810901765239185,5476
5477,uppy,blarrr,don lookitme,spooky,TAK UR ORDRR?,eeeeers,Diamondhands?,kobold puke,None,None,8.248706969907872,5477
5478,zippyzipzip,aaaabaaaaabbbaaa,peep,look up dere,growf,earz,dawwww,purdy cave,None,None,0.846172601659067,5478
5479,funny,nuddernuddermouf,zoweee,transeded,jawboymangirl,earz,wekkum tarbys,stupid sun,None,None,4.650656861404929,5479
5480,ouchie,mouf,browney,eeeeeediot,cracky,iers,stukinda troat,nothin,None,None,3.4536045590008975,5480
5481,is dat a nose,mouffs,don lookitme,hangded over,TAK UR ORDRR?,EERS,blarggh,dirt,None,None,7.010368388022539,5481
5482,danglydoo,nuddernuddermouf,gooness,hangded over,bumpynoggn,earrz,blarggh,fludded tunlz,None,None,3.8938949677006147,5482
5483,is dat a nose,oobie doo,not enthuzd,transeded,floppee,onny a fleshwoond,dat spase soot gots holes,nothin,None,None,6.315518709925862,5483
5484,bloo,flthththlffh,not enthuzd,upside downside,STABBYSTABHEAD,iers,wekkum tarbys,fLEsh stik,None,None,5.125334839248089,5484
5485,blobby,mouf,nar,grekd,jawboymangirl,iers,teeheehee,fLEsh stik,None,None,6.005956258939295,5485
5486,droopy,blahhhhhhh,das not eyz eeder,LAZERRR,oweee,woodywood eers,furr,wat dis?,None,None,7.932231356133556,5486
5487,das notta nose,gooooooo,i seend a mouse! yum!,hangded over,bierdy,eirs,RRRRRRAAAAAHHH,darkderest,None,None,5.201010065249099,5487
5488,buttnose,aaaabaaaaabbbaaa,nar,sparples,wart top,EERS,dat spase soot gots holes,wat dis?,None,None,3.43979612908693,5488
5489,arouzd,ibblebiddle,whaja say?,hangded over,soft pare,eerchompr,inna bun,fludded tunlz,None,None,5.283570924987484,5489
5490,goz down,blarrr,whaja say?,wass overder?,taterhead,eerz?,RRRRRRAAAAAHHH,dirt,None,None,2.8894436135491786,5490
5491,goz down,burblurblurb,pinkypinkpink,hangded over,deflateded,eors,sashay,fludded tunlz,None,None,4.093399441687661,5491
5492,goz down,mubblebumm,not enthuzd,transeded,avvokado,eeerbonez,BLINGG,nothin,None,None,1.8574614168016073,5492
5493,arouzd,blippyblipblipblip,wass dat way,grekd,avvokado,LAAAAAZZER EERS,dawwww,wat dis?,None,None,6.439361721444628,5493
5494,das notta nose,nudder mouf,i seend a mouse! yum!,transeded,soft pare,eermoffs,fansee,rottn elfboddie,None,None,6.5287930764543605,5494
5495,flassid,nuddernuddermouf,zoweee,krazed,soft pare,eeerbonez,fansee,rottn elfboddie,None,None,3.288459440923012,5495
5496,bloo,mouf,pinkypinkpink,ooooh,flatface,eeerbonez,stukinda troat,stupid color,None,None,3.4949046017095573,5496
5497,funny,blippyblipblipblip,nspektin stuff,ooop,kiwimonstr,eeeeers,dat spase soot gots holes,wat dis?,None,None,2.848192430519039,5497
5498,crooky,mouf,don lookitme,seepy,STABBYSTABHEAD,eers,dawwww,darkderest,None,None,5.366158624248339,5498
5499,danglydoo,mrnnhrhmn,don lookitme,blindeded,oweee,eer,wekkum tarbys,darkerer,None,None,5.937129506832098,5499
5500,danglydoo,glaaaaaah,whaja say?,hipnoatisn,avvokado,eer,furr,dirt,None,None,4.189713677056407,5500
5501,dizeezsd,nomnomhole,narf,transeded,cracky,eerz?,sashay,wat dis?,None,None,3.549931872344294,5501
5502,crooky,blahhhhhhh,oook,ooooh,floppee,EERS,yur mom,mold,None,None,3.192132129411842,5502
5503,kwaigun,glibbaglab,angreye,blindeded,cracky,onny a fleshwoond,furr,wat dis?,None,None,6.631985377243581,5503
5504,uppy,gaaahhh,browney,yallo,cracky,eer,ouchies,fLEsh stik,None,None,2.8688046025019025,5504
5505,ouchie,mrnnhrhmn,gooness,transeded,bumpynoggn,eer,sashay,mold,None,None,2.566112643732973,5505
5506,droopy,blippyblipblipblip,whaja say?,lookit dat,growf,eors,Diamondhands?,stupid sun,None,None,5.269825807659986,5506
5507,droopy,mouffs,gooness,hangded over,SPIKR,eerz?,fansee,stupid color,None,None,6.5081444304913845,5507
5508,dribble,ibblebiddle,wass dat way,grekd,STABBYSTABHEAD,buttfly eerz,ouchies,stupid color,None,None,11.220711442279322,5508
5509,udder pointy kind,gooooooo,narf,look up dere,oweee,eerchompr,clubbin time,fLEsh stik,None,None,3.199028774677755,5509
5510,berries,glibbaglab,whaja say?,punchded,soft pare,eerz?,ouchies,wat dis?,None,None,2.084530451543571,5510
5511,sniffer,glibbaglab,hlo,ooop,kiwimonstr,earrz,sashay,fludded tunlz,None,None,2.235902235089851,5511
5512,das notta nose,blarrr,pinkypinkpink,wass overder?,kiwimonstr,eirs,grey body,fLEsh stik,None,None,3.811308645205284,5512
5513,ouchie,blahhhhhhh,LAZZARZZZZ,glowcoma,kiwimonstr,floaty eerz,wekkum tarbys,purdy cave,None,None,5.345517549350604,5513
5514,berries,blablabla,zoinks,seepy,furrrrrrrrrr,eer,grey body,fLEsh stik,None,None,3.2678362587857808,5514
5515,ouchie,nudder mouf,termigooblin,yallo,growf,eirs,inna bun,fludded tunlz,None,None,6.687027097274497,5515
5516,is dat a nose,LAZERBARRF,don lookitme,eh?,STABBYSTABHEAD,onny a fleshwoond,wanna poak dat,wat dis?,None,None,11.206971141417215,5516
5517,shnozz,aaaabaaaaabbbaaa,gathp,eh?,TAK UR ORDRR?,eermoffs,grey body,fLEsh stik,None,None,7.835935010776976,5517
5518,arouzd,bleebleebloobloo,wass dat way,lookin dere,SPIKR,floaty eerz,clubbin time,dirt,None,None,6.625107313808018,5518
5519,buttnose,burblurblurb,pinkypinkpink,hangded over,growf,woodywood eers,dat spase soot gots holes,wat dis?,None,None,6.7902765175719555,5519
5520,droopy,mrnnhrhmn,suthpithus,eeep,SPIKR,eerchompr,ETH,purdy cave,None,None,8.647745507729086,5520
5521,berries,nomnomhole,gooness,spooky,furrrrrrrrrr,eermoffs,teeheehee,stupid sun,None,None,10.133748776527126,5521
5522,goz down,ibblebiddle,suthpithus,transeded,growf,LAAAAAZZER EERS,flappy,stupid sun,None,None,5.331729763743276,5522
5523,dribble,ibblebiddle,wass dat way,transeded,STABBYSTABHEAD,eeeeers,shy gobblin,fLEsh stik,None,None,5.930285851235906,5523
5524,shnozz,aaaabaaaaabbbaaa,narf,sparples,cracky,eerz?,grey body,purdy cave,None,None,2.4422668826529814,5524
5525,bloo,blarrr,i seend a mouse! yum!,yallo,taterhead,eers,blarggh,mold,None,None,0.9700218050345825,5525
5526,buttnose,mrnnhrhmn,termigooblin,LAZERRR,cracky,eer,shy gobblin,wat dis?,None,None,5.792688775474988,5526
5527,ouchie,glibbaglab,zoinks,ooooh,wart top,eers,fansee,rottn elfboddie,None,None,2.910088817980058,5527
5528,zippyzipzip,yabbagabba,gathp,das not an eyez!,taterhead,eer,yur mom,dirt,None,None,3.0820879128913425,5528
5529,arouzd,oobie doo,pinkypinkpink,grekd,deflateded,earz,flappy,rottn elfboddie,None,None,4.320429936461456,5529
5530,blobby,nudder mouf,grrrAAAAAuuugh,transeded,cracky,iers,yur mom,purdy cave,None,None,3.8732642154142556,5530
5531,flassid,ibblebiddle,narf,look up dere,deflateded,eermoffs,sashay,mold,None,None,4.175974066027576,5531
5532,shnozz,blippyblipblipblip,narf,lookit dat,furrrrrrrrrr,eerchompr,sashay,purdy cave,None,None,4.038348085672245,5532
5533,is dat a nose,yabbagabba,don lookitme,lookit dat,deflateded,earrz,stukinda troat,fLEsh stik,None,None,3.8457526449398025,5533
5534,dizeezsd,glibbaglab,oook,seepy,kiwimonstr,eirs,dawwww,dirt,None,None,2.31845414944044,5534
5535,droopy,yabbagabba,whaja say?,yallo,floppee,eer,wekkum tarbys,purdy cave,None,None,2.868815613725069,5535
5536,goz down,oobie doo,peep,teeny peephoal,cracky,warin der farree,BLINGG,stupid sun,None,None,7.629557979653034,5536
5537,flassid,mubblebumm,suthpithus,ooooh,taterhead,eermoffs,clubbin time,nothin,None,None,3.990219526291478,5537
5538,crooky,ibblebiddle,pinkypinkpink,lookin hear,bierdy,eerchompr,blarggh,rottn elfboddie,None,None,5.256088259412815,5538
5539,pointy,glibbaglab,nar,eh?,floppee,onny a fleshwoond,dawwww,mold,None,None,5.132227355438915,5539
5540,das notta nose,aaaabaaaaabbbaaa,i seend a mouse! yum!,hangded over,bumpynoggn,eerz?,dawwww,bloody milk yumm,None,None,2.373493806537012,5540
5541,kwaigun,glibbaglab,not enthuzd,wass overder?,deflateded,earrz,yur mom,fLEsh stik,None,None,3.6393501501428025,5541
5542,shnozz,gooooooo,whoaz me,upside downside,growf,eors,teeheehee,bloody milk yumm,None,None,6.425610409817413,5542
5543,flassid,yabbagabba,narf,look up dere,bumpynoggn,eerz?,ouchies,dirt,None,None,3.040838796918059,5543
5544,funny,blippyblipblipblip,gooness,ooop,SPIKR,floaty eerz,wekkum tarbys,dirt,None,None,5.593155399336497,5544
5545,flassid,blippyblipblipblip,not enthuzd,ooop,wart top,floaty eerz,wekkum tarbys,stupid sun,None,None,4.6781553557369575,5545
5546,das notta nose,glibbaglab,i seend a mouse! yum!,lookin down,taterhead,EERS,yur mom,darkerer,None,None,5.015267224431845,5546
5547,zippyzipzip,bleebleebloobloo,whaja say?,transeded,oweee,eors,dawwww,stupid color,None,None,3.3091507524174766,5547
5548,pointy,gooooooo,peep,sparples,kiwimonstr,EERS,inna bun,stupid color,None,None,6.989755527122515,5548
5549,berries,blahhhhhhh,hlo,hipnoatisn,deflateded,woodywood eers,ETH,mold,None,None,7.553886882879798,5549
5550,goz down,bleebleebloobloo,oook,blindeded,wart top,iers,blarggh,rottn elfboddie,None,None,5.4486905801557395,5550
5551,zippyzipzip,yabbagabba,wass dat way,glowcoma,deflateded,eors,BLINGG,fLEsh stik,None,None,2.6555295479723546,5551
5552,blobby,nuddernuddermouf,gathp,eh?,bumpynoggn,floaty eerz,wekkum tarbys,darkerer,None,None,5.152886323249839,5552
5553,funny,oobie doo,whaja say?,sparples,jawboymangirl,eeeeers,flappy,bloody milk yumm,None,None,3.1164651604922087,5553
5554,goz down,glibbaglab,termigooblin,ooooh,jawboymangirl,eeerbonez,yur mom,bloody milk yumm,None,None,2.641781678335292,5554
5555,dribble,mubblebumm,zoweee,transeded,floppee,EERS,flappy,mold,None,None,2.593575352543994,5555
5556,flassid,blahhhhhhh,angreye,krazed,flatface,blingyfaweez,Diamondhands?,fludded tunlz,None,None,9.00550464684291,5556
5557,das notta nose,blippyblipblipblip,zoweee,hipnoatisn,growf,woodywood eers,stukinda troat,darkerer,None,None,8.840369850460288,5557
5558,kwaigun,ibblebiddle,nspektin stuff,squintee,wart top,eeerbonez,stukinda troat,stupid color,None,None,6.08161772156026,5558
5559,zippyzipzip,nuddernuddermouf,nar,eeep,floppee,eeeeers,furr,bloody milk yumm,None,None,4.286029980092749,5559
5560,blobby,glibbaglab,browney,blindeded,cracky,eeerbonez,wekkum tarbys,mold,None,None,2.2840259795320796,5560
5561,udder pointy kind,bleebleebloobloo,zoweee,seepy,kiwimonstr,eerchompr,yur mom,fLEsh stik,None,None,2.800045288544494,5561
5562,kwaigun,glaaaaaah,look dis way,upside downside,soft pare,eer,sashay,wat dis?,None,None,4.56813040828443,5562
5563,dizeezsd,mrnnhrhmn,whaja say?,ooooh,jawboymangirl,floaty eerz,flappy,rottn elfboddie,None,None,4.265368258598091,5563
5564,berries,yabbagabba,hlo,wass overder?,oweee,eeerbonez,dat spase soot gots holes,rottn elfboddie,None,None,3.8663634406151983,5564
5565,berries,ibblebiddle,not enthuzd,lookit dat,oweee,eers,furr,nothin,None,None,1.8024465378200145,5565
5566,zippyzipzip,nudder mouf,i seend a mouse! yum!,grekd,kiwimonstr,eeerbonez,dat spase soot gots holes,fLEsh stik,None,None,3.467351743232566,5566
5567,pointy,blippyblipblipblip,angreye,ooop,wart top,eer,teeheehee,nothin,None,None,4.5887336356429245,5567
5568,funny,blarrr,narf,lookin hear,avvokado,eeeeers,clubbin time,stupid sun,None,None,5.882116001409632,5568
5569,blobby,aaaabaaaaabbbaaa,peep,seepy,kiwimonstr,eerz?,RRRRRRAAAAAHHH,dirt,None,None,2.9307195702664166,5569
5570,is dat a nose,blablabla,i seend a mouse! yum!,krazed,soft pare,eerz?,RRRRRRAAAAAHHH,bloody milk yumm,None,None,2.7174376332834185,5570
5571,sniffer,aaaabaaaaabbbaaa,gathp,upside downside,oweee,eer,dawwww,fLEsh stik,None,None,2.2565329890557506,5571
