,Ethnicity,Tatoos,Neck Accessories,Head Accessories,Hair,Color Eyes,Clothes,Body Accessories,Earings,Nose Accessories,Rarity score,Token Id
3464,3,Ohm,Sh4ggy Sl,None,Dk Motok-0,None,Zh0ra Dk,4-Smakras Sl,None,None,22.521104500949154,3464
3465,4,None,Goldy Flewer,Silver Liner Kb2,Double line,None,Blue Kroko,Goldy Nek-T2,Ring Hysteria ,None,37.13668521223127,3465
3466,4,Yddre,Goldy Flewer,Purple Hk-Tk,Shorty,Ruby,Black Aredeko,Silver Nek-T2,Geometria,Silver Innoza,83.34877021063302,3466
3467,2,Ohm,None,Loop HT-X,M1ley,None,Rorschach,Smakras,None,None,21.148200704904443,3467
3468,2,Yddre,None,Ltt Loop  HT-X,Xtail,Sapphire,Rorschach,Plav4,Pyram1d,None,52.047760690775476,3468
3469,3,THO,None,Neo,Pk Motok-0,None,Str4w-J4p,Abydoss,3-Ncke,None,38.33432162491342,3469
3470,2,Angel3,None,Teal'c,Blond Tifa,None,Dk Flowpow 0,Nek_Gl7,None,None,22.656768549644156,3470
3471,1,Yddre,Sl J0sh1,Tiger,lanu,None,M3b Goldy Bl,None,None,None,19.26178451885158,3471
3472,2,None,None,Metropolis Noisa,M1ley,None,Pandora Wh,Nek_Gl7,None,None,14.219130648568147,3472
3473,4,None,Green River Cubo,None,Blond shorty 0,None,Purple Aredeko,Silver Nek-T2,Ona Jenta,None,32.128005647141244,3473
3474,3,Ciblo,None,None,Pk Motok-0,None,Zh0ra Rd,Abydoss,Ring Hysteria ,None,33.2308989191395,3474
3475,2,THO,None,Loop HT-X,Xtail,None,Mono Red,Plav4,None,None,20.150882850200546,3475
3476,3,Mothered,C3d-Gl,Neo,Dk Leia,Pk M3rm4id,Str4w-1r1,None,Itz4,None,55.8566183581072,3476
3477,2,Ohm,Goldy Perly,Teal'c,M1ley,None,Gr Flowpow,Neckilver,None,None,28.92463091327858,3477
3478,1,Yddre,None,Yoona-939,Dk Mkia-Wa,None,Coco-Dk,3mr0s,None,None,18.73679994121031,3478
3479,1,None,P3X-774,Tiger Chain,Dk Mkia-Wa,None,Ye  Kn1-ght,None,None,None,15.211163079799734,3479
3480,2,None,None,Loop HT-X,Xtail,None,buildy pink silver,M3tr0 Tw1,None,None,14.53034442681406,3480
3481,4,None,Green River Cubo,Silver Liner Kb2,White tiger king,None,Sun snake,Dark Padm3,Ring Hysteria ,None,37.736821409755315,3481
3482,1,None,70 Purple,None,lanu,Sapphire,Leeloo Dk,None,None,None,24.104238374404137,3482
3483,4,H3art,Damondy,None,Skrill,Sunny,Amy Snake,Silver Nek-T2,Doubla Jenta,None,59.557057329980054,3483
3484,4,Mothered,Goldy Flewer,Dark Tb2,Macca,Sunny,Pryzo Red,None,Ring Hysteria ,None,55.048471284175726,3484
3485,1,None,Gl J0sh1,M0-Nonok3,Dk F4la,None,M3b Goldy Bl,None,None,None,14.663732342637136,3485
3486,3,Mothered,Sh4ggy Sl,Atlas,Dk Motok-0,None,X-0c Bitum Gr,Pk Priam,None,None,29.072291170802327,3486
3487,1,Ciblo,Dk J0sh1,Yoona-939,Pr F4la,None,Ye  Kn1-ght,V0l-T4n,None,None,30.84696519540063,3487
3488,4,Fl3wy,Brown River Cubo,Goldy Liner Kb2,Skrill,None,Yel Kroko,None,Ring Hysteria ,None,40.07871310540098,3488
3489,1,THO,P3X-774,L3x4,Gi Mkia-Wa,None,Wh 1ungle,V0l-T4n,None,None,27.807626309000455,3489
3490,4,None,Gyraphe,Purple Hk-Tk,Double line,None,Kruel,Silver Nek-T2,None,None,21.613168077791983,3490
3491,2,Ohm,Double 50X-TS Silver,P-43cock Blue,M1ley,None,Dk Flowpow,M3tr0 Tw1,None,None,29.155265105424167,3491
3492,3,THO,Sh4ggy Gl,None,Pk Motok-0,None,Mam3-Shib0r1,Pk J4w,None,None,20.84308024424233,3492
3493,4,Yddre,Goldy Flewer,Goldy Liner Kb2,Tiger king,None,Blue Kroko,Goldy Nek-T2,Ring Hysteria ,None,43.74292637418168,3493
3494,2,THO,None,Ltt Loop  HT-X,Xtail,None,buildy yellow gold,M3tr0 Tw1,None,None,20.289852604073243,3494
3495,2,Angel3,None,Metropolis Noisa,Blond shorty,None,Pandora Bl Cl,N0v4,Pyram1d,None,40.11139436602008,3495
3496,1,None,None,M0-Nonok3,Dk F4la,Sapphire,Leeloo Dk,V0l-T4n,None,None,28.815649210489163,3496
3497,3,None,C3d-Gl,None,Leia,Mahubiri,Mam3-Shib0r1,Pk Priam,None,None,31.932928508822574,3497
3498,1,Yddre,None,None,Dk F4la,Sapphire,Rd PSLV,3mr0s,None,None,28.65493089221961,3498
3499,3,Ohm,Sh4ggy Sl,Atlas,Leia,None,P13N-FU Wh,Pk J4w,None,None,27.96920940658312,3499
3500,1,Yddre,70 Blue,None,Dk F4la,None,Tq 1ungle,V0l-T4n,None,None,20.442742680494955,3500
3501,3,Ohm,Sh4ggy Sl,Sonmi-451,Dk Leia,None,Str4w-1r1,None,None,None,19.604082122618173,3501
3502,4,H3art,Brown River Cubo,Silver Liner Kb2,White tiger king,None,Amy Snake,None,Ona Jenta,Silver Innoza,61.402990102675005,3502
3503,1,Ohm,None,Yoona-939,lanu,None,Leeloo Bl,V0l-T4n,None,None,19.164394138469792,3503
3504,3,Ohm,None,None,Pk Motok-0,Mahubiri,Kiya-T4 Pk,4-Smakras Sl,None,None,32.39413532713636,3504
3505,1,Ohm,P3X-774,M0-Nonok3,Mahogany,None,Wh 1ungle,V0l-T4n,None,None,27.53783492118424,3505
3506,1,Yddre,D4isy,Tiger Chain,Dk Mkia-Wa,None,Leeloo Bl,V0l-T4n,None,None,26.24606752680157,3506
3507,3,THO,Sh4ggy Gl,Neo,Br Leia,None,Mam3-Shib0r1,B3cky,None,None,27.09424682516794,3507
3508,2,Mothered,None,Ltt Loop  HT-X,Blond shorty,None,buildy green,Nek_Gl7,None,None,22.590309402701422,3508
3509,4,THO,Damondy,Silver Liner Kb2,Brado,None,Amy Snake,None,Ring Hysteria ,None,35.39473306964801,3509
3510,1,None,D4isy,Tiger,Dk Mkia-Wa,None,Coco-Dk,V0l-T4n,None,None,20.803398088619616,3510
3511,2,THO,None,Nebula,M1ley,None,Mono White,Goldy J4w,None,None,20.5677214316078,3511
3512,2,THO,Goldy Perly,Nebula,Fr33zy,Sapphire,Ye Paiesly,N0v4,None,None,44.40378272455625,3512
3513,3,Ciblo,Glody Cora,Arkosmel,Dk Leia,None,Mam3-Shib0r1,4-Smakras Sl,None,None,31.464425542889234,3513
3514,2,None,94 Goldy PU,Ltt Loop  HT-X,M1ley,None,Dk Flowpow 0,Neckilver,None,None,22.8043716423025,3514
3515,3,Yddre,None,None,Dk Motok-0,Pk M3rm4id,Mam3-000,B3cky Br,Itz4,None,47.533801312274484,3515
3516,2,Yddre,Double 50X-TS Goldy,Teal'c,M1ley,Fire,Dk Flowpow 0,None,None,None,35.700384450934536,3516
3517,3,None,None,None,Leia,None,Str4w-1r1,None,None,None,0.28621202617841973,3517
3518,4,Fl3wy,None,Purple Hk-Tk,Tiger king,None,Black Aredeko,Purple Padm3,None,Silver Innoza,45.05118731119759,3518
3519,1,THO,Sl J0sh1,Tiger,Pr F4la,None,M3b Rd,V0l-T4n,None,None,27.16019231625544,3519
3520,2,None,Double 50X-TS Goldy,Metropolis Noisa,Xtail,None,Pr Paiesly,None,None,None,14.677984736968927,3520
3521,2,None,None,Metropolis Noisa,Xtail,None,Dk Flowpow 0,M3tr0 Tw1,None,None,13.927352116257936,3521
3522,2,None,None,Nebula,M1ley,None,buildy green gold,N0v4,None,None,14.591487513436075,3522
3523,2,THO,None,Nebula,Xtail,None,Mono Red,Nek_Gl7,None,None,20.08421234456459,3523
3524,2,None,94 Blue PU,P-43cock Blue,Fr33zy,None,Pandora Bl,Clavi Tw1,Pyram1d,None,40.3118123216024,3524
3525,2,None,None,Metropolis Noisa,Fr33zy,Sapphire,buildy yellow,None,None,None,22.667803418528262,3525
3526,2,None,None,Teal'c,Fr33zy,None,buildy pink,Neckilver,Pyram1d,None,31.138195016114818,3526
3527,4,Yddre,Gyraphe,blue jewels,White tiger king,None,Pryzo Red,Silver Nek-T2,Geometria,None,44.83738732924447,3527
3528,4,None,Damondy,Purple Hk-Tk,Grand line,Sunny,Purple Aredeko,Purple Padm3,None,None,39.12076750304331,3528
3529,1,Ohm,Dk J0sh1,Kida,Mahogany,None,Dk  Kn1-ght,V0l-T4n,None,None,28.2241828744964,3529
3530,2,Ohm,None,Nebula,Xtail,Sapphire,buildy green,N0v4,None,None,36.82491784900069,3530
3531,4,None,Green River Cubo,Silver Liner Kb2,Brado,None,Blue Kroko,Silver Nek-T2,Ona Jenta,Silver Innoza,58.60288835606817,3531
3532,4,None,Goldy Flewer,Silver Liner Kb2,Brado,None,Purple Aredeko,Silver Nek-T2,None,None,20.821279123854804,3532
3533,4,None,None,Light Tb2,Grand line,None,Amy Snake,None,Ona Jenta,None,24.07983312380165,3533
3534,3,Mothered,Glody Cora,Arkosmel,Dk Motok-0,Fire,Kiya-T4 Rd,None,Ring Hysteria ,None,54.39011284399917,3534
3535,4,H3art,Green River Cubo,None,Blond shorty 0,None,White Aredeko,Purple Padm3,Geometria,Silver Innoza,64.00621958114161,3535
3536,1,THO,Dk J0sh1,Tiger,Dk F4la,None,Br PSLV,3mr0s,None,None,27.510314106136097,3536
3537,4,Fl3wy,None,blue jewels,Blond shorty 0,Ruby,Red kroko,None,None,Silver Innoza,55.14303031796749,3537
3538,2,Ohm,94 Blue PU,P-43cock Dark,Xtail,None,Pandora Bl,Neckilver,None,None,29.638745737152366,3538
3539,2,Ohm,Double 50X-TS Goldy,Loop HT-X,Xtail,None,Dk Flowpow 0,Neckilver,None,None,28.910735910751,3539
3540,3,Ohm,None,Sonmi-451,Leia,None,Str4w-1r1,B3cky,None,None,19.962393296354044,3540
3541,3,None,None,Neo,Dk Leia,Pk M3rm4id,Str4w-Pur,Pk J4w,None,None,29.541128683014378,3541
3542,2,None,None,Teal'c,Blond Tifa,None,Pandora Br,None,Pyram1d,None,23.634593308295173,3542
3543,4,Yddre,Damondy,Purple Hk-Tk,White tiger king,None,Amy Snake,Goldy Nek-T2,Ring Hysteria ,Silver Innoza,65.34767290343349,3543
3544,1,None,Sl J0sh1,Tiger Chain,Mahogany,Sapphire,Coco-Dk,None,None,None,29.615703102958413,3544
3545,3,None,None,None,Leia,1R-1cent,Mam3-Shib0r1,Pk Priam,None,None,24.534823742963894,3545
3546,4,None,Green River Cubo,Silver Liner Kb2,Macca,None,Black Aredeko,Silver Nek-T2,Ona Jenta,None,36.90308237436112,3546
3547,3,None,Glody Cora,Sonmi-451,Br Leia,None,Str4w-J4p,None,None,None,14.092265072888999,3547
3548,4,H3art,Goldy Flewer,Dark Tb2,Macca,None,Ruby snake,None,Ona Jenta,None,40.34801269946078,3548
3549,4,None,Gyraphe,Silver Liner Kb2,Macca,None,Kruel,Goldy Nek-T2,Ona Jenta,None,37.72274195198589,3549
3550,2,Ohm,Double 50X-TS Goldy,Ltt Loop  HT-X,Brown Tifa ,Sapphire,Pk Paiesly,None,Pyram1d,None,54.93455179880027,3550
3551,2,Yddre,None,Teal'c,Blond Tifa,None,Pandora Bl,Plav4,None,None,19.67025802056662,3551
3552,1,None,D4isy,Tiger Chain,Dk Mkia-Wa,None,Leeloo Bl,V0l-T4n,None,None,20.853411912694078,3552
3553,2,Ciblo,None,None,Blond shorty,None,Pandora Dk,Smakras,None,None,17.62026650717735,3553
3554,1,THO,Sl J0sh1,Tiger,Pr F4la,Sapphire,Tq 1ungle,None,None,None,36.23895675703669,3554
3555,2,Ohm,Double 50X-TS Goldy,Teal'c,Blond Tifa,None,Pandora Bl,M3tr0 Tw1,None,None,28.877397215379503,3555
3556,4,Mothered,Gyraphe,blue jewels,Shorty,None,Pryzo,Silver Nek-T2,None,None,29.61436357681163,3556
3557,3,Ohm,Glody Cora,Sonmi-451,Leia,None,P13N-FU Dk,Pk Priam,None,None,27.716366408409254,3557
3558,1,Yddre,Dk J0sh1,Tiger Chain,Mahogany,None,Wh 1ungle,None,None,None,19.84254175183862,3558
3559,3,Ohm,C3d-Gl,None,Dk Motok-0,Fire,Str4w-J4p,Pk J4w,Ring Hysteria ,None,53.95895290626929,3559
3560,1,None,None,Yoona-939,Mahogany,None,Leeloo Bl,V0l-T4n,None,None,12.574223424334557,3560
3561,3,Ohm,C3d-Gl,None,Dk Leia,None,Str4w-Pur,B3cky Br,Ring Hysteria ,None,38.11725009753734,3561
3562,4,THO,Green River Cubo,Purple Hk-Tk,Macca,None,Vintegio,Silver Nek-T2,Ona Jenta,None,43.417516224383085,3562
3563,1,THO,70 Blue,Tiger,lanu,Fire,Ye  Kn1-ght,None,None,None,36.34454372749964,3563
3564,4,THO,Goldy Flewer,Silver Liner Kb2,Blond shorty 0,Emerald,Vintegio,None,Ona Jenta,None,53.71782464109862,3564
3565,2,Yddre,None,Ltt Loop  HT-X,Fr33zy,Sapphire,buildy white gold,Nek_Gl7,Pyram1d,None,52.48954192015201,3565
3566,3,Ohm,None,None,Dk Leia,Fire,Str4w-1r1,4-Smakras Sl,None,None,31.03273753280901,3566
3567,2,None,None,Nebula,Blond shorty,Sapphire,buildy yellow silver,Nek_Gl7,None,None,30.5048727374168,3567
3568,1,THO,70 Blue,M0-Nonok3,Gi Mkia-Wa,None,Leeloo Dk,V0l-T4n,None,None,27.22410896331103,3568
3569,2,None,None,Loop HT-X,M1ley,Fire,Dk Flowpow 0,None,None,None,22.931856348343533,3569
3570,3,Ohm,None,Arkosmel,Dk Motok-0,Pk M3rm4id,Mam3-000,None,Ring Hysteria ,None,45.83146993421776,3570
3571,2,None,Double 50X-TS Goldy,Metropolis Noisa,Blond Tifa,None,Gr Flowpow,Goldy J4w,None,None,22.898846855874964,3571
3572,3,None,Sh4ggy Sl,None,Dk Leia,Fire,Zh0ra Dk,B3cky Br,None,None,31.421763555429035,3572
3573,3,Yddre,Glody Cora,None,Dk Leia,None,X-0c Bitum Gr,Pk J4w,Ring Hysteria ,None,35.92522291854885,3573
3574,1,Yddre,None,Yoona-939,Mahogany,None,Coco-Pr,V0l-T4n,None,None,18.303309058358046,3574
3575,2,Yddre,Goldy Perly,Nebula,Fr33zy,None,Zippy,Plav4,None,None,28.29143271849311,3575
3576,4,THO,None,None,Macca,None,Yel Kroko,None,Ring Hysteria ,None,22.15738441267083,3576
3577,2,None,Double 50X-TS Goldy,P-43cock Blue,Fr33zy,None,Pr Paiesly,Nek_Gl7,None,None,22.623762534193855,3577
3578,4,THO,None,Light Tb2,Blond shorty 0,None,Black Aredeko,Purple Padm3,Geometria,None,37.978771819663365,3578
3579,3,Yddre,Sh4ggy Sl,Neo,Dk Leia,None,Mam3-Shib0r1,Pk Priam,None,None,25.641019180378677,3579
3580,1,Yddre,D4isy,L3x4,Mahogany,None,Bl  Kn1-ght,V0l-T4n,None,None,26.379456385132034,3580
3581,2,Mothered,None,None,Xtail,Sapphire,Mono Red,Smakras,None,None,31.77191194220747,3581
3582,4,None,Goldy Flewer,Copper Hk-Tk,White tiger king,None,Ivor snake,Purple Padm3,None,None,22.42727646517607,3582
3583,4,THO,None,Light Tb2,Shorty,None,Ruby snake,None,Ona Jenta,None,30.04728266267746,3583
3584,3,Mothered,Sh4ggy Sl,None,Dk Leia,None,Zh0ra Dk,None,None,None,15.286655140285877,3584
3585,2,None,None,Teal'c,Brown Tifa ,None,Mono Red,Clavi Tw1,None,None,15.024984340739103,3585
3586,4,None,Gyraphe,Goldy Liner Kb2,Macca,None,Blue Kroko,Purple Padm3,Ring Hysteria ,None,37.095030219036765,3586
3587,3,Ohm,None,Sonmi-451,Pk Motok-0,None,Mam3-Shib0r1,Pk J4w,3-Ncke,None,37.64506194454443,3587
3588,1,THO,70 Blue,None,Pr F4la,None,Tq 1ungle,3mr0s,None,None,21.77093122856276,3588
3589,4,None,None,Purple Hk-Tk,Double line,None,Purple Aredeko,None,Ring Hysteria ,None,22.87690097589157,3589
3590,4,THO,None,Dark Tb2,Guerti,Emerald,Vintegio Br,None,Ona Jenta,None,47.42082209745842,3590
3591,1,Ohm,D4isy,Tiger Chain,Mahogany,None,Bl PSLV,None,None,None,21.028760004608372,3591
3592,3,Ohm,Sh4ggy Gl,None,Dk Motok-0,None,Mam3-000,Pk J4w,None,None,21.74308553699727,3592
3593,4,Fl3wy,None,None,Shorty,None,Blue Kroko,None,None,Silver Innoza,31.730756823596185,3593
3594,3,Ohm,None,Atlas,Dk Leia,Mahubiri,Str4w-J4p,Pk J4w,None,None,36.95292026307466,3594
3595,2,Ohm,Double 50X-TS Silver,Metropolis Noisa,M1ley,None,Pandora Wh,M3tr0 Tw1,Pyram1d,None,45.83981404370527,3595
3596,3,None,Sh4ggy Gl,None,Dk Motok-0,Pk M3rm4id,Str4w-1r1,None,None,None,24.168117464333186,3596
3597,4,None,Green River Cubo,None,Blond shorty 0,Sunny,Silver snake,Purple Padm3,None,None,32.934149747182985,3597
3598,4,Fl3wy,Goldy Flewer,None,White tiger king,None,Sun snake,None,Ring Hysteria ,Silver Innoza,55.32016191896921,3598
3599,2,None,None,Metropolis Noisa,Xtail,Sapphire,Dk Flowpow,None,None,None,22.214859151149675,3599
3600,3,None,C3d-Gl,None,Leia,Pk M3rm4id,Zh0ra Gr,Pk Priam,Ring Hysteria ,None,47.25608752754534,3600
3601,1,Ohm,P3X-774,M0-Nonok3,Mahogany,Sapphire,Tq 1ungle,None,None,None,36.82497817634176,3601
3602,2,None,None,Metropolis Noisa,Brown Tifa ,None,buildy white silver,M3tr0 Tw1,Pyram1d,None,32.09404264818807,3602
3603,4,None,Brown River Cubo,Light Tb2,Macca,None,Vintegio Br,None,Ring Hysteria ,Silver Innoza,51.90594240825897,3603
3604,2,None,None,Metropolis Noisa,Blond shorty,None,Rorschach,Nek_Gl7,None,None,14.227437877802185,3604
3605,2,Yddre,None,Ltt Loop  HT-X,M1ley,Sapphire,Gr Flowpow,Neckilver,None,None,35.558260385079635,3605
3606,4,None,Brown River Cubo,Copper Hk-Tk,Brado,None,Blue Kroko,None,Ona Jenta,Silver Innoza,52.88646759772422,3606
3607,4,None,Green River Cubo,Purple Hk-Tk,Macca,None,Ruby snake,None,Ring Hysteria ,None,29.841417608143338,3607
3608,2,None,Goldy Perly,Teal'c,M1ley,None,Pandora Bl,None,None,None,14.572389952044187,3608
3609,1,Angel3,70 Blue,None,lanu,None,Coco-Bl,V0l-T4n,None,None,23.26815251423596,3609
3610,3,Yddre,Sh4ggy Gl,Arkosmel,Dk Leia,None,Zh0ra Gr,None,Ring Hysteria ,None,35.21727926259899,3610
3611,2,None,None,Teal'c,Blond Tifa,Sapphire,BL Kombinacija,N0v4,None,None,29.840766423956882,3611
3612,4,H3art,Green River Cubo,None,Brado,None,Vintegio Br,Dark Padm3,None,None,25.16117095208154,3612
3613,2,Yddre,None,Teal'c,Xtail,None,Gr Flowpow 0,Plav4,None,None,19.039470699455872,3613
3614,3,Yddre,Sh4ggy Gl,Neo,Br Leia,None,P13N-FU Dk,None,Ring Hysteria ,None,35.14505256385341,3614
3615,2,None,None,Teal'c,M1ley,None,Dk Flowpow 0,None,None,None,6.081353072162807,3615
3616,2,None,None,None,Brown Tifa ,None,buildy yellow silver,None,None,None,1.5474267608882093,3616
3617,4,Mothered,Gyraphe,Silver Liner Kb2,Skrill,Emerald,Purple Aredeko,Silver Nek-T2,Ring Hysteria ,Silver Innoza,83.2457405301843,3617
3618,1,THO,None,L3x4,Mahogany,None,Coco-Br,3mr0s,None,None,19.086856379982898,3618
3619,4,None,Gyraphe,Purple Hk-Tk,White tiger king,Emerald,Ivor snake,Goldy Nek-T2,Ona Jenta,None,56.290331757609245,3619
3620,2,None,None,Teal'c,M1ley,None,Mono Red,None,Pyram1d,None,23.164978913816007,3620
3621,3,None,Glody Cora,None,Dk Leia,Pk M3rm4id,Zh0ra Rd,B3cky,None,None,32.005177719406674,3621
3622,2,None,None,Nebula,Fr33zy,None,buildy white,Smakras,None,None,14.977754396647983,3622
3623,3,Yddre,Sh4ggy Sl,Sonmi-451,Dk Motok-0,None,Mam3-000,Pk Priam,None,None,25.84110543975876,3623
3624,4,Yddre,Green River Cubo,blue jewels,Grand line,Sunny,Kruel,None,Ring Hysteria ,Silver Innoza,74.30232354213257,3624
3625,2,Ohm,None,Ltt Loop  HT-X,Blond shorty,None,buildy blue silver,Plav4,None,None,21.55948810240376,3625
3626,2,Yddre,Double 50X-TS Goldy,Teal'c,Blond Tifa,None,Gr Paiesly,N0v4,None,None,27.61343702929612,3626
3627,2,Angel3,None,P-43cock Dark,Xtail,None,Pandora Br,None,None,None,15.661378806622139,3627
3628,2,Angel3,94 Blue PU,None,M1ley,Sapphire,Gadiagora,Clavi Tw1,None,None,41.525983493396964,3628
3629,3,Ciblo,C3d-Gl,None,Dk Motok-0,Fire,Zh0ra Dk,B3cky,None,None,41.044928146090406,3629
3630,4,H3art,Damondy,Silver Liner Kb2,Tiger king,None,Red kroko,Silver Nek-T2,Ring Hysteria ,Silver Innoza,67.40834956753393,3630
3631,1,THO,D4isy,Yoona-939,Dk Mkia-Wa,None,Cameron Light,3mr0s,None,None,26.990689953887053,3631
3632,3,THO,C3d-Gl,Neo,Dk Motok-0,None,Str4w-1r1,Pk J4w,None,None,27.258183303718557,3632
3633,3,Yddre,Glody Cora,None,Dk Motok-0,1R-1cent,P13N-FU Wh,B3cky,None,None,38.63640688693394,3633
3634,3,Ohm,Sh4ggy Sl,None,Dk Leia,Pk M3rm4id,Kiya-T4 Rd,None,None,None,30.179717024325488,3634
3635,1,Ohm,Gl J0sh1,Kida,lanu,Fire,M3b Dk,None,None,None,37.61684148694649,3635
3636,4,Yddre,Green River Cubo,Copper Hk-Tk,Goldy Skrill,None,Blue Kroko,Silver Nek-T2,Geometria,None,45.034648743864324,3636
3637,2,Ohm,None,None,Brown Tifa ,None,buildy pink,Clavi Tw1,None,None,16.183882222715795,3637
3638,4,H3art,Gyraphe,None,Skrill,None,Ivor snake,None,Ona Jenta,None,34.255988615123094,3638
3639,3,None,Sh4ggy Gl,None,Leia,None,Zh0ra Rd,None,None,None,8.207574303231064,3639
3640,1,Ohm,None,None,Gi Mkia-Wa,Fire,Coco-Br,None,None,None,24.110046899995854,3640
3641,4,Fl3wy,Goldy Flewer,Dark Tb2,Macca,None,White Aredeko,None,None,Silver Innoza,45.678751502721894,3641
3642,4,None,Goldy Flewer,Copper Hk-Tk,Brado,None,Pryzo,None,None,None,14.975883477356541,3642
3643,2,THO,94 Blue PU,P-43cock Blue,Xtail,None,Gr Flowpow 0,Nek_Gl7,None,None,28.416403030297037,3643
3644,2,Yddre,None,Meronym,Blond Tifa,None,Gr Paiesly,Clavi Tw1,None,None,21.27083175946783,3644
3645,4,H3art,Goldy Flewer,Silver Liner Kb2,Macca,None,Pryzo,Silver Nek-T2,Ring Hysteria ,None,45.09260183538312,3645
3646,3,Yddre,None,Sonmi-451,Pk Motok-0,Fire,X-0c Bitum,Abydoss,None,None,36.01968818698295,3646
3647,4,None,Brown River Cubo,Silver Liner Kb2,Brado,None,Vintegio Br,None,None,None,13.731062768084456,3647
3648,4,None,None,blue jewels,Blond shorty 0,None,Amy Snake,Silver Nek-T2,Geometria,Silver Innoza,53.370286768770725,3648
3649,2,None,None,Loop HT-X,Xtail,None,Pandora Dk,M3tr0 Tw1,None,None,14.460879408661222,3649
3650,4,H3art,Gyraphe,None,Brado,Ruby,Vintegio,Silver Nek-T2,None,None,41.284822382272694,3650
3651,3,THO,Sh4ggy Gl,None,Dk Motok-0,Pk M3rm4id,P13N-FU Wh,B3cky,None,None,37.62506334307461,3651
3652,2,Mothered,None,Teal'c,Blond Tifa,None,buildy pink,N0v4,None,None,22.162376583359517,3652
3653,4,Fl3wy,None,Silver Liner Kb2,Goldy Skrill,None,Kruel,Silver Nek-T2,Doubla Jenta,None,40.68173665709557,3653
3654,1,None,None,Yoona-939,Mahogany,None,Coco-Bl,None,None,None,6.287032752768565,3654
3655,4,Mothered,None,Dark Tb2,Double line,None,Pryzo,None,Ona Jenta,None,32.13090147028719,3655
3656,3,Ohm,Sh4ggy Sl,None,Dk Leia,Fire,Zh0ra Gr,Pk J4w,None,None,37.32474467864213,3656
3657,4,THO,Green River Cubo,Light Tb2,Brado,None,Blue Kroko,None,Ona Jenta,None,37.03101821802995,3657
3658,3,Mothered,Glody Cora,None,Br Leia,Pk M3rm4id,P13N-FU Dk,Pk J4w,None,None,39.708546785959975,3658
3659,4,None,Brown River Cubo,Copper Hk-Tk,Grand line,None,Pryzo Red,Silver Nek-T2,None,None,21.98825534864806,3659
3660,2,None,None,Nebula,Blond shorty,None,buildy blue silver,Goldy J4w,None,None,15.263960165732865,3660
3661,1,None,Gl J0sh1,Tiger Chain,Dk Mkia-Wa,None,Dk  Kn1-ght,V0l-T4n,None,None,21.128525634974253,3661
3662,3,Mothered,Bl Pr1s,Sonmi-451,Br Leia,None,Mam3-Shib0r1,None,None,None,22.260406054040136,3662
3663,1,None,Gl J0sh1,Yoona-939,lanu,None,Br PSLV,V0l-T4n,None,None,20.478269603264966,3663
3664,4,THO,Gyraphe,Silver Liner Kb2,Double line,Ruby,Amy Snake,None,Ring Hysteria ,Silver Innoza,74.1855163678279,3664
3665,1,None,Dk J0sh1,None,Dk Mkia-Wa,None,M3b Gr,V0l-T4n,None,None,15.311227006201603,3665
3666,1,THO,None,Tiger Chain,Dk F4la,Fire,Gr  Kn1-ght,V0l-T4n,None,None,35.430589987060266,3666
3667,2,Yddre,None,P-43cock Blue,Xtail,None,Dk Flowpow 0,Plav4,None,None,19.678605907975243,3667
3668,2,Ohm,None,None,Brown Tifa ,Sapphire,Zippy,None,None,None,23.759902592577205,3668
3669,4,Mothered,Green River Cubo,Copper Hk-Tk,Blond shorty 0,None,Vintegio,Goldy Nek-T2,Geometria,None,48.051529953817365,3669
3670,4,THO,None,Dark Tb2,Double line,None,Blue Kroko,Purple Padm3,Ona Jenta,None,36.80629131561076,3670
3671,3,Yddre,Sh4ggy Gl,Arkosmel,Dk Motok-0,Esmerald,X-0c Bitum Bl,B3cky,Ring Hysteria ,None,60.0121540391431,3671
3672,4,None,Gyraphe,Purple Hk-Tk,Brado,None,Black Aredeko,None,Geometria,None,31.911223648261167,3672
3673,3,None,C3d-Gl,None,Br Leia,None,P13N-FU Gr,Pk J4w,Ring Hysteria ,None,31.26393879527722,3673
3674,3,Ciblo,Sh4ggy Gl,Neo,Dk Motok-0,Mahubiri,P13N-FU Gr,Pk Priam,None,None,46.74537866213546,3674
3675,2,Mothered,None,None,Xtail,None,buildy green gold,Plav4,None,None,16.133779891313534,3675
3676,3,Ciblo,None,None,Br Leia,Fire,Str4w-Pur,Pk J4w,Itz4,None,50.10062409008612,3676
3677,4,None,None,Purple Hk-Tk,Macca,None,Ivor snake,Purple Padm3,None,Silver Innoza,35.57817864407913,3677
3678,1,None,Big J0sh1,L3x4,Mahogany,None,M3b Gr,V0l-T4n,None,None,21.41197535805105,3678
3679,4,Yddre,Goldy Flewer,blue jewels,Grand line,None,Yel Kroko,None,Ring Hysteria ,Goldy Innoza,58.61179861573039,3679
3680,4,None,Brown River Cubo,Copper Hk-Tk,Double line,None,Amy Snake,Dark Padm3,Ring Hysteria ,None,38.61203161257708,3680
3681,3,Yddre,None,Sonmi-451,Pk Motok-0,Pk M3rm4id,Str4w-Pur,None,None,None,28.179945976100797,3681
3682,4,H3art,Gyraphe,None,Shorty,None,Sun snake,Goldy Nek-T2,Ona Jenta,Silver Innoza,63.53391167510337,3682
3683,1,Ohm,70 Blue,Yoona-939,Mahogany,None,Leeloo Bl,None,None,None,20.89259914871721,3683
