,Beard Gene,Bones Gene,Teeth Gene,Nose Gene,Eyes Gene,Hair Gene,Skull Gene,Background ID,NAME,UNIQUENESS INDEX,Noname Trait,Rarity score,Token Id
4735,#8,#15,#7,#1,#19,#16,#11,#123,Chiphruk,22,None,0.9329503716995294,4735
4736,#8,#15,#2,#1,#87,#113,#6,#100,Dralluth,22,None,0.7027874527963448,4736
4737,#8,#8,#9,#2,#11,#9,#6,#79,Eshin,12,None,45.61614585305334,4737
4738,#8,#15,#8,#1,#81,#60,#13,#122,Maarseas,22,None,0.6534976878376345,4738
4739,#8,#15,#10,#5,#68,#28,#8,#71,Thade,22,None,0.6082744682694448,4739
4740,#8,#15,#8,#2,#86,#122,#1,#104,Xuulan,26,Game Token,40.06290885207609,4740
4741,#8,#15,#1,#3,#70,#56,#9,#49,Drultaolruz,22,None,0.8425343471595164,4741
4742,#8,#15,#1,#5,#63,#10,#2,#125,Naarsiumfoi,22,None,0.8425742248755582,4742
4743,#8,#15,#0,#7,#9,#117,#6,#27,Muhaalmaoz,22,None,0.7439408407415595,4743
4744,#8,#15,#1,#3,#29,#61,#14,#33,Kugnicauhr,22,None,0.7521376459874697,4744
4745,#8,#15,#7,#4,#70,#39,#0,#126,Paoniuhiu,22,None,0.846664198117489,4745
4746,#8,#15,#9,#5,#75,#103,#9,#74,Neazethrouth,22,None,1.0151609558866652,4746
4747,#8,#15,#1,#7,#38,#39,#13,#31,Ciaxxugic,22,None,1.0357608814271502,4747
4748,#3,#10,#8,#0,#70,#122,#12,#59,Phornin,5,None,74.37852726109804,4748
4749,#8,#6,#3,#5,#5,#71,#9,#81,Kranra,12,None,46.61479358400241,4749
4750,#8,#15,#5,#6,#70,#122,#3,#28,Uhrou,25,Game Token,34.7111966770902,4750
4751,#2,#10,#2,#3,#80,#44,#9,#58,Khodass,2,None,85.32573939405734,4751
4752,#6,#15,#2,#4,#52,#21,#2,#56,Yauzuu,11,None,52.06823928811403,4752
4753,#8,#15,#7,#3,#9,#81,#2,#111,Wrirputhoihr,22,None,0.612376362120949,4753
4754,#8,#6,#3,#6,#19,#122,#10,#72,Zenraarth,16,None,38.26391843182573,4754
4755,#8,#15,#10,#2,#16,#108,#4,#30,Vanti,22,None,0.5630652241070189,4755
4756,#8,#15,#10,#1,#87,#36,#6,#122,Wrumilmath,22,None,0.5507048610530678,4756
4757,#8,#15,#1,#4,#73,#122,#1,#31,Sthrautoiz,25,Game Token,34.49339493748487,4757
4758,#8,#15,#1,#4,#72,#84,#6,#24,Horin,22,None,0.9535638586394245,4758
4759,#0,#15,#9,#3,#67,#122,#7,#19,Sliszon,15,None,42.27086561802425,4759
4760,#4,#15,#3,#1,#42,#117,#8,#21,Pliorriastruz,11,None,52.40519293524191,4760
4761,#0,#15,#0,#3,#70,#122,#3,#11,Prilfuphrow,15,None,42.13521897736136,4761
4762,#8,#14,#3,#6,#85,#122,#5,#90,Ograabbois,16,None,38.07488341402353,4762
4763,#2,#15,#7,#6,#61,#38,#12,#72,Slomaansiu,11,None,52.64766565541863,4763
4764,#2,#15,#7,#5,#51,#122,#4,#98,Asziux,15,None,42.44756658562235,4764
4765,#8,#15,#1,#3,#25,#6,#1,#82,Luusthaalthuu,22,None,0.6411451340674867,4765
4766,#8,#15,#0,#1,#64,#122,#14,#26,Kosiw,25,Game Token,34.226282075648584,4766
4767,#8,#15,#4,#3,#50,#79,#9,#19,Nethu,22,None,0.7603677490035692,4767
4768,#8,#15,#10,#4,#1,#53,#8,#4,Tokkessel,22,None,0.4520998420106442,4768
4769,#8,#15,#6,#1,#5,#122,#4,#11,Dreannaanthaa,25,Game Token,34.57555784899543,4769
4770,#8,#15,#3,#4,#48,#34,#12,#24,Nutroubru,22,None,0.9823585309803885,4770
4771,#8,#15,#8,#0,#53,#74,#9,#124,Driatraoz,22,None,0.8754284497496083,4771
4772,#8,#15,#3,#0,#42,#69,#9,#24,Praophraaldiu,22,None,1.343978222625496,4772
4773,#8,#15,#10,#2,#78,#122,#12,#75,Dagho,26,Game Token,39.99717862037535,4773
4774,#8,#8,#5,#3,#18,#33,#9,#27,Khare,12,None,45.74766429039041,4774
4775,#8,#15,#6,#6,#22,#118,#6,#86,Hialmao,22,None,1.093277047885917,4775
4776,#8,#15,#1,#1,#88,#93,#9,#20,Sthrucorruc,22,None,0.9945918675246163,4776
4777,#8,#15,#10,#0,#72,#79,#11,#51,Mondordearth,22,None,0.8014471452186459,4777
4778,#8,#15,#0,#7,#41,#72,#12,#3,Iuxehiuz,22,None,0.7439445438085297,4778
4779,#4,#15,#8,#5,#39,#118,#3,#10,Zorpas,11,None,52.38875410655278,4779
4780,#8,#15,#7,#3,#55,#55,#4,#50,Yibres,22,None,0.7603323982618099,4780
4781,#8,#15,#0,#4,#82,#122,#1,#13,Aszutherr,25,Game Token,34.127623201568504,4781
4782,#8,#15,#5,#7,#46,#89,#13,#6,Taruw,22,None,0.694639157818975,4782
4783,#8,#15,#0,#7,#64,#44,#4,#25,Vroumos,22,None,0.826136632093021,4783
4784,#8,#15,#4,#3,#80,#122,#14,#72,Aoruh,25,Game Token,34.24275255374588,4784
4785,#2,#15,#4,#4,#23,#2,#13,#81,Ghialdarlih,11,None,52.277815851816776,4785
4786,#8,#15,#0,#2,#67,#68,#6,#107,Proistrun,22,None,0.31648649866179185,4786
4787,#8,#15,#9,#1,#14,#103,#13,#120,Tuurchelren,22,None,0.7932195056224609,4787
4788,#8,#15,#4,#4,#72,#122,#11,#15,Diblordett,25,Game Token,34.21805936261853,4788
4789,#8,#2,#2,#0,#47,#122,#7,#19,Dimmophren,16,None,37.902262562703385,4789
4790,#8,#4,#7,#1,#34,#6,#3,#27,Dauhraubbia,12,None,46.318917278293426,4790
4791,#8,#15,#6,#4,#68,#86,#10,#70,Ghakkalda,22,None,0.7850087266129451,4791
4792,#8,#15,#2,#0,#70,#42,#10,#100,Aostronterth,22,None,0.8630968634215801,4792
4793,#8,#15,#1,#6,#16,#122,#13,#124,Peazzathis,25,Game Token,34.93311222796352,4793
4794,#8,#15,#4,#0,#62,#6,#6,#12,Sauntherpaw,22,None,0.8713594436761039,4794
4795,#8,#15,#7,#1,#58,#88,#1,#67,Slekhiuciu,22,None,0.858924255587908,4795
4796,#7,#15,#1,#1,#66,#122,#0,#119,Thriphiuldu,15,None,42.40237665935403,4796
4797,#8,#15,#1,#7,#59,#122,#8,#47,Nortirrirm,25,Game Token,34.69889797708047,4797
4798,#8,#15,#3,#7,#25,#13,#8,#100,Urti,22,None,1.1302985306243547,4798
4799,#8,#15,#5,#6,#61,#122,#10,#45,Wirse,25,Game Token,34.550928788255156,4799
4800,#8,#15,#9,#5,#78,#106,#10,#108,Prakith,22,None,0.7932112871675475,4800
4801,#8,#15,#5,#6,#41,#40,#4,#75,Itrau,22,None,1.039854964808848,4801
4802,#8,#15,#6,#1,#71,#122,#4,#88,Zaatriothreath,25,Game Token,34.402963717689175,4802
4803,#8,#15,#2,#2,#35,#122,#3,#125,Bhiolau,25,Game Token,34.35362462329862,4803
4804,#8,#15,#6,#7,#13,#83,#13,#49,Ludel,22,None,1.0275344780112423,4804
4805,#7,#15,#0,#4,#55,#37,#5,#91,Pruphaolfioh,11,None,51.69420743627536,4805
4806,#8,#15,#7,#3,#59,#77,#10,#92,Chiopheaz,22,None,0.8055391742603083,4806
4807,#8,#15,#3,#6,#72,#122,#2,#11,Kruukkar,25,Game Token,34.87555413300669,4807
4808,#8,#7,#8,#6,#42,#122,#2,#116,Strajastrur,16,None,37.67628827590581,4808
4809,#6,#1,#3,#4,#49,#74,#2,#61,Osthoxau,2,None,85.58050136781938,4809
4810,#8,#15,#8,#5,#76,#104,#4,#18,Chodihr,22,None,0.8918824882001504,4810
4811,#8,#2,#2,#4,#72,#52,#13,#114,Darteaknan,12,None,46.05589314476061,4811
4812,#2,#15,#8,#5,#64,#79,#3,#106,Bratihr,11,None,52.43394444345191,4812
4813,#8,#15,#0,#2,#64,#109,#7,#35,Ciursidde,22,None,0.45210888601502847,4813
4814,#8,#15,#8,#6,#18,#122,#7,#30,Giubriarlea,25,Game Token,34.702956295075445,4814
4815,#8,#15,#7,#0,#77,#2,#2,#115,Premittoi,22,None,0.858984279028301,4815
4816,#8,#15,#6,#3,#88,#39,#10,#73,Laulphinsoith,22,None,0.6863650684979942,4816
4817,#8,#15,#9,#3,#23,#16,#11,#36,Khoustrinthahr,22,None,0.5096353306513742,4817
4818,#8,#15,#4,#4,#87,#98,#5,#80,Oiszioriuh,22,None,0.6247404284243324,4818
4819,#1,#15,#9,#7,#45,#122,#7,#105,Phruutuu,15,None,42.42702051083167,4819
4820,#8,#15,#8,#6,#32,#114,#6,#72,Plusiussen,22,None,0.9535609855010136,4820
4821,#8,#15,#7,#2,#71,#122,#4,#68,Xaunaoddio,25,Game Token,34.341312359973635,4821
4822,#8,#12,#5,#2,#51,#13,#9,#118,Urzaorth,12,None,45.76822474619996,4822
4823,#8,#15,#10,#2,#48,#102,#14,#3,Wachiuxin,22,None,0.4808694371346462,4823
4824,#2,#15,#7,#7,#43,#87,#13,#66,Bhuusthaaxxath,11,None,52.647650445474746,4824
4825,#8,#15,#6,#0,#20,#122,#0,#72,Grakroxxoc,25,Game Token,34.60841617862662,4825
4826,#2,#15,#9,#4,#68,#17,#9,#29,Unaorsou,11,None,52.20381605211302,4826
4827,#8,#11,#7,#2,#39,#122,#0,#53,Pauthre,16,None,37.68446041547788,4827
4828,#8,#15,#9,#2,#18,#13,#10,#63,Gokkurth,22,None,0.464421565535913,4828
4829,#8,#15,#3,#3,#22,#28,#7,#77,Bekontal,22,None,0.9535416586662687,4829
4830,#8,#2,#6,#5,#48,#122,#12,#23,Graotiachuuth,16,None,37.783076944955226,4830
4831,#8,#4,#3,#1,#28,#122,#14,#65,Khiunthearphou,16,None,37.902271194890965,4831
4832,#3,#15,#8,#2,#34,#107,#11,#47,Iolduu,11,None,51.98605007533996,4832
4833,#8,#15,#7,#6,#26,#35,#7,#23,Mursarth,22,None,1.2987550031485373,4833
4834,#8,#15,#2,#0,#53,#87,#7,#52,Gloussou,22,None,1.0274954247498989,4834
4835,#7,#15,#5,#2,#38,#40,#2,#86,Haldazuw,11,None,51.53808377959962,4835
4836,#8,#15,#5,#4,#17,#99,#0,#117,Kraxaggorm,22,None,0.5302266189865787,4836
4837,#8,#15,#2,#7,#57,#27,#10,#117,Phraaphrommao,22,None,0.9452975807917914,4837
4838,#0,#15,#6,#5,#31,#112,#1,#62,Sthrauszoukioz,11,None,52.602482718632196,4838
4839,#8,#15,#3,#7,#38,#19,#7,#12,Yichioh,22,None,1.2371418712290223,4839
4840,#8,#15,#9,#6,#36,#122,#6,#110,Iazzadrurr,25,Game Token,34.65778076095617,4840
4841,#8,#15,#1,#5,#2,#122,#13,#88,Mozzagnaon,25,Game Token,34.6043780025243,4841
4842,#8,#15,#0,#4,#56,#74,#1,#115,Kakhil,22,None,0.4274580449642758,4842
4843,#8,#13,#4,#7,#79,#122,#14,#55,Pronouxhouz,16,None,37.93515748409185,4843
4844,#8,#15,#7,#1,#26,#44,#3,#79,Praostrea,22,None,1.0685686499165403,4844
4845,#8,#15,#10,#2,#86,#122,#6,#122,Hosidax,26,Game Token,40.00953240430453,4845
4846,#3,#15,#6,#7,#76,#74,#14,#37,Friathrian,11,None,52.60659488993142,4846
4847,#8,#9,#4,#4,#81,#35,#4,#113,Bageth,12,None,45.99833299528128,4847
4848,#8,#15,#4,#5,#76,#94,#4,#116,Vrephri,22,None,1.0069892310508028,4848
4849,#8,#8,#2,#3,#82,#122,#9,#2,Chiuszaohroiz,16,None,37.429638435061946,4849
4850,#8,#15,#10,#4,#6,#59,#10,#92,Llaorneth,22,None,0.6329433968728106,4850
4851,#8,#15,#3,#6,#28,#0,#9,#72,Jiunsaulluuth,22,None,1.541283631060793,4851
4852,#8,#4,#5,#4,#14,#74,#14,#122,Ghiuzzi,12,None,45.66543356166493,4852
4853,#8,#15,#8,#1,#80,#64,#5,#54,Roidhuuda,22,None,0.5794830846241726,4853
4854,#8,#15,#2,#6,#70,#68,#10,#40,Daachuuth,22,None,1.0439354851489775,4854
4855,#8,#15,#8,#3,#11,#122,#14,#76,Zabaotras,26,Game Token,40.062993127275206,4855
4856,#8,#15,#0,#1,#19,#122,#13,#107,Shiandrongoil,25,Game Token,34.27557225160302,4856
4857,#8,#15,#2,#5,#28,#57,#7,#59,Shretteas,22,None,1.097391276353349,4857
4858,#2,#15,#6,#3,#67,#68,#1,#39,Vese,11,None,52.25727225139373,4858
4859,#8,#15,#3,#0,#24,#122,#12,#35,Uuhaashaul,25,Game Token,34.81394428485638,4859
4860,#8,#15,#5,#4,#87,#10,#7,#115,Vokaz,22,None,0.6042046357341594,4860
4861,#8,#15,#10,#3,#16,#67,#4,#93,Vezulfia,22,None,0.538399170740377,4861
4862,#8,#15,#6,#5,#1,#122,#1,#67,Slaba,25,Game Token,34.53853841457578,4862
4863,#8,#15,#6,#4,#83,#122,#7,#106,Slioszemmao,25,Game Token,34.526276298386236,4863
4864,#8,#15,#0,#1,#1,#121,#13,#51,Hiuldonthek,22,None,0.6699217212278441,4864
4865,#8,#15,#6,#3,#28,#86,#8,#23,Slialfi,22,None,0.645267998098041,4865
4866,#8,#15,#9,#3,#52,#2,#4,#97,Larke,22,None,0.6164790831640824,4866
4867,#8,#15,#8,#7,#4,#111,#3,#104,Ondath,22,None,1.0645259498505626,4867
4868,#8,#15,#4,#0,#60,#7,#12,#66,Shrauszearphoin,22,None,0.8302808709121843,4868
4869,#8,#15,#6,#7,#20,#122,#12,#107,Khoggurath,25,Game Token,34.530337496544405,4869
4870,#7,#10,#2,#7,#82,#80,#11,#9,Tadhiantoth,2,None,85.44901375653056,4870
4871,#8,#15,#1,#6,#87,#122,#9,#71,Ammio,25,Game Token,34.88793875046506,4871
4872,#8,#15,#4,#3,#73,#118,#7,#67,Prulmao,22,None,0.5343190594801267,4872
4873,#8,#1,#10,#6,#66,#105,#9,#64,Vushalmaac,12,None,46.421649681042204,4873
4874,#6,#1,#9,#7,#57,#59,#14,#114,Odirkir,2,None,85.6092458918389,4874
4875,#8,#15,#5,#7,#4,#122,#4,#46,Khiaddephoc,25,Game Token,34.40298631926127,4875
4876,#8,#15,#4,#2,#17,#23,#11,#130,Souzzaazzao,22,None,0.31236856594138646,4876
4877,#8,#15,#4,#4,#10,#56,#5,#16,Srashutt,22,None,0.6370859928950552,4877
4878,#8,#15,#8,#0,#81,#122,#10,#58,Zobrukiuw,25,Game Token,34.38653392561472,4878
4879,#8,#15,#8,#0,#54,#95,#5,#43,Xorpoth,22,None,0.6164749689189197,4879
4880,#8,#15,#7,#6,#60,#122,#7,#120,Buthonrutt,25,Game Token,35.093373539407175,4880
4881,#8,#8,#2,#4,#56,#122,#9,#41,Almass,16,None,37.58993879748617,4881
4882,#8,#15,#0,#5,#78,#8,#7,#95,Akar,22,None,0.7027911532176155,4882
4883,#8,#3,#3,#0,#47,#6,#9,#53,Seanthaudiuth,12,None,46.46271880145171,4883
4884,#8,#15,#6,#3,#82,#122,#2,#75,Druditt,25,Game Token,34.12350445716574,4884
4885,#8,#15,#6,#6,#51,#53,#9,#72,Oummeddoi,22,None,1.2124573207737328,4885
4886,#5,#5,#8,#0,#68,#43,#9,#66,Kuttuun,2,None,85.42022525496434,4886
4887,#8,#15,#7,#5,#10,#65,#11,#110,Lliobruuth,22,None,0.8589879766214102,4887
4888,#8,#15,#2,#3,#34,#50,#7,#75,Olmauxiol,22,None,0.7808920287043515,4888
4889,#8,#15,#10,#4,#27,#103,#4,#18,Eaknac,22,None,0.735695117880619,4889
4890,#8,#15,#5,#4,#33,#31,#10,#40,Rolfenga,22,None,0.5219821270145164,4890
4891,#8,#15,#9,#3,#35,#92,#8,#92,Phinthol,22,None,0.5260585367587237,4891
4892,#8,#15,#3,#5,#60,#122,#0,#58,Thiundrouth,25,Game Token,34.867381164783296,4892
4893,#1,#15,#6,#1,#71,#22,#4,#34,Ghaareagriu,11,None,52.31890347150448,4893
4894,#8,#15,#6,#3,#16,#57,#6,#43,Wengoil,22,None,0.6863712313356382,4894
4895,#8,#15,#0,#3,#68,#84,#7,#78,Hahaokhaa,22,None,0.45618529393461554,4895
4896,#8,#15,#3,#2,#6,#122,#2,#130,Ezzelrurm,25,Game Token,34.18510772026125,4896
4897,#0,#15,#5,#3,#64,#15,#14,#103,Biuzzammi,11,None,51.998373444946466,4897
4898,#8,#15,#1,#4,#28,#122,#2,#119,Phrukren,25,Game Token,34.36601827326627,4898
4899,#8,#15,#1,#5,#29,#69,#5,#102,Ethogass,22,None,0.9658642050040775,4899
4900,#8,#15,#5,#5,#63,#84,#5,#80,Thouphaa,22,None,0.6123944480314041,4900
4901,#3,#10,#10,#2,#22,#75,#12,#131,Moiliaz,2,None,85.02166339856015,4901
4902,#8,#15,#4,#3,#36,#39,#3,#114,Tibbeas,22,None,0.7562827094437935,4902
4903,#8,#15,#7,#6,#84,#54,#13,#41,Liunneath,22,None,1.3275287063139927,4903
4904,#8,#15,#1,#3,#63,#55,#12,#2,Vrebukrac,22,None,0.6658296858912415,4904
4905,#8,#15,#0,#3,#29,#47,#12,#126,Xantel,22,None,0.29181057729222243,4905
4906,#8,#15,#3,#1,#52,#10,#0,#3,Miolthougnia,22,None,1.1672398523176084,4906
4907,#8,#5,#2,#2,#45,#53,#13,#63,Druungaarliath,12,None,45.653140205785704,4907
4908,#8,#15,#6,#3,#62,#122,#0,#10,Ghiocett,25,Game Token,34.43584219496056,4908
4909,#8,#15,#7,#1,#2,#53,#8,#42,Zextrirzhon,22,None,0.7890793798624571,4909
4910,#8,#3,#0,#1,#20,#18,#8,#50,Lostreszan,12,None,45.636712475897156,4910
4911,#8,#15,#6,#2,#62,#122,#7,#89,Cialrirzherm,25,Game Token,34.37416123788902,4911
4912,#8,#15,#0,#2,#55,#91,#7,#107,Trantuuthrehr,22,None,0.32468042301465494,4912
4913,#8,#15,#0,#1,#48,#122,#12,#123,Sthrildaundruuz,25,Game Token,34.152267060983235,4913
4914,#8,#15,#9,#6,#36,#17,#12,#30,Slochan,22,None,1.0234165501260808,4914
4915,#8,#15,#7,#4,#2,#117,#1,#81,Thriurruucous,22,None,0.879534454561959,4915
4916,#8,#15,#7,#6,#40,#61,#11,#98,Driophregnos,22,None,1.1384616255534181,4916
4917,#8,#0,#5,#3,#49,#122,#10,#55,Sherou,16,None,37.32281564625089,4917
4918,#8,#15,#7,#0,#61,#110,#5,#95,Pregga,22,None,0.9041458352785714,4918
4919,#8,#5,#4,#1,#78,#63,#12,#41,Shrandraattio,12,None,45.83395416247787,4919
4920,#8,#15,#9,#6,#70,#122,#11,#69,Zeghibli,25,Game Token,34.62904035729429,4920
4921,#8,#15,#8,#1,#15,#47,#12,#47,Xuhiphra,22,None,0.5014282486875813,4921
4922,#8,#15,#8,#6,#47,#75,#9,#98,Kuntheal,22,None,1.0151954924828308,4922
4923,#1,#15,#7,#5,#17,#118,#6,#33,Dethraw,11,None,52.48328970232227,4923
4924,#8,#15,#1,#6,#69,#69,#7,#4,Shraarraus,22,None,1.4590833224967676,4924
4925,#8,#15,#9,#1,#68,#41,#3,#105,Paonsio,22,None,0.9000829914953249,4925
4926,#8,#15,#1,#6,#39,#30,#4,#116,Chokkaon,22,None,1.3069929172730603,4926
4927,#8,#11,#2,#6,#64,#49,#11,#35,Khilusel,12,None,46.458653485855294,4927
4928,#8,#15,#4,#1,#14,#4,#4,#65,Nedresha,22,None,0.8343169914884645,4928
4929,#8,#15,#4,#4,#62,#122,#7,#76,Breblulmorm,25,Game Token,34.476958576412294,4929
4930,#8,#15,#6,#4,#85,#20,#13,#123,Kiomiw,22,None,0.8467077770758805,4930
4931,#8,#15,#10,#6,#84,#122,#11,#48,Secutro,25,Game Token,34.5385972042079,4931
4932,#8,#15,#6,#0,#45,#122,#3,#129,Jiobhiun,25,Game Token,34.80980087414116,4932
4933,#8,#15,#9,#1,#54,#122,#1,#5,Voura,25,Game Token,34.41940665131789,4933
4934,#2,#15,#4,#6,#59,#122,#6,#44,Moucurau,15,None,42.63253176623648,4934
4935,#4,#15,#3,#0,#37,#46,#0,#50,Aolnausuun,11,None,52.770974954444796,4935
4936,#8,#15,#1,#3,#60,#72,#6,#105,Temfoustri,22,None,0.7726989257043323,4936
4937,#8,#11,#8,#6,#72,#50,#0,#105,Grarzhiophruux,12,None,46.42580419046677,4937
4938,#8,#15,#0,#7,#74,#92,#4,#70,Kholme,22,None,0.7891287129435376,4938
4939,#8,#15,#0,#2,#19,#15,#7,#60,Iognoth,22,None,0.4932108884549785,4939
4940,#8,#15,#10,#4,#82,#63,#11,#12,Lerpur,22,None,0.48909172849493576,4940
4941,#8,#15,#2,#5,#11,#122,#9,#35,Laudhoz,25,Game Token,34.53856513632305,4941
4942,#8,#15,#5,#7,#0,#45,#6,#29,Bracixtru,22,None,0.669977627686144,4942
4943,#8,#4,#6,#4,#78,#68,#9,#19,Thrastren,12,None,46.09285461436776,4943
4944,#8,#15,#5,#4,#15,#24,#2,#47,Stiunisea,22,None,0.32472605348492034,4944
4945,#8,#15,#9,#0,#60,#109,#5,#35,Yuuphretar,22,None,0.7891015788320715,4945
4946,#8,#11,#5,#7,#83,#1,#2,#71,Iurnioth,12,None,45.94494543840004,4946
4947,#8,#15,#6,#5,#46,#61,#1,#107,Yilreth,22,None,0.9699636378989049,4947
4948,#0,#13,#9,#2,#65,#116,#4,#79,Khorauces,2,None,85.17779980066508,4948
4949,#8,#15,#3,#6,#82,#113,#2,#102,Zoiknoxu,22,None,1.1713627145235423,4949
4950,#8,#15,#2,#3,#27,#122,#3,#83,Glulmauhria,25,Game Token,34.40298303877636,4950
4951,#8,#15,#1,#4,#76,#122,#7,#33,Phaarphaubbus,25,Game Token,34.58794451130582,4951
4952,#6,#6,#5,#0,#82,#14,#7,#127,Pheatroulmoi,2,None,85.45311811991445,4952
4953,#8,#1,#10,#1,#69,#122,#13,#60,Boblass,16,None,37.63926555999772,4953
4954,#8,#15,#5,#1,#72,#112,#14,#100,Aaxaoshoh,22,None,0.6000768402109944,4954
4955,#8,#15,#3,#7,#81,#122,#7,#125,Jerdohr,25,Game Token,34.970116033324,4955
4956,#8,#15,#7,#0,#0,#30,#5,#113,Vrodirr,22,None,0.9329174842864536,4956
4957,#8,#15,#10,#0,#79,#93,#7,#102,Siondraolroith,22,None,1.0028232059911446,4957
4958,#8,#15,#7,#7,#77,#115,#8,#49,Bhucou,22,None,0.9905175137626026,4958
4959,#8,#15,#4,#3,#3,#122,#6,#98,Daukriol,25,Game Token,34.18928443130113,4959
4960,#8,#15,#7,#1,#47,#43,#1,#15,Sluntohr,22,None,0.8712657115610222,4960
4961,#8,#15,#4,#3,#30,#68,#3,#60,Olmex,22,None,0.8795940660943115,4961
4962,#8,#15,#8,#4,#31,#67,#5,#103,Slallorruus,22,None,0.3657758476982968,4962
4963,#8,#15,#2,#3,#20,#38,#4,#115,Wrorrudrass,22,None,0.4890835074855536,4963
4964,#8,#15,#5,#5,#42,#122,#5,#59,Xultu,25,Game Token,34.26328669944251,4964
4965,#8,#15,#8,#7,#55,#122,#3,#51,Koltik,25,Game Token,34.67420108826879,4965
4966,#8,#15,#7,#7,#63,#54,#5,#68,Mouphremlo,22,None,1.0562641962402817,4966
4967,#8,#15,#4,#7,#64,#95,#7,#114,Hadrosho,22,None,1.0645502066269912,4967
4968,#8,#15,#9,#3,#31,#122,#11,#30,Prizzi,26,Game Token,40.07946237667317,4968
4969,#8,#15,#1,#4,#21,#24,#6,#80,Struphraojouss,22,None,0.8960069919257687,4969
4970,#8,#15,#4,#2,#4,#36,#14,#115,Egnunthass,22,None,0.43570089021648567,4970
4971,#8,#15,#2,#5,#32,#122,#10,#120,Oblor,25,Game Token,34.476942139593696,4971
4972,#8,#6,#4,#0,#77,#122,#4,#66,Niobrauth,16,None,37.729651166018435,4972
4973,#8,#15,#10,#0,#51,#109,#5,#121,Graabraz,22,None,0.6493378278963958,4973
4974,#8,#15,#5,#7,#84,#122,#12,#14,Esekkes,25,Game Token,34.36189459016365,4974
4975,#8,#15,#7,#2,#73,#95,#3,#113,Sthuddec,22,None,0.8713286111504496,4975
4976,#8,#15,#6,#0,#42,#48,#6,#45,Phriumahea,22,None,1.043948227841243,4976
4977,#8,#15,#4,#7,#81,#122,#2,#106,Chebuxxe,25,Game Token,34.398859347736646,4977
4978,#8,#15,#5,#6,#50,#56,#10,#15,Hizze,22,None,0.9001055997272805,4978
4979,#8,#15,#3,#1,#87,#62,#1,#60,Tulthu,22,None,1.1096862776751923,4979
4980,#8,#15,#1,#6,#2,#19,#10,#7,Iszagnis,22,None,1.1549197756034233,4980
4981,#8,#5,#10,#1,#81,#68,#12,#122,Purkongiss,12,None,45.67777789387831,4981
4982,#8,#15,#5,#1,#10,#109,#5,#52,Praolphou,22,None,0.4356379916305994,4982
4983,#7,#15,#5,#2,#64,#46,#0,#50,Zirtahr,11,None,51.92439871233302,4983
4984,#8,#15,#0,#2,#23,#47,#13,#11,Ghantho,22,None,0.34525938248148585,4984
4985,#8,#15,#9,#4,#41,#122,#6,#52,Vralte,25,Game Token,34.36193199944207,4985
4986,#8,#15,#9,#2,#32,#81,#3,#82,Voiphi,22,None,0.6041824374943929,4986
4987,#8,#15,#8,#1,#22,#122,#10,#0,Geldeknul,25,Game Token,34.238577892028324,4987
4988,#2,#15,#2,#1,#86,#27,#6,#102,Ublonoz,11,None,52.26547275696968,4988
4989,#8,#15,#2,#6,#3,#84,#10,#53,Chekrashoss,22,None,1.011058649762196,4989
4990,#4,#0,#6,#4,#1,#106,#0,#119,Togin,2,None,85.4983368158839,4990
4991,#8,#15,#3,#3,#68,#122,#1,#8,Remirzel,25,Game Token,34.55504342926925,4991
4992,#8,#15,#6,#1,#14,#21,#10,#74,Throissugel,22,None,0.854848671210709,4992
4993,#8,#15,#1,#1,#25,#122,#10,#101,Uxtrimuc,25,Game Token,34.53039834224995,4993
4994,#8,#6,#10,#4,#41,#60,#7,#68,Srukkaon,12,None,46.09287434234528,4994
4995,#8,#15,#7,#6,#43,#28,#6,#71,Osekke,22,None,1.2782225000663665,4995
4996,#8,#15,#9,#5,#77,#24,#9,#41,Druzzaalre,22,None,1.0151761674727062,4996
4997,#8,#15,#10,#0,#51,#122,#14,#59,Baunnoithriu,25,Game Token,34.476986132923365,4997
4998,#8,#15,#10,#3,#32,#54,#9,#98,Thagreakriu,22,None,0.5835903263466483,4998
4999,#0,#15,#0,#3,#62,#93,#11,#69,Iothrouhru,11,None,51.88328355912447,4999
5000,#8,#12,#6,#5,#48,#35,#9,#75,Jiostrurpur,12,None,46.392866111698446,5000
5001,#8,#12,#6,#3,#45,#17,#8,#81,Piungux,12,None,45.9325883685121,5001
5002,#8,#15,#10,#0,#62,#23,#11,#51,Llaoxho,22,None,0.7973292163299431,5002
5003,#8,#2,#5,#3,#28,#122,#2,#124,Rautauh,16,None,37.18718544486983,5003
5004,#4,#15,#0,#5,#38,#105,#9,#42,Sthrissaorriuh,11,None,52.20792000714689,5004
5005,#8,#15,#0,#6,#41,#57,#11,#81,Brozessa,22,None,0.8877625049714124,5005
5006,#4,#0,#7,#6,#1,#51,#2,#93,Ustraw,2,None,85.64628257211379,5006
5007,#8,#8,#4,#2,#80,#80,#3,#102,Graame,12,None,46.07644948933562,5007
5008,#8,#15,#10,#2,#58,#62,#12,#49,Viszilmitt,22,None,0.3247046800647765,5008
5009,#2,#6,#8,#0,#42,#76,#5,#66,Shraolniu,2,None,85.21477442432516,5009
5010,#8,#15,#10,#7,#38,#122,#13,#103,Zoiciaxhao,25,None,1.6320082902217272,5010
5011,#8,#15,#9,#3,#6,#122,#8,#7,Slealrensul,26,None,7.226463302908602,5011
