,hat under headphones,smoke,headphones,mouth,eyes,type,background,shirt,4:20 watch,long hair,beard,short hair,hat over headphones,chain,1/1,Rarity score,Token Id
5944,None,None,red headphones,flat,regular eyes,plain mfer,orange,hoodie down gray,None,None,None,None,None,None,None,33.8805823308252,5944
5945,None,cig black,pink headphones,smile,regular eyes,plain mfer,green,collared shirt green,sub red,long hair black,full beard,None,None,None,None,47.5412150836601,5945
5946,None,cig white,black headphones,smile,regular eyes,plain mfer,red,collared shirt white,sub red,None,None,None,None,None,None,12.875573913939894,5946
5947,knit buffalo,cig black,black headphones,flat,shades,plain mfer,green,hoodie down gray,None,long hair yellow,None,None,None,None,None,65.48919429719443,5947
5948,None,cig black,red headphones,flat,3D glasses,charcoal mfer,red,None,sub black,None,None,None,None,None,None,38.92935331935325,5948
5949,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub turquoise,None,None,None,None,None,None,8.494633508395308,5949
5950,None,cig black,black headphones,smile,regular eyes,charcoal mfer,green,None,sub black,None,None,None,None,silver chain,None,24.28984728941559,5950
5951,knit miami,cig white,black headphones,smile,regular eyes,charcoal mfer,red,collared shirt white,oyster silver,long hair yellow,None,None,None,None,None,46.43632211664429,5951
5952,cap monochrome,cig black,green headphones,flat,eye mask,plain mfer,green,hoodie down gray,sub turquoise,None,None,None,None,None,None,62.22712590079268,5952
5953,None,cig white,white headphones,flat,regular eyes,charcoal mfer,green,None,sub blue,long hair yellow,None,None,None,None,None,37.26221877375133,5953
5954,None,cig white,black headphones,flat,regular eyes,charcoal mfer,red,None,sub lantern (green),None,full beard,None,None,silver chain,None,56.505705630144,5954
5955,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,blue,None,sub red,long hair black,None,None,None,None,None,23.94110547300963,5955
5956,None,cig white,green headphones,smile,regular eyes,plain mfer,red,None,oyster gold,long hair yellow,None,None,cowboy hat,None,None,44.556422881003435,5956
5957,cap monochrome,None,red headphones,smile,regular eyes,plain mfer,red,None,sub black,None,None,None,None,None,None,26.811673747006264,5957
5958,None,cig black,black headphones,flat,nerd glasses,plain mfer,yellow,hoodie down gray,oyster silver,None,None,None,None,None,None,39.70831409233965,5958
5959,None,cig white,blue headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,mohawk blue,None,None,None,24.062311295722566,5959
5960,None,cig black,white headphones,smile,regular eyes,plain mfer,orange,hoodie down pink,oyster gold,None,None,mohawk blue,None,None,None,35.173489976703166,5960
5961,None,cig white,white headphones,flat,regular eyes,plain mfer,blue,None,sub black,long hair black,None,None,None,None,None,28.198260423260802,5961
5962,knit atlanta,cig white,red headphones,smile,regular eyes,charcoal mfer,blue,None,None,long hair yellow,None,None,None,None,None,39.49940401653457,5962
5963,None,cig black,pink headphones,smile,regular eyes,plain mfer,orange,collared shirt white,None,None,None,None,None,None,None,16.489811353249916,5963
5964,None,cig black,pink headphones,flat,regular eyes,charcoal mfer,blue,None,sub black,None,None,None,hoodie,None,None,42.9981445403236,5964
5965,None,cig black,white headphones,smile,regular eyes,plain mfer,yellow,hoodie down white,oyster gold,long hair black,None,None,None,None,None,29.58551197304834,5965
5966,None,cig black,black headphones,smile,regular eyes,plain mfer,orange,hoodie down blue,sub black,None,None,mohawk black,None,None,None,28.235867222395548,5966
5967,cap purple,None,black headphones,smile,nerd glasses,plain mfer,blue,None,sub black,None,None,None,None,None,None,33.67155672069015,5967
5968,None,cig black,black headphones,flat,regular eyes,plain mfer,red,collared shirt turquoise,oyster gold,None,None,mohawk black,None,None,None,44.309743384105445,5968
5969,None,cig black,white headphones,smile,regular eyes,charcoal mfer,green,None,None,None,None,None,hoodie,None,None,27.156079003411065,5969
5970,None,cig black,lined headphones,smile,zombie eyes,zombie mfer,graveyard,None,sub red,long hair yellow,None,None,None,None,None,55.18445619689876,5970
5971,None,cig black,black headphones,flat,regular eyes,plain mfer,yellow,None,sub turquoise,None,None,None,None,None,None,16.51469879102523,5971
5972,None,None,white headphones,smile,regular eyes,charcoal mfer,yellow,None,oyster silver,None,None,mohawk black,None,None,None,31.160567127501103,5972
5973,None,pipe,black headphones,smile,regular eyes,plain mfer,green,None,sub turquoise,None,None,None,None,None,None,10.609042925422841,5973
5974,None,cig black,black headphones,flat,regular eyes,plain mfer,red,None,sub blue,None,None,None,None,silver chain,None,35.225426577148575,5974
5975,None,cig black,black headphones,smile,vr,charcoal mfer,blue,None,sub blue,None,None,messy purple,None,None,None,38.73265875416666,5975
5976,None,None,black headphones,smile,3D glasses,plain mfer,yellow,hoodie down white,sub red,None,None,None,top hat,None,None,51.275977211960054,5976
5977,knit buffalo,cig white,pink headphones,smile,regular eyes,charcoal mfer,red,None,sub red,None,None,None,None,silver chain,None,46.39655637098088,5977
5978,None,cig white,white headphones,smile,purple shades,charcoal mfer,yellow,None,sub red,None,None,mohawk black,None,None,None,40.0340748900328,5978
5979,headband green/white,cig black,pink headphones,smile,regular eyes,charcoal mfer,blue,None,argo black,long hair black,None,None,None,None,None,40.49365110069326,5979
5980,cap monochrome,cig black,white headphones,smile,nerd glasses,charcoal mfer,red,None,sub red,None,None,None,None,None,None,37.93286760349639,5980
5981,knit pittsburgh,cig white,green headphones,flat,regular eyes,plain mfer,blue,None,oyster silver,None,None,None,None,None,None,36.263903979469994,5981
5982,None,None,white headphones,smile,regular eyes,plain mfer,green,None,oyster silver,None,None,None,None,None,None,10.634170824876396,5982
5983,bandana red,cig white,black headphones,flat,regular eyes,charcoal mfer,yellow,None,sub blue,None,None,None,None,None,None,34.48183580690273,5983
5984,None,cig black,red headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,oyster silver,None,None,None,None,None,None,20.385977770678036,5984
5985,None,cig white,blue headphones,smile,regular eyes,plain mfer,orange,None,sub black,None,None,None,None,None,None,8.306809696119396,5985
5986,None,cig black,blue headphones,flat,nerd glasses,charcoal mfer,orange,collared shirt green,oyster silver,None,None,None,None,None,None,51.391119542249896,5986
5987,None,cig white,pink headphones,flat,regular eyes,plain mfer,green,hoodie down white,sub lantern (green),None,None,None,None,None,None,33.0993466419355,5987
5988,None,cig white,red headphones,smile,regular eyes,charcoal mfer,red,None,sub black,None,None,None,None,None,None,12.349216380924721,5988
5989,None,cig white,pink headphones,smile,regular eyes,plain mfer,orange,hoodie down white,oyster silver,None,None,None,None,None,None,19.78849589628055,5989
5990,None,None,black headphones,flat,regular eyes,plain mfer,yellow,collared shirt blue,oyster gold,None,None,mohawk black,None,None,None,47.69563128735353,5990
5991,bandana red,cig white,red headphones,flat,vr,plain mfer,green,collared shirt green,None,None,None,None,None,None,None,59.14842060539838,5991
5992,None,cig black,black headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,mohawk blue,None,None,None,20.85753711471917,5992
5993,headband blue/white,cig white,white headphones,smile,regular eyes,charcoal mfer,yellow,None,sub blue,long hair black,None,None,None,None,None,37.08653639424433,5993
5994,bandana blue,cig white,black headphones,smile,3D glasses,charcoal mfer,yellow,collared shirt green,sub rose,None,None,None,None,None,None,48.84478813282144,5994
5995,None,None,white headphones,smile,regular eyes,plain mfer,green,None,oyster silver,long hair black,None,None,None,None,None,22.31380111254985,5995
5996,knit miami,pipe,black headphones,smile,3D glasses,charcoal mfer,blue,hoodie down gray,sub rose,None,None,None,None,None,None,54.28601638041564,5996
5997,bandana red,cig black,black headphones,smile,purple shades,plain mfer,red,None,sub lantern (green),None,None,None,None,None,None,32.639630099259456,5997
5998,headband blue/green,cig black,white headphones,smile,regular eyes,charcoal mfer,blue,None,None,long hair black,full beard,None,None,None,None,50.043204457847544,5998
5999,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,collared shirt white,argo white,long hair yellow,None,None,None,None,None,29.224307584865127,5999
6000,None,cig black,pink headphones,smile,regular eyes,plain mfer,red,collared shirt white,sub rose,None,None,None,None,None,None,21.175657970718188,6000
6001,None,cig black,white headphones,flat,nerd glasses,charcoal mfer,green,None,sub red,None,None,None,None,None,None,35.57039550121406,6001
6002,headband green/white,None,black headphones,smile,regular eyes,charcoal mfer,orange,None,sub turquoise,None,None,None,None,None,None,26.886691874466795,6002
6003,None,None,black headphones,smile,vr,plain mfer,blue,hoodie down green,None,None,None,None,None,None,None,29.86982766991902,6003
6004,knit san fran,cig black,white headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,None,None,None,None,17.843423540138954,6004
6005,None,cig white,pink headphones,smile,regular eyes,plain mfer,red,collared shirt blue,sub black,None,full beard,None,None,None,None,34.75364593591931,6005
6006,None,cig white,pink headphones,smile,regular eyes,plain mfer,blue,None,None,long hair yellow,None,None,None,None,None,20.18517349145254,6006
6007,None,cig black,black headphones,flat,regular eyes,charcoal mfer,yellow,None,sub cola (blue/red),None,None,mohawk pink,None,None,None,38.38798884773046,6007
6008,None,cig black,black headphones,flat,nerd glasses,plain mfer,yellow,collared shirt pink,None,None,full beard,mohawk blue,None,None,None,70.60577074310612,6008
6009,None,pipe,pink headphones,smile,regular eyes,plain mfer,yellow,None,oyster gold,long hair black,None,None,None,None,None,28.307253468904527,6009
6010,None,cig black,white headphones,smile,regular eyes,charcoal mfer,red,None,sub lantern (green),None,None,None,None,None,None,11.586709828318998,6010
6011,None,cig white,white headphones,smile,regular eyes,plain mfer,green,None,None,long hair black,full beard,None,None,None,None,31.845449430741507,6011
6012,None,cig white,white headphones,smile,regular eyes,charcoal mfer,yellow,collared shirt turquoise,None,None,None,None,None,None,None,18.95274083332199,6012
6013,None,None,black headphones,smile,regular eyes,plain mfer,red,None,argo black,None,None,None,None,None,None,9.131970420862102,6013
6014,None,cig white,pink headphones,smile,regular eyes,plain mfer,green,collared shirt blue,sub turquoise,long hair black,None,None,None,None,None,32.65634247080788,6014
6015,None,cig black,green headphones,flat,regular eyes,plain mfer,red,collared shirt white,sub turquoise,None,None,None,None,None,None,33.460736223486094,6015
6016,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,hoodie down white,None,None,None,None,None,None,None,15.058557600840278,6016
6017,None,cig white,white headphones,smile,regular eyes,plain mfer,red,None,sub black,long hair black,None,None,None,None,None,16.410063123535814,6017
6018,knit miami,cig black,blue headphones,smile,regular eyes,charcoal mfer,yellow,hoodie down pink,oyster silver,long hair black,None,None,None,None,None,51.92556065645723,6018
6019,headband blue/green,None,green headphones,flat,regular eyes,charcoal mfer,green,collared shirt white,sub black,long hair black,None,None,None,None,None,64.68711510560996,6019
6020,None,None,green headphones,smile,regular eyes,charcoal mfer,green,collared shirt white,sub blue,None,None,None,None,None,None,28.76078357031304,6020
6021,None,cig black,None,smile,nerd glasses,plain mfer,red,None,None,None,None,None,pilot helmet,None,None,42.27557995932765,6021
6022,None,cig black,gold headphones,smile,regular eyes,charcoal mfer,red,None,sub lantern (green),long hair black,None,None,None,None,None,27.751516994451087,6022
6023,None,cig black,white headphones,smile,regular eyes,plain mfer,yellow,None,None,long hair black,full beard,None,None,None,None,31.726388232754637,6023
6024,None,None,gold headphones,smile,regular eyes,charcoal mfer,green,None,oyster silver,None,None,None,None,None,None,19.209889775758963,6024
6025,headband blue/white,pipe,gold headphones,smile,regular eyes,plain mfer,green,None,sub turquoise,None,None,None,None,None,None,32.61072288604233,6025
6026,knit atlanta,None,black headphones,smile,regular eyes,plain mfer,orange,collared shirt pink,sub black,None,None,None,None,None,None,30.899603034007487,6026
6027,bandana blue,cig black,white headphones,flat,regular eyes,charcoal mfer,yellow,collared shirt pink,sub red,long hair black,None,None,None,None,None,58.90142983101641,6027
6028,bandana dark gray,cig black,black headphones,smile,nerd glasses,plain mfer,yellow,collared shirt white,sub lantern (green),None,None,None,None,None,None,42.34237464180728,6028
6029,knit kc,None,white headphones,smile,regular eyes,plain mfer,blue,hoodie down white,oyster silver,long hair yellow,None,None,None,None,None,49.51319226118546,6029
6030,None,cig white,black headphones,smile,regular eyes,charcoal mfer,green,hoodie down green,sub black,long hair yellow,None,None,None,None,None,30.394020797265124,6030
6031,None,cig black,white headphones,smile,regular eyes,charcoal mfer,green,None,None,None,None,None,None,None,None,7.494046901603764,6031
6032,None,cig black,lined headphones,smile,shades,plain mfer,blue,None,sub red,long hair black,None,None,None,None,None,35.68113294454529,6032
6033,None,cig white,white headphones,smile,regular eyes,charcoal mfer,orange,None,None,long hair yellow,None,None,None,None,None,21.49908185231378,6033
6034,None,None,None,smile,regular eyes,charcoal mfer,orange,None,sub red,None,None,None,pilot helmet,None,None,38.40711899490593,6034
6035,None,cig black,black headphones,smile,vr,plain mfer,yellow,None,sub lantern (green),None,None,None,None,None,None,18.51408113811899,6035
6036,None,cig black,red headphones,smile,regular eyes,plain mfer,orange,hoodie down gray,sub rose,None,None,mohawk yellow,None,None,None,38.13968733081875,6036
6037,None,cig black,white headphones,flat,regular eyes,charcoal mfer,green,None,None,long hair black,None,None,None,None,None,31.44027640627563,6037
6038,cap purple,cig white,green headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,None,None,None,None,21.227683401671943,6038
6039,knit las vegas,pipe,black headphones,smile,nerd glasses,plain mfer,orange,None,sub red,None,None,None,None,None,None,36.90102752091064,6039
6040,bandana dark gray,cig white,black headphones,smile,regular eyes,plain mfer,yellow,hoodie down blue,sub black,None,None,None,None,None,None,26.22646344265112,6040
6041,headband blue/red,pipe,gold headphones,smile,regular eyes,charcoal mfer,blue,None,oyster silver,None,None,None,None,None,None,35.71265398211722,6041
6042,None,cig white,white headphones,flat,regular eyes,charcoal mfer,green,None,sub lantern (green),None,full beard,None,None,None,None,40.34749984942112,6042
6043,None,None,pink headphones,smile,regular eyes,plain mfer,red,None,sub blue,long hair yellow,None,None,None,None,None,28.248813211031447,6043
6044,None,None,black headphones,smile,regular eyes,plain mfer,red,None,sub red,None,None,mohawk purple,None,None,None,23.73006540981412,6044
6045,None,None,black headphones,flat,shades,plain mfer,blue,collared shirt green,argo black,None,full beard,mohawk purple,None,None,None,79.57187630342068,6045
6046,knit atlanta,None,blue headphones,smile,3D glasses,charcoal mfer,green,hoodie down white,None,long hair black,None,None,None,None,None,67.076656781408,6046
6047,None,cig black,black headphones,smile,regular eyes,charcoal mfer,orange,collared shirt pink,oyster gold,None,None,messy red,None,None,None,35.770650697292965,6047
6048,None,cig black,black headphones,smile,zombie eyes,zombie mfer,graveyard,collared shirt blue,sub rose,None,None,mohawk green,None,None,None,62.79932453826353,6048
6049,None,None,black headphones,flat,regular eyes,charcoal mfer,green,None,None,None,None,None,None,None,None,20.91624450086108,6049
6050,None,cig black,blue headphones,flat,regular eyes,plain mfer,red,None,sub black,None,None,mohawk yellow,None,None,None,37.34365174488514,6050
6051,None,cig white,white headphones,smile,regular eyes,charcoal mfer,blue,None,oyster silver,None,None,None,None,None,None,10.322766960984385,6051
6052,None,cig black,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub blue,long hair yellow,None,None,None,None,None,21.436503593702646,6052
6053,knit san fran,pipe,pink headphones,smile,regular eyes,plain mfer,blue,None,argo black,long hair yellow,None,None,None,gold chain,None,64.98177339354633,6053
6054,None,cig white,pink headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,sub bat (blue/black),None,None,None,None,None,None,21.791913196001794,6054
6055,None,cig black,white headphones,flat,regular eyes,charcoal mfer,orange,collared shirt yellow,None,None,None,messy red,None,None,None,47.8774817758447,6055
6056,None,None,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub red,long hair yellow,None,None,None,None,None,24.325609123921637,6056
6057,knit new york,None,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub rose,None,None,None,None,silver chain,None,46.3714405667743,6057
6058,knit baltimore,cig white,green headphones,smile,regular eyes,charcoal mfer,yellow,None,sub black,long hair black,None,None,None,None,None,38.02452097343267,6058
6059,headband blue/white,cig white,pink headphones,flat,regular eyes,charcoal mfer,green,None,sub turquoise,None,None,None,None,None,None,41.12464217232716,6059
6060,bandana dark gray,pipe,white headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,None,full beard,None,None,None,None,45.38986752086531,6060
6061,None,cig white,black headphones,smile,eye mask,charcoal mfer,blue,None,sub black,long hair yellow,None,None,None,None,None,33.64226265461409,6061
6062,None,cig white,black headphones,smile,regular eyes,plain mfer,orange,None,sub rose,None,full beard,None,None,None,None,21.187833596657573,6062
6063,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,None,oyster gold,None,None,mohawk black,None,None,None,24.797394353038513,6063
6064,knit new york,cig white,white headphones,flat,regular eyes,plain mfer,green,hoodie down blue,sub black,long hair black,None,None,None,None,None,53.76543642677465,6064
6065,None,cig black,black headphones,flat,regular eyes,charcoal mfer,orange,None,sub black,None,None,messy purple,None,None,None,34.17668830444484,6065
6066,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,None,sub black,None,full beard,None,None,None,None,17.66563406460496,6066
6067,None,cig black,black headphones,smile,regular eyes,plain mfer,yellow,None,argo black,None,None,None,None,None,None,4.554580023604881,6067
6068,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,None,oyster silver,None,None,mohawk yellow,None,None,None,19.59789450856741,6068
6069,bandana red,cig white,pink headphones,flat,regular eyes,plain mfer,blue,None,None,long hair yellow,None,None,None,None,None,46.77459347831747,6069
6070,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,None,None,None,full beard,None,None,silver chain,None,39.28822254148379,6070
6071,None,cig white,white headphones,smile,regular eyes,plain mfer,green,collared shirt pink,sub red,long hair black,None,None,None,None,None,28.13577309266155,6071
6072,None,cig black,white headphones,smile,regular eyes,plain mfer,blue,hoodie down white,None,None,full beard,None,None,None,None,30.360635656729194,6072
6073,None,cig black,black headphones,smile,regular eyes,plain mfer,blue,hoodie down gray,sub black,None,None,mohawk black,None,None,None,27.73869696841898,6073
6074,None,cig white,white headphones,smile,eye mask,plain mfer,yellow,hoodie down gray,None,None,None,messy red,None,None,None,45.285431876982216,6074
6075,None,cig white,pink headphones,smile,3D glasses,charcoal mfer,blue,collared shirt white,sub red,None,None,mohawk blue,None,None,None,53.690579030726774,6075
6076,beanie monochrome,cig black,white headphones,smile,regular eyes,plain mfer,green,collared shirt white,sub red,None,full beard,None,None,None,None,46.835367052512225,6076
6077,None,cig white,green headphones,smile,regular eyes,plain mfer,blue,hoodie down green,sub lantern (green),None,None,None,None,None,None,21.478613973783347,6077
6078,None,cig white,lined headphones,flat,vr,plain mfer,yellow,None,None,None,None,None,top hat,None,None,54.83094835168475,6078
6079,None,cig white,white headphones,smile,nerd glasses,charcoal mfer,orange,None,sub blue,None,None,None,top hat,None,None,44.52722453112984,6079
6080,None,None,green headphones,smile,regular eyes,plain mfer,orange,None,sub red,None,full beard,None,None,None,None,29.41236811412159,6080
6081,knit cleveland,cig white,green headphones,smile,regular eyes,charcoal mfer,green,None,sub black,long hair black,None,None,None,silver chain,None,57.044569996123904,6081
6082,None,None,green headphones,smile,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,11.010147787129748,6082
6083,knit miami,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,collared shirt white,sub red,None,None,None,None,None,None,31.170988572227635,6083
6084,None,cig white,white headphones,smile,shades,plain mfer,orange,None,sub red,long hair black,None,None,None,None,None,31.129193100308555,6084
6085,bandana dark gray,cig white,black headphones,smile,regular eyes,plain mfer,green,None,sub blue,long hair yellow,None,None,None,None,None,31.806069496491844,6085
6086,None,pipe,white headphones,flat,vr,charcoal mfer,yellow,hoodie down blue,sub black,long hair black,None,None,None,None,None,64.03966893391907,6086
6087,bandana blue,pipe,white headphones,smile,regular eyes,ape mfer,tree,None,sub black,None,None,None,None,None,None,41.60130507417139,6087
6088,None,cig black,white headphones,flat,regular eyes,charcoal mfer,green,collared shirt white,sub bat (blue/black),None,None,None,None,None,None,34.839368067895386,6088
6089,None,cig black,black headphones,smile,regular eyes,charcoal mfer,yellow,collared shirt blue,sub turquoise,None,None,None,None,None,None,18.871223845047908,6089
6090,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,collared shirt white,sub black,None,None,None,None,None,None,14.803897601669389,6090
6091,None,cig white,green headphones,smile,regular eyes,charcoal mfer,orange,hoodie down gray,sub red,None,None,mohawk yellow,None,None,None,39.69993257824447,6091
6092,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,red,None,sub black,long hair black,None,None,None,None,None,23.22873397798784,6092
6093,bandana red,cig black,white headphones,smile,regular eyes,plain mfer,red,collared shirt white,argo black,None,None,None,None,None,None,32.60429013763761,6093
6094,None,cig white,black headphones,smile,regular eyes,plain mfer,red,collared shirt blue,None,None,full beard,None,None,None,None,27.77431595106633,6094
6095,headband blue/green,pipe,blue headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,None,None,None,None,32.21366780133796,6095
6096,None,pipe,white headphones,smile,regular eyes,charcoal mfer,blue,None,oyster gold,None,None,mohawk blue,None,None,None,34.2418737035554,6096
6097,None,None,black headphones,smile,regular eyes,charcoal mfer,red,None,sub red,None,None,None,None,None,None,10.853286684021546,6097
6098,cap monochrome,cig white,pink headphones,smile,regular eyes,plain mfer,yellow,collared shirt turquoise,oyster silver,long hair black,None,None,None,None,None,46.67023498868454,6098
6099,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,None,oyster silver,long hair black,full beard,None,None,None,None,34.76576506175898,6099
6100,None,cig black,pink headphones,smile,3D glasses,plain mfer,orange,hoodie down white,sub red,None,None,None,None,None,None,33.15585230732234,6100
6101,None,None,white headphones,flat,regular eyes,charcoal mfer,blue,hoodie down gray,oyster silver,None,None,None,None,None,None,37.21650658050451,6101
6102,None,cig white,green headphones,smile,regular eyes,plain mfer,red,None,sub black,None,None,None,None,None,None,7.951633262543359,6102
6103,None,cig black,green headphones,smile,regular eyes,charcoal mfer,green,collared shirt white,sub red,None,full beard,messy yellow,None,None,None,56.3242755101239,6103
6104,None,None,black headphones,smile,nerd glasses,charcoal mfer,green,hoodie down gray,sub red,None,None,mohawk black,None,None,None,51.29248525138694,6104
6105,cap monochrome,cig white,white headphones,smile,vr,charcoal mfer,yellow,None,sub black,None,None,None,None,None,None,37.39183947529281,6105
6106,knit new york,cig white,red headphones,smile,regular eyes,plain mfer,green,hoodie down green,sub red,None,None,None,None,None,None,34.64100602494859,6106
6107,None,cig black,red headphones,smile,regular eyes,plain mfer,blue,hoodie down green,oyster silver,None,None,None,None,None,None,20.6868640410164,6107
6108,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub turquoise,None,None,mohawk green,None,None,None,25.15883211653055,6108
6109,None,None,black headphones,smile,regular eyes,charcoal mfer,yellow,hoodie down blue,sub red,None,None,None,None,None,None,21.44909570268209,6109
6110,None,cig white,white headphones,smile,3D glasses,charcoal mfer,red,None,oyster silver,None,None,mohawk black,None,None,None,41.66969028823601,6110
6111,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,yellow,hoodie down green,sub black,None,None,messy red,None,None,None,39.11091231563156,6111
6112,None,pipe,pink headphones,smile,regular eyes,charcoal mfer,green,hoodie down blue,sub blue,long hair black,None,None,None,None,None,42.67665916428931,6112
6113,None,cig white,red headphones,flat,regular eyes,charcoal mfer,yellow,None,oyster silver,long hair black,None,None,None,None,None,38.04547122802811,6113
6114,knit pittsburgh,cig white,black headphones,smile,regular eyes,charcoal mfer,red,None,sub red,None,None,None,None,silver chain,None,40.290775468632404,6114
6115,None,cig white,black headphones,smile,3D glasses,plain mfer,yellow,None,sub black,None,None,None,None,None,None,15.779377989989813,6115
6116,knit chicago,cig black,black headphones,smile,regular eyes,plain mfer,green,None,oyster silver,None,full beard,None,None,None,None,34.1998524137626,6116
6117,None,cig black,red headphones,smile,regular eyes,plain mfer,yellow,None,sub red,None,None,mohawk black,None,None,None,25.3052984544406,6117
6118,None,pipe,black headphones,smile,regular eyes,plain mfer,green,None,None,long hair yellow,None,None,None,None,None,20.561303962064677,6118
6119,headband blue/white,None,black headphones,smile,purple shades,charcoal mfer,blue,None,oyster silver,None,None,None,None,None,None,39.656097414763835,6119
6120,None,cig white,white headphones,flat,nerd glasses,plain mfer,red,None,sub red,long hair yellow,None,None,None,None,None,45.853593614316566,6120
6121,headband pink/white,cig black,green headphones,smile,shades,charcoal mfer,red,None,sub red,None,None,None,None,None,None,41.479808381748526,6121
6122,knit buffalo,cig black,white headphones,smile,regular eyes,plain mfer,blue,None,sub red,long hair black,None,None,None,None,None,31.381836797711838,6122
6123,None,None,blue headphones,smile,regular eyes,charcoal mfer,blue,None,oyster gold,None,full beard,None,None,None,None,36.08438116465762,6123
6124,knit new york,cig black,white headphones,smile,nerd glasses,plain mfer,blue,None,None,None,full beard,None,None,None,None,48.20345692885953,6124
6125,None,cig black,black headphones,flat,regular eyes,plain mfer,yellow,None,sub red,None,None,None,None,None,None,14.452738615571507,6125
6126,knit las vegas,cig black,white headphones,flat,regular eyes,charcoal mfer,blue,collared shirt pink,sub black,long hair black,None,None,None,None,None,57.67122787949243,6126
6127,None,cig black,pink headphones,smile,regular eyes,plain mfer,blue,None,None,long hair black,None,None,cowboy hat,None,None,37.412454217465786,6127
6128,None,None,black headphones,smile,regular eyes,charcoal mfer,blue,collared shirt green,sub black,None,None,None,None,None,None,20.373284716722758,6128
6129,None,cig black,red headphones,smile,regular eyes,plain mfer,red,None,sub red,None,None,None,None,gold chain,None,28.848295798840613,6129
6130,None,cig black,blue headphones,smile,regular eyes,plain mfer,orange,None,sub lantern (green),None,None,None,None,None,None,11.072929613695383,6130
6131,None,None,black headphones,smile,shades,charcoal mfer,orange,None,None,None,None,messy purple,None,None,None,39.409393946150786,6131
6132,None,None,black headphones,smile,regular eyes,plain mfer,blue,None,oyster gold,long hair yellow,full beard,None,None,None,None,38.805935997758404,6132
6133,None,None,blue headphones,smile,regular eyes,charcoal mfer,red,collared shirt blue,None,long hair black,None,None,None,None,None,38.26705558529465,6133
6134,None,cig black,green headphones,smile,regular eyes,plain mfer,yellow,None,sub red,long hair black,None,None,None,None,None,20.279125757663394,6134
6135,cap monochrome,cig black,gold headphones,flat,regular eyes,plain mfer,green,collared shirt turquoise,sub red,long hair black,None,None,None,None,None,59.394620958071506,6135
6136,None,cig black,black headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,None,hoodie,None,None,19.77134429706545,6136
6137,bandana dark gray,None,black headphones,smile,regular eyes,plain mfer,blue,None,None,long hair yellow,None,None,None,silver chain,None,51.474143285667374,6137
6138,None,cig black,black headphones,smile,regular eyes,plain mfer,red,collared shirt green,sub turquoise,long hair yellow,None,None,None,None,None,29.460394243399584,6138
6139,None,cig white,white headphones,flat,regular eyes,plain mfer,yellow,None,sub black,None,None,messy black,None,None,None,33.75073496621892,6139
6140,None,pipe,black headphones,flat,regular eyes,charcoal mfer,blue,None,oyster silver,None,None,None,None,None,None,25.639596120502528,6140
6141,headband blue/white,cig black,white headphones,smile,purple shades,charcoal mfer,red,None,oyster silver,None,full beard,None,None,None,None,55.58287039208989,6141
6142,None,cig black,black headphones,flat,regular eyes,charcoal mfer,orange,hoodie down red,None,None,None,messy red,None,None,None,44.6919193297388,6142
6143,beanie monochrome,cig black,white headphones,flat,regular eyes,charcoal mfer,orange,None,sub black,None,None,None,None,None,None,35.14832409945115,6143
6144,bandana blue,cig black,red headphones,smile,regular eyes,charcoal mfer,yellow,collared shirt turquoise,sub blue,long hair black,None,None,None,None,None,51.92763184733759,6144
6145,knit las vegas,cig black,green headphones,smile,purple shades,plain mfer,yellow,collared shirt green,oyster silver,None,None,None,None,None,None,49.17084418808838,6145
6146,knit miami,cig white,white headphones,smile,regular eyes,charcoal mfer,yellow,None,sub black,long hair black,None,None,None,None,None,34.84514080178973,6146
6147,None,None,black headphones,smile,regular eyes,plain mfer,green,hoodie down green,None,None,None,mohawk yellow,None,None,None,32.198643946436405,6147
